OBJECTID,age,use_class,structure,district,LATITUDE,LONGITUDE,label,risk_score
15950,78.0,Residential/Composite,Tower,Kowloon City,22.32982126,114.1885769,0,94.1
8889,78.0,Residential/Composite,Tower,Kowloon City,22.32800524,114.1877258,0,93.9
27736,78.0,Residential/Composite,Tower,Kowloon City,22.32916302,114.1872677,0,93.6
27686,77.0,Residential/Composite,Tower,Kowloon City,22.32912731,114.1885656,0,93.6
15943,77.0,Residential/Composite,Tower,Kowloon City,22.32933868,114.1885594,0,93.5
4051,77.0,Residential/Composite,Tower,Kowloon City,22.32783603,114.1871415,0,93.5
21376,77.0,Residential/Composite,Tower,Kowloon City,22.32985056,114.1877989,0,93.5
14396,78.0,Residential/Composite,Tower,Kowloon City,22.33749706,114.1777497,0,93.5
21380,77.0,Residential/Composite,Tower,Kowloon City,22.32992835,114.1878025,0,93.5
20183,77.0,Residential/Composite,Tower,Kowloon City,22.32946071,114.1874201,0,93.4
15951,76.0,Residential/Composite,Tower,Kowloon City,22.32988944,114.1885797,0,93.4
15955,76.0,Residential/Composite,Tower,Kowloon City,22.33001193,114.1885847,0,93.4
15722,78.0,Residential/Composite,Tower,Kowloon City,22.32860603,114.1879599,0,93.3
15780,77.0,Residential/Composite,Tower,Kowloon City,22.32960673,114.1883611,0,93.1
15778,77.0,Residential/Composite,Tower,Kowloon City,22.32950516,114.1883574,0,93.1
15784,77.0,Residential/Composite,Tower,Kowloon City,22.32970762,114.1883648,0,93.1
19326,77.0,Residential/Composite,Tower,Kowloon City,22.31829521,114.1884722,0,93.1
43726,77.0,Residential/Composite,Tower,Kowloon City,22.32966649,114.1877915,0,93.1
20175,77.0,Residential/Composite,Tower,Kowloon City,22.32871791,114.1873848,0,93.0
20177,77.0,Residential/Composite,Tower,Kowloon City,22.32880483,114.1873885,0,93.0
27697,77.0,Residential/Composite,Tower,Kowloon City,22.32913337,114.1884141,0,93.0
27691,77.0,Residential/Composite,Tower,Kowloon City,22.32913064,114.188517,0,93.0
25637,79.0,Residential/Composite,Tower,Yau Tsim Mong,22.32203646,114.1671558,0,92.9
38309,76.0,Residential/Composite,Tower,Kowloon City,22.33982469,114.1768366,0,92.9
15714,78.0,Residential/Composite,Tower,Kowloon City,22.32821808,114.187949,0,92.8
15764,77.0,Residential/Composite,Tower,Kowloon City,22.32867531,114.1883261,0,92.8
12154,77.0,Residential/Composite,Tower,Sham Shui Po,22.33760999,114.1577117,0,92.8
15740,75.0,Residential/Composite,Tower,Kowloon City,22.33027399,114.188029,0,92.7
4225,69.0,Residential/Composite,Tower,Kowloon City,22.31469561,114.1884197,0,92.6
19850,75.0,Residential/Composite,Tower,Kowloon City,22.31826615,114.1886877,0,92.6
21284,75.0,Residential/Composite,Tower,Kowloon City,22.33178777,114.1790587,0,92.6
15956,74.0,Residential/Composite,Tower,Kowloon City,22.33008738,114.1885879,0,92.6
4222,69.0,Residential/Composite,Tower,Kowloon City,22.31462363,114.1883525,0,92.6
4962,77.0,Residential/Composite,Tower,Sham Shui Po,22.32968843,114.1665073,0,92.5
39879,75.0,Residential/Composite,Tower,Kowloon City,22.33100948,114.1867017,0,92.5
20187,75.0,Residential/Composite,Tower,Kowloon City,22.32968199,114.1874292,0,92.5
1231,78.0,Residential/Composite,Tower,Yau Tsim Mong,22.32524002,114.17298,0,92.5
20186,74.0,Residential/Composite,Tower,Kowloon City,22.3295979,114.1874252,0,92.5
15965,74.0,Residential/Composite,Tower,Kowloon City,22.33031201,114.1885965,0,92.5
2585,76.0,Residential/Composite,Tower,Sham Shui Po,22.33117918,114.1644485,0,92.4
2584,76.0,Residential/Composite,Tower,Sham Shui Po,22.33112952,114.164504,0,92.4
15756,77.0,Residential/Composite,Tower,Kowloon City,22.32825811,114.1883106,0,92.4
1232,78.0,Residential/Composite,Tower,Yau Tsim Mong,22.32529252,114.1732051,0,92.4
3483,78.0,Residential/Composite,Tower,Kowloon City,22.32789773,114.1838152,0,92.4
1217,78.0,Residential/Composite,Tower,Yau Tsim Mong,22.32502912,114.1719347,0,92.3
4033,75.0,Residential/Composite,Tower,Kowloon City,22.31866042,114.1889032,0,92.3
15747,74.0,Residential/Composite,Tower,Kowloon City,22.33047122,114.1880373,0,92.3
14103,77.0,Residential/Composite,Tower,Sham Shui Po,22.33528522,114.1606742,0,92.3
15745,74.0,Residential/Composite,Tower,Kowloon City,22.33037288,114.1880331,0,92.3
41235,73.0,Residential/Composite,Tower,Kowloon City,22.33277885,114.1802082,0,92.3
25842,77.0,Residential/Composite,Tower,Sham Shui Po,22.33525079,114.1607324,0,92.3
15953,73.0,Residential/Composite,Tower,Kowloon City,22.32993816,114.1885811,0,92.2
4093,77.0,Residential/Composite,Tower,Kowloon City,22.31754895,114.1888392,0,92.1
27445,74.0,Residential/Composite,Tower,Kowloon City,22.33008597,114.1872306,0,92.0
2749,78.0,Residential/Composite,Tower,Yau Tsim Mong,22.3112006,114.1700808,0,92.0
21592,73.0,Residential/Composite,Tower,Kowloon City,22.32383129,114.1751206,0,92.0
1225,78.0,Residential/Composite,Tower,Yau Tsim Mong,22.32514857,114.172468,0,92.0
1227,78.0,Residential/Composite,Tower,Yau Tsim Mong,22.32518499,114.1726694,0,92.0
3016,76.0,Residential/Composite,Tower,Kowloon City,22.31252418,114.1878413,0,92.0
1226,78.0,Residential/Composite,Tower,Yau Tsim Mong,22.3251672,114.1725684,0,92.0
17548,78.0,Residential/Composite,Tower,Yau Tsim Mong,22.32505657,114.1723215,0,91.9
36646,69.0,Residential/Composite,Tower,Kowloon City,22.31352448,114.1878244,0,91.9
18177,77.0,Residential/Composite,Tower,Sham Shui Po,22.32763464,114.1624325,0,91.9
36647,69.0,Residential/Composite,Tower,Kowloon City,22.31361252,114.1878244,0,91.9
11305,76.0,Residential/Composite,Tower,Sham Shui Po,22.33459358,114.1610508,0,91.9
12167,77.0,Residential/Composite,Tower,Sham Shui Po,22.33774994,114.1575245,0,91.9
12182,77.0,Residential/Composite,Tower,Sham Shui Po,22.33790174,114.1573267,0,91.9
12177,77.0,Residential/Composite,Tower,Sham Shui Po,22.33785039,114.1573907,1,91.9
18181,78.0,Residential/Composite,Tower,Sham Shui Po,22.32765313,114.1624089,0,91.9
1499,79.0,Residential/Composite,Tower,Yau Tsim Mong,22.32118756,114.1681283,0,91.9
12171,77.0,Residential/Composite,Tower,Sham Shui Po,22.33780017,114.1574572,0,91.9
35127,77.0,Residential/Composite,Tower,Sham Shui Po,22.32723069,114.1643333,0,91.9
36648,69.0,Residential/Composite,Tower,Kowloon City,22.31370114,114.1878241,0,91.9
19919,73.0,Residential/Composite,Tower,Kowloon City,22.32934083,114.1900375,0,91.8
19921,73.0,Residential/Composite,Tower,Kowloon City,22.32945483,114.1900424,1,91.8
19923,73.0,Residential/Composite,Tower,Kowloon City,22.32968652,114.1900514,0,91.8
19327,74.0,Residential/Composite,Tower,Kowloon City,22.31832259,114.188486,0,91.8
20188,74.0,Residential/Composite,Tower,Kowloon City,22.32977563,114.1874328,0,91.8
20190,74.0,Residential/Composite,Tower,Kowloon City,22.32991575,114.1874385,0,91.8
21323,73.0,Residential/Composite,Tower,Kowloon City,22.33051582,114.1874627,0,91.8
20189,74.0,Residential/Composite,Tower,Kowloon City,22.32983699,114.1874354,0,91.8
19922,73.0,Residential/Composite,Tower,Kowloon City,22.32956969,114.1900469,0,91.8
18167,78.0,Residential/Composite,Tower,Sham Shui Po,22.32760131,114.1624762,0,91.8
21388,73.0,Residential/Composite,Tower,Kowloon City,22.33015818,114.1878117,0,91.8
1675,78.0,Residential/Composite,Tower,Yau Tsim Mong,22.32151419,114.1680625,0,91.7
11313,76.0,Residential/Composite,Tower,Sham Shui Po,22.33465659,114.1609693,0,91.7
15760,74.0,Residential/Composite,Tower,Kowloon City,22.32851481,114.1883201,0,91.6
21299,74.0,Residential/Composite,Tower,Kowloon City,22.33027679,114.1874531,1,91.6
1677,78.0,Residential/Composite,Tower,Yau Tsim Mong,22.32167613,114.1680294,0,91.6
37716,76.0,Residential/Composite,Tower,Sham Shui Po,22.328999,114.1603208,0,91.6
36831,74.0,Residential/Composite,Tower,Kowloon City,22.32843065,114.1883174,0,91.6
1671,78.0,Residential/Composite,Tower,Yau Tsim Mong,22.32143312,114.1680792,0,91.6
4320,76.0,Residential/Composite,Tower,Sham Shui Po,22.328951,114.1603843,0,91.6
36830,74.0,Residential/Composite,Tower,Kowloon City,22.32835182,114.1883141,0,91.6
50220,75.0,Residential/Composite,Tower,Sham Shui Po,22.33690345,114.1586121,0,91.5
1674,78.0,Residential/Composite,Tower,Yau Tsim Mong,22.32159486,114.1680451,0,91.5
1670,78.0,Residential/Composite,Tower,Yau Tsim Mong,22.32136289,114.1680919,0,91.5
12115,75.0,Residential/Composite,Tower,Sham Shui Po,22.33688398,114.1586376,0,91.5
19410,72.0,Residential/Composite,Tower,Kowloon City,22.33274077,114.1807641,0,91.5
4103,74.0,Residential/Composite,Tower,Sham Shui Po,22.33280299,114.164377,0,91.5
27653,73.0,Residential/Composite,Tower,Kowloon City,22.3288616,114.1856041,0,91.4
15729,72.0,Residential/Composite,Tower,Kowloon City,22.32945609,114.1879971,0,91.4
12067,77.0,Residential/Composite,Tower,Sham Shui Po,22.33570948,114.1601105,0,91.4
29019,76.0,Residential/Composite,Tower,Sham Shui Po,22.3380169,114.1574881,0,91.4
3662,70.0,Residential/Composite,Tower,Kowloon City,22.31695149,114.189191,1,91.3
21298,73.0,Residential/Composite,Tower,Kowloon City,22.33009189,114.1874456,0,91.3
4838,77.0,Residential/Composite,Tower,Yau Tsim Mong,22.32032903,114.1675471,0,91.3
12035,77.0,Residential/Composite,Tower,Sham Shui Po,22.33556541,114.1603229,0,91.3
35138,76.0,Residential/Composite,Tower,Sham Shui Po,22.3380879,114.1575511,0,91.3
12257,77.0,Residential/Composite,Tower,Sham Shui Po,22.33882825,114.1561356,0,91.2
18166,76.0,Residential/Composite,Tower,Sham Shui Po,22.32758289,114.1624968,0,91.2
4147,71.0,Residential/Composite,Tower,Kowloon City,22.32394539,114.1893309,0,91.2
36747,75.0,Residential/Composite,Tower,Kowloon City,22.33237224,114.1790918,0,91.2
17922,75.0,Residential/Composite,Tower,Kowloon City,22.33283074,114.1798323,0,91.1
4105,74.0,Residential/Composite,Tower,Sham Shui Po,22.33285792,114.1643085,0,91.1
19301,76.0,Residential/Composite,Tower,Sham Shui Po,22.33603018,114.1600052,0,91.0
30023,73.0,Residential/Composite,Tower,Sham Shui Po,22.33767352,114.1580159,0,91.0
1595,78.0,Residential/Composite,Tower,Yau Tsim Mong,22.32162807,114.1683965,0,91.0
14833,73.0,Residential/Composite,Tower,Kowloon City,22.33379723,114.1798531,0,91.0
29285,72.0,Residential/Composite,Tower,Kowloon City,22.32058697,114.1877779,1,90.9
3568,74.0,Residential/Composite,Tower,Kowloon City,22.3270201,114.1830007,0,90.9
2727,75.0,Residential/Composite,Tower,Yau Tsim Mong,22.3261315,114.16933,0,90.9
876,71.0,Residential/Composite,Tower,Kowloon City,22.31744925,114.1896533,0,90.9
879,71.0,Residential/Composite,Tower,Kowloon City,22.31763329,114.1897452,0,90.9
2711,75.0,Residential/Composite,Tower,Yau Tsim Mong,22.32583967,114.1693868,0,90.9
22649,71.0,Residential/Composite,Tower,Kowloon City,22.32880939,114.1867305,0,90.8
36701,69.0,Residential/Composite,Tower,Kowloon City,22.31378867,114.1878239,0,90.8
21877,72.0,Residential/Composite,Tower,Sham Shui Po,22.33781353,114.158366,0,90.8
3914,75.0,Residential/Composite,Tower,Yau Tsim Mong,22.3260413,114.1695648,0,90.8
16720,72.0,Residential/Composite,Tower,Kowloon City,22.33353658,114.1808205,0,90.7
21591,73.0,Residential/Composite,Tower,Kowloon City,22.32359649,114.1753875,0,90.7
19347,72.0,Residential/Composite,Tower,Kowloon City,22.32051556,114.1879098,0,90.7
4922,72.0,Residential/Composite,Tower,Sham Shui Po,22.33016474,114.1657532,0,90.7
18638,72.0,Residential/Composite,Tower,Kowloon City,22.33881557,114.1766353,0,90.7
16973,71.0,Residential/Composite,Tower,Kowloon City,22.32672057,114.1805349,0,90.6
15712,71.0,Residential/Composite,Tower,Kowloon City,22.33186224,114.1814897,0,90.6
36794,74.0,Residential/Composite,Tower,Central & Western,22.28183874,114.138031,0,90.6
30111,74.0,Residential/Composite,Tower,Sham Shui Po,22.33868705,114.1567068,0,90.6
17706,72.0,Residential/Composite,Tower,Kowloon City,22.33140679,114.1803424,0,90.6
17885,72.0,Residential/Composite,Tower,Kowloon City,22.33085876,114.1797524,0,90.5
19413,73.0,Residential/Composite,Tower,Kowloon City,22.33266985,114.1813761,0,90.5
15715,73.0,Residential/Composite,Tower,Kowloon City,22.33266286,114.1814955,0,90.5
26285,74.0,Residential/Composite,Tower,Sham Shui Po,22.33875981,114.156615,0,90.5
21590,73.0,Residential/Composite,Tower,Kowloon City,22.32381746,114.1755573,0,90.5
2965,71.0,Residential/Composite,Tower,Sham Shui Po,22.33107509,114.1641907,0,90.5
25849,74.0,Residential/Composite,Tower,Yau Tsim Mong,22.32229858,114.1676448,0,90.4
25851,74.0,Residential/Composite,Tower,Yau Tsim Mong,22.32239452,114.1676253,0,90.4
25861,74.0,Residential/Composite,Tower,Yau Tsim Mong,22.32265904,114.1675728,0,90.4
25856,74.0,Residential/Composite,Tower,Yau Tsim Mong,22.32258107,114.1675879,0,90.4
2405,72.0,Residential/Composite,Tower,Sham Shui Po,22.33003555,114.166665,0,90.4
18698,70.0,Residential/Composite,Tower,Kowloon City,22.33068535,114.1811549,0,90.4
29801,75.0,Residential/Composite,Tower,Sham Shui Po,22.3306145,114.1612705,0,90.4
17703,72.0,Residential/Composite,Tower,Kowloon City,22.33149372,114.1798049,0,90.4
28921,71.0,Residential/Composite,Tower,Kowloon City,22.33080033,114.1804204,0,90.4
25854,74.0,Residential/Composite,Tower,Yau Tsim Mong,22.32248572,114.1676064,0,90.4
50617,70.0,Residential/Composite,Tower,Kowloon City,22.32960321,114.1868612,0,90.4
28922,72.0,Residential/Composite,Tower,Sham Shui Po,22.32956767,114.1741186,0,90.3
4859,73.0,Residential/Composite,Tower,Sham Shui Po,22.33271382,114.1604227,0,90.3
1978,70.0,Residential/Composite,Tower,Kowloon City,22.32683502,114.1817143,0,90.3
19407,73.0,Residential/Composite,Tower,Kowloon City,22.33278592,114.1800801,0,90.3
15817,71.0,Residential/Composite,Tower,Kowloon City,22.33235721,114.1819847,0,90.3
41580,70.0,Residential/Composite,Tower,Kowloon City,22.32834737,114.1868126,0,90.3
27399,70.0,Residential/Composite,Tower,Kowloon City,22.32857355,114.1867506,0,90.3
2970,70.0,Residential/Composite,Tower,Sham Shui Po,22.33121825,114.1640039,0,90.3
4866,73.0,Residential/Composite,Tower,Sham Shui Po,22.33278976,114.1604907,0,90.3
22642,70.0,Residential/Composite,Tower,Kowloon City,22.32834984,114.1867422,0,90.3
17829,71.0,Residential/Composite,Tower,Kowloon City,22.33149006,114.1793469,0,90.3
17838,71.0,Residential/Composite,Tower,Kowloon City,22.33207168,114.1793751,0,90.2
15976,70.0,Residential/Composite,Tower,Kowloon City,22.32849462,114.1888816,1,90.2
3101,62.0,Residential/Composite,Tower,Kowloon City,22.31660958,114.1873442,0,90.2
22612,71.0,Residential/Composite,Tower,Kowloon City,22.33028253,114.1861816,0,90.2
15705,69.0,Residential/Composite,Tower,Kowloon City,22.33165341,114.1815382,0,90.2
3966,74.0,Residential/Composite,Tower,Yau Tsim Mong,22.32590903,114.1699749,0,90.2
45534,73.0,Residential/Composite,Tower,Kowloon City,22.33980893,114.1763144,0,90.2
4272,70.0,Residential/Composite,Tower,Sham Shui Po,22.32850221,114.1602222,0,90.2
4126,69.0,Residential/Composite,Tower,Kowloon City,22.32765972,114.1861559,1,90.2
22701,71.0,Residential/Composite,Tower,Kowloon City,22.33159672,114.1868421,0,90.2
17881,73.0,Residential/Composite,Tower,Kowloon City,22.33301594,114.1793891,0,90.1
26231,75.0,Residential/Composite,Tower,Yau Tsim Mong,22.32575152,114.1690616,0,90.1
15497,71.0,Residential/Composite,Tower,Kowloon City,22.330495,114.1812037,0,90.1
19939,70.0,Residential/Composite,Tower,Kowloon City,22.32697951,114.1817046,0,90.1
871,69.0,Residential/Composite,Tower,Kowloon City,22.3170508,114.1894719,0,90.1
15719,70.0,Residential/Composite,Tower,Kowloon City,22.33293179,114.1814607,0,90.1
18356,70.0,Residential/Composite,Tower,Sham Shui Po,22.3288676,114.1608472,0,90.0
872,68.0,Residential/Composite,Tower,Kowloon City,22.31712414,114.1895119,0,90.0
30028,70.0,Residential/Composite,Tower,Sham Shui Po,22.33773334,114.157955,0,90.0
28917,71.0,Residential/Composite,Tower,Kowloon City,22.33080371,114.1803636,0,90.0
22615,71.0,Residential/Composite,Tower,Kowloon City,22.33050265,114.1862629,0,90.0
3718,73.0,Residential/Composite,Tower,Yau Tsim Mong,22.32217824,114.166668,0,90.0
4957,68.0,Residential/Composite,Tower,Sham Shui Po,22.32918079,114.1668279,0,90.0
21615,72.0,Residential/Composite,Tower,Kowloon City,22.32404943,114.1753344,0,90.0
16029,64.0,Residential/Composite,Tower,Kowloon City,22.32374859,114.1866422,0,90.0
2003,73.0,Residential/Composite,Tower,Kowloon City,22.32283641,114.188159,0,90.0
16042,64.0,Residential/Composite,Tower,Kowloon City,22.32261098,114.1869253,0,90.0
3531,70.0,Residential/Composite,Tower,Kowloon City,22.32749555,114.1845222,0,89.9
4030,66.0,Residential/Composite,Tower,Kowloon City,22.31617926,114.1881589,0,89.9
4036,66.0,Residential/Composite,Tower,Kowloon City,22.31632511,114.1882318,0,89.9
38284,70.0,Residential/Composite,Tower,Sham Shui Po,22.33091482,114.1657629,0,89.9
15819,70.0,Residential/Composite,Tower,Kowloon City,22.33256229,114.1819751,0,89.9
30490,68.0,Residential/Composite,Tower,Kowloon City,22.31930009,114.1884465,1,89.9
17142,71.0,Residential/Composite,Tower,Kowloon City,22.32703051,114.1839331,0,89.9
17139,71.0,Residential/Composite,Tower,Kowloon City,22.32702233,114.1838503,0,89.9
25563,69.0,Residential/Composite,Tower,Sham Shui Po,22.33230034,114.1649622,0,89.9
4032,66.0,Residential/Composite,Tower,Kowloon City,22.3162518,114.1881949,0,89.9
3464,70.0,Residential/Composite,Tower,Sham Shui Po,22.33097424,114.1656989,0,89.9
3936,75.0,Residential/Composite,Tower,Yau Tsim Mong,22.32573348,114.1696288,0,89.9
4133,70.0,Residential/Composite,Tower,Kowloon City,22.32345324,114.1890857,0,89.9
4220,69.0,Residential/Composite,Tower,Kowloon City,22.31455495,114.1882876,0,89.8
4244,67.0,Residential/Composite,Tower,Kowloon City,22.31672112,114.1903269,0,89.8
4315,69.0,Residential/Composite,Tower,Sham Shui Po,22.32879221,114.16059,0,89.8
4143,71.0,Residential/Composite,Tower,Sham Shui Po,22.328847,114.1640234,0,89.8
20778,68.0,Residential/Composite,Tower,Kowloon City,22.31864941,114.1744865,0,89.8
4248,67.0,Residential/Composite,Tower,Kowloon City,22.31678461,114.1903866,0,89.8
17842,71.0,Residential/Composite,Tower,Kowloon City,22.33233837,114.1793842,0,89.8
2007,70.0,Residential/Composite,Tower,Kowloon City,22.32702298,114.1841087,1,89.8
4217,69.0,Residential/Composite,Tower,Kowloon City,22.31448507,114.1882238,0,89.8
17811,71.0,Residential/Composite,Tower,Kowloon City,22.33102155,114.1793041,0,89.8
28910,71.0,Residential/Composite,Tower,Kowloon City,22.33082715,114.1799453,0,89.8
18718,69.0,Residential/Composite,Tower,Kowloon City,22.3315036,114.1811455,0,89.8
38283,70.0,Residential/Composite,Tower,Sham Shui Po,22.33085504,114.1658259,0,89.7
15495,71.0,Residential/Composite,Tower,Kowloon City,22.32837546,114.1846572,0,89.7
19872,68.0,Residential/Composite,Tower,Kowloon City,22.31843607,114.1887713,0,89.7
18717,69.0,Residential/Composite,Tower,Kowloon City,22.33132183,114.1812464,0,89.7
4395,70.0,Residential/Composite,Tower,Sham Shui Po,22.32817727,114.1602485,0,89.7
42771,69.0,Residential/Composite,Tower,Kowloon City,22.33132343,114.1810579,0,89.7
30496,68.0,Residential/Composite,Tower,Kowloon City,22.31914836,114.18837,0,89.7
3251,69.0,Residential/Composite,Tower,Kowloon City,22.32338203,114.1892763,0,89.7
18715,69.0,Residential/Composite,Tower,Kowloon City,22.33110509,114.1811548,0,89.7
18724,69.0,Residential/Composite,Tower,Kowloon City,22.33316915,114.1811727,0,89.7
18983,77.0,Residential/Composite,Tower,Kowloon City,22.32981182,114.1902515,0,89.6
17883,72.0,Residential/Composite,Tower,Kowloon City,22.33331113,114.1794231,0,89.6
1237,74.0,Residential/Composite,Tower,Yau Tsim Mong,22.32509571,114.170334,0,89.6
36354,70.0,Residential/Composite,Tower,Sham Shui Po,22.32822918,114.1601902,0,89.6
19454,77.0,Residential/Composite,Tower,Kowloon City,22.32994239,114.191162,0,89.6
15699,69.0,Residential/Composite,Tower,Kowloon City,22.33141692,114.1816359,0,89.6
17443,70.0,Residential/Composite,Tower,Kowloon City,22.34225944,114.1769549,0,89.6
22675,77.0,Residential/Composite,Tower,Kowloon City,22.30797959,114.1845305,0,89.6
12196,72.0,Residential/Composite,Tower,Sham Shui Po,22.33814891,114.1570024,0,89.6
19297,70.0,Residential/Composite,Tower,Sham Shui Po,22.33392276,114.1609376,0,89.5
1297,72.0,Residential/Composite,Tower,Yau Tsim Mong,22.31773287,114.1724868,0,89.5
3665,71.0,Residential/Composite,Tower,Sham Shui Po,22.32887288,114.1739879,0,89.5
2558,71.0,Residential/Composite,Tower,Sham Shui Po,22.32887288,114.1739879,0,89.5
18357,68.0,Residential/Composite,Tower,Sham Shui Po,22.32892488,114.160779,0,89.5
494,72.0,Residential/Composite,Tower,Sham Shui Po,22.33198531,114.1735616,0,89.5
4920,69.0,Residential/Composite,Tower,Kowloon City,22.32780827,114.1888557,1,89.5
2016,69.0,Residential/Composite,Tower,Kowloon City,22.32796529,114.1888467,0,89.5
19439,71.0,Residential/Composite,Tower,Kowloon City,22.33300379,114.180522,0,89.5
18821,71.0,Residential/Composite,Tower,Sham Shui Po,22.33156484,114.1743976,0,89.5
18820,72.0,Residential/Composite,Tower,Sham Shui Po,22.33138903,114.1743627,0,89.5
4854,71.0,Residential/Composite,Tower,Sham Shui Po,22.32846782,114.1612572,0,89.5
279,68.0,Residential/Composite,Tower,Sham Shui Po,22.33110776,114.1631846,0,89.5
27775,71.0,Residential/Composite,Tower,Kowloon City,22.33221981,114.1811587,0,89.4
4026,62.0,Residential/Composite,Tower,Kowloon City,22.31606657,114.1880906,0,89.4
4038,66.0,Residential/Composite,Tower,Kowloon City,22.31642972,114.1882885,0,89.4
19613,78.0,Residential/Composite,Tower,Kowloon City,22.32205909,114.1754724,0,89.4
38307,70.0,Residential/Composite,Tower,Sham Shui Po,22.32713149,114.1606286,0,89.4
32621,70.0,Residential/Composite,Tower,Sham Shui Po,22.33733081,114.1570926,0,89.4
21639,76.0,Residential/Composite,Tower,Kowloon City,22.3245311,114.1755808,1,89.4
3025,70.0,Residential/Composite,Tower,Sham Shui Po,22.32718526,114.1605583,1,89.4
19416,71.0,Residential/Composite,Tower,Kowloon City,22.33222743,114.1810259,0,89.4
18850,71.0,Residential/Composite,Tower,Sham Shui Po,22.33188657,114.1744983,0,89.4
4128,69.0,Residential/Composite,Tower,Kowloon City,22.32789395,114.1861332,0,89.3
11555,71.0,Residential/Composite,Tower,Sham Shui Po,22.33756223,114.1571857,0,89.3
19034,71.0,Residential/Composite,Tower,Sham Shui Po,22.33000311,114.17436,0,89.3
4611,71.0,Residential/Composite,Tower,Sham Shui Po,22.33160971,114.1741131,0,89.3
3561,69.0,Residential/Composite,Tower,Kowloon City,22.32757031,114.1857702,1,89.3
4312,71.0,Residential/Composite,Tower,Sham Shui Po,22.32951997,114.1736709,0,89.2
4708,69.0,Residential/Composite,Tower,Sham Shui Po,22.32768431,114.1640957,0,89.2
27158,69.0,Residential/Composite,Tower,Kowloon City,22.33726492,114.1771613,0,89.2
22639,68.0,Residential/Composite,Tower,Kowloon City,22.32814442,114.1868062,1,89.2
24286,74.0,Residential/Composite,Tower,Yau Tsim Mong,22.31553924,114.1706292,0,89.2
4306,70.0,Residential/Composite,Tower,Sham Shui Po,22.3293292,114.1742008,0,89.2
2303,69.0,Residential/Composite,Tower,Yau Tsim Mong,22.32564714,114.1616729,0,89.2
564,68.0,Residential/Composite,Tower,Yau Tsim Mong,22.3217676,114.1686105,0,89.2
3987,69.0,Residential/Composite,Tower,Sham Shui Po,22.32635993,114.1609916,0,89.2
2972,67.0,Residential/Composite,Tower,Sham Shui Po,22.33132193,114.1638664,1,89.2
3162,68.0,Residential/Composite,Tower,Kowloon City,22.31420145,114.1882466,0,89.2
36328,68.0,Residential/Composite,Tower,Kowloon City,22.3198365,114.1740021,0,89.2
19612,78.0,Residential/Composite,Tower,Kowloon City,22.32221954,114.1758049,0,89.2
27398,68.0,Residential/Composite,Tower,Kowloon City,22.3281498,114.1866578,0,89.2
27730,70.0,Residential/Composite,Tower,Sham Shui Po,22.33005279,114.174171,0,89.2
9087,71.0,Residential/Composite,Tower,Sham Shui Po,22.32678728,114.1623083,0,89.2
27721,65.0,Residential/Composite,Tower,Kowloon City,22.32551267,114.1749743,0,89.1
27704,65.0,Residential/Composite,Tower,Kowloon City,22.32544888,114.1746255,0,89.1
5041,71.0,Residential/Composite,Tower,Sham Shui Po,22.33130408,114.1736105,0,89.1
22677,76.0,Residential/Composite,Tower,Kowloon City,22.30802079,114.1844723,0,89.1
4886,68.0,Residential/Composite,Tower,Sham Shui Po,22.32920529,114.1626936,0,89.1
1379,72.0,Residential/Composite,Tower,Yau Tsim Mong,22.31783299,114.1723206,1,89.1
17438,70.0,Residential/Composite,Tower,Kowloon City,22.34191475,114.1772199,0,89.1
30279,76.0,Residential/Composite,Tower,Kowloon City,22.31159296,114.1863505,0,89.1
15485,68.0,Residential/Composite,Tower,Kowloon City,22.3333374,114.1820481,0,89.0
15488,68.0,Residential/Composite,Tower,Kowloon City,22.33319793,114.182232,0,89.0
2761,68.0,Residential/Composite,Tower,Sham Shui Po,22.33025337,114.1613248,1,89.0
15491,68.0,Residential/Composite,Tower,Kowloon City,22.33342604,114.1823128,0,89.0
19349,69.0,Residential/Composite,Tower,Sham Shui Po,22.33430008,114.161004,0,89.0
3032,70.0,Residential/Composite,Tower,Sham Shui Po,22.32729793,114.1604209,0,89.0
3669,62.0,Residential/Composite,Tower,Kowloon City,22.31598712,114.1896555,0,89.0
19585,77.0,Residential/Composite,Tower,Kowloon City,22.3213157,114.1749374,0,89.0
19282,66.0,Residential/Composite,Tower,Sham Shui Po,22.33382606,114.1610194,0,89.0
17441,70.0,Residential/Composite,Tower,Kowloon City,22.34167713,114.1776934,0,89.0
22665,76.0,Residential/Composite,Tower,Kowloon City,22.30764345,114.1850558,0,89.0
3249,71.0,Residential/Composite,Tower,Sham Shui Po,22.3291274,114.1728995,0,89.0
26212,77.0,Residential/Composite,Tower,Kowloon City,22.32945168,114.1796438,0,89.0
15492,68.0,Residential/Composite,Tower,Kowloon City,22.33367765,114.1824289,0,88.9
15494,68.0,Residential/Composite,Tower,Kowloon City,22.33367208,114.1821787,0,88.9
4088,68.0,Residential/Composite,Tower,Sham Shui Po,22.33077093,114.1658959,0,88.9
26458,77.0,Residential/Composite,Tower,Kowloon City,22.30737266,114.1822104,0,88.9
3404,67.0,Residential/Composite,Tower,Kowloon City,22.31617274,114.1871361,0,88.9
18831,68.0,Residential/Composite,Tower,Kowloon City,22.32797457,114.1890732,0,88.9
4836,68.0,Residential/Composite,Tower,Sham Shui Po,22.33102734,114.1642474,0,88.9
2678,68.0,Residential/Composite,Tower,Sham Shui Po,22.33000319,114.1607737,0,88.9
