OBJECTID,age,use_class,structure,district,LATITUDE,LONGITUDE,label,risk_score
13976,75.0,Residential/Composite,Tower,Southern,22.24160586,114.1877948,0,59.3
16125,53.0,Residential/Composite,Tower,Eastern,22.29011593,114.2031596,0,59.3
16157,51.0,Residential/Composite,Podium,Eastern,22.29001076,114.1972732,0,59.3
27710,40.0,Residential/Composite,Tower,Kowloon City,22.32913491,114.1882863,0,59.3
10719,56.0,Residential/Composite,Tower,Wan Chai,22.27713673,114.171391,0,59.3
13252,40.0,Residential/Composite,Tower,Eastern,22.28351159,114.1928493,0,59.3
1053,52.0,Residential/Composite,Tower,Yau Tsim Mong,22.32300918,114.1644092,0,59.3
17545,46.0,Residential/Composite,Podium,Yau Tsim Mong,22.32537588,114.1702726,0,59.3
21041,57.0,Industrial,Tower,Kwai Tsing,22.36402677,114.1346327,1,59.3
8549,52.0,Residential/Composite,Podium,Eastern,22.29081192,114.2008572,0,59.3
16433,52.0,Residential/Composite,Podium,Eastern,22.28576773,114.1968423,0,59.3
38469,73.0,Residential/Composite,Tower,Southern,22.24835503,114.1551457,0,59.3
38468,73.0,Residential/Composite,Tower,Southern,22.24826317,114.1551512,0,59.3
1070,49.0,Residential/Composite,Tower,Yau Tsim Mong,22.32092851,114.1649764,0,59.2
1235,50.0,Residential/Composite,Tower,Yau Tsim Mong,22.30424301,114.1723103,0,59.2
22119,53.0,Residential/Composite,Tower,Central & Western,22.2880649,114.1432332,0,59.2
16761,50.0,Residential/Composite,Tower,Central & Western,22.2852817,114.139024,0,59.2
10538,47.0,Residential/Composite,Tower,Central & Western,22.27510761,114.1573215,0,59.2
26194,65.0,Industrial,Tower,Tsuen Wan,22.37354295,114.1077568,0,59.2
9248,55.0,Residential/Composite,Tower,Central & Western,22.2841298,114.1524454,0,59.2
11328,43.0,Residential/Composite,Tower,Sham Shui Po,22.33473377,114.1608235,0,59.2
21856,60.0,Residential/Composite,Tower,Wan Chai,22.26506168,114.190603,0,59.2
13485,55.0,Industrial,Tower,Kwai Tsing,22.36935251,114.1378531,0,59.2
26397,56.0,Industrial,Tower,Kwai Tsing,22.36956105,114.1371823,0,59.2
10228,54.0,Residential/Composite,Tower,Central & Western,22.28648077,114.1485453,0,59.2
32492,53.0,Residential/Composite,Tower,Tuen Mun,22.40637625,113.9730104,0,59.2
16888,53.0,Residential/Composite,Tower,Wong Tai Sin,22.34534499,114.1978783,0,59.2
37214,38.0,Residential/Composite,Tower,Kowloon City,22.32988053,114.1883719,0,59.2
7805,45.0,Residential/Composite,Podium,Kowloon City,22.31332676,114.1864625,0,59.2
5836,54.0,Residential/Composite,Tower,Central & Western,22.28818382,114.1439277,0,59.2
36653,47.0,Residential/Composite,Tower,Kwai Tsing,22.34639605,114.1276933,0,59.2
31867,37.0,Residential/Composite,Tower,Eastern,22.28181901,114.2127536,1,59.1
9359,39.0,Residential/Composite,Tower,Central & Western,22.28720205,114.1496515,0,59.1
9356,39.0,Residential/Composite,Tower,Central & Western,22.2871684,114.1498283,0,59.1
10282,55.0,Industrial,Tower,Kwun Tong,22.30791324,114.2244479,0,59.1
5159,46.0,Residential/Composite,Tower,Central & Western,22.28819054,114.1463077,1,59.1
32740,48.0,Residential/Composite,Tower,Kwun Tong,22.31726822,114.2307513,0,59.1
32741,48.0,Residential/Composite,Tower,Kwun Tong,22.31735791,114.2309453,0,59.1
20017,35.0,Residential/Composite,Tower,Tsuen Wan,22.36458825,114.1134916,0,59.1
1463,37.0,Residential/Composite,Tower,Kowloon City,22.31225361,114.186012,1,59.1
35244,65.0,Industrial,Tower,Tsuen Wan,22.37340479,114.1080256,0,59.1
2785,52.0,Residential/Composite,Podium,Yau Tsim Mong,22.30148913,114.1762529,0,59.1
17302,56.0,Residential/Composite,Tower,Wong Tai Sin,22.34473754,114.1972068,0,59.1
17050,39.0,Residential/Composite,Tower,Kwun Tong,22.32444714,114.2172186,0,59.1
5826,54.0,Residential/Composite,Tower,Central & Western,22.28672169,114.1436216,0,59.1
12958,54.0,Residential/Composite,Tower,Central & Western,22.28049349,114.1523191,0,59.1
23979,50.0,Residential/Composite,Podium,Eastern,22.27945797,114.2256172,0,59.1
6844,54.0,Residential/Composite,Tower,Central & Western,22.2827415,114.1518443,1,59.1
23513,50.0,Residential/Composite,Podium,Eastern,22.28961097,114.2102313,0,59.1
42376,49.0,Residential/Composite,Tower,Kwun Tong,22.31888686,114.2218695,0,59.1
23636,52.0,Residential/Composite,Tower,Eastern,22.28214235,114.2216085,0,59.1
5834,54.0,Residential/Composite,Tower,Central & Western,22.28698389,114.1438189,1,59.1
17106,49.0,Residential/Composite,Tower,Kwun Tong,22.31880766,114.2220913,0,59.1
2064,52.0,Residential/Composite,Podium,Yau Tsim Mong,22.31604722,114.1724407,0,59.1
17577,55.0,Industrial,Tower,Kwun Tong,22.31546135,114.2162665,0,59.1
21424,39.0,Residential/Composite,Tower,Sham Shui Po,22.34272464,114.1667142,1,59.1
3184,33.0,Residential/Composite,Tower,Kowloon City,22.31950186,114.1890582,0,59.1
12931,54.0,Residential/Composite,Tower,Wan Chai,22.26706176,114.1817877,0,59.1
21425,39.0,Residential/Composite,Tower,Sham Shui Po,22.3428203,114.1664933,1,59.1
1704,52.0,Residential/Composite,Tower,Yau Tsim Mong,22.30403699,114.1712368,0,59.1
17968,50.0,Residential/Composite,Tower,Sham Shui Po,22.33955032,114.1536355,0,59.1
603,55.0,Residential/Composite,Tower,Central & Western,22.28367349,114.1527821,0,59.1
34969,48.0,Residential/Composite,Tower,Kowloon City,22.32842793,114.1838371,0,59.1
22977,35.0,Residential/Composite,Tower,Kwun Tong,22.30656237,114.2295883,0,59.0
22978,35.0,Residential/Composite,Tower,Kwun Tong,22.3063584,114.2297707,0,59.0
22981,35.0,Residential/Composite,Tower,Kwun Tong,22.30592115,114.2297357,0,59.0
16886,53.0,Residential/Composite,Tower,Wong Tai Sin,22.34528997,114.1978732,1,59.0
4302,40.0,Residential/Composite,Tower,Sham Shui Po,22.32935232,114.1728819,0,59.0
18712,50.0,Residential/Composite,Tower,Yau Tsim Mong,22.31515443,114.1696931,1,59.0
24242,56.0,Residential/Composite,Tower,Wong Tai Sin,22.34373388,114.1979497,0,59.0
9339,45.0,Residential/Composite,Tower,Eastern,22.29193496,114.2018238,0,59.0
6741,48.0,Residential/Composite,Tower,Central & Western,22.27908377,114.151607,0,59.0
9397,54.0,Residential/Composite,Tower,Wan Chai,22.26953117,114.1835418,0,59.0
22982,35.0,Residential/Composite,Tower,Kwun Tong,22.30575086,114.2295153,0,59.0
1540,50.0,Residential/Composite,Tower,Yau Tsim Mong,22.31556701,114.1696024,0,59.0
24305,55.0,Residential/Composite,Tower,Wong Tai Sin,22.34353536,114.1980561,0,59.0
18076,50.0,Residential/Composite,Tower,Yau Tsim Mong,22.32524224,114.1660019,0,59.0
20021,35.0,Residential/Composite,Tower,Tsuen Wan,22.36434227,114.1137772,0,59.0
10873,49.0,Residential/Composite,Tower,Wan Chai,22.2788261,114.1757273,0,59.0
19793,52.0,Residential/Composite,Tower,Kowloon City,22.31965927,114.1845002,0,59.0
2272,50.0,Residential/Composite,Tower,Yau Tsim Mong,22.30703578,114.1707291,0,59.0
31311,31.0,Residential/Composite,Tower,North,22.48605085,114.1409413,0,59.0
17321,55.0,Industrial,Tower,Kwun Tong,22.31244507,114.2198327,0,59.0
31290,31.0,Residential/Composite,Tower,North,22.48536508,114.1409652,0,59.0
31305,31.0,Residential/Composite,Tower,North,22.48560201,114.1414876,0,59.0
31285,31.0,Residential/Composite,Tower,North,22.48561075,114.1407323,0,59.0
38430,46.0,Residential/Composite,Tower,Yau Tsim Mong,22.30533129,114.1737448,0,59.0
5421,54.0,Residential/Composite,Tower,Central & Western,22.28632727,114.1401781,0,59.0
27386,44.0,Residential/Composite,Tower,Kowloon City,22.31967494,114.186912,0,59.0
3500,44.0,Residential/Composite,Tower,Eastern,22.28785446,114.2114068,0,59.0
12955,52.0,Residential/Composite,Tower,Eastern,22.29086987,114.2011189,0,59.0
25599,50.0,Residential/Composite,Tower,Yau Tsim Mong,22.30719595,114.169393,0,59.0
26520,74.0,Residential/Composite,Tower,Southern,22.23016563,114.2523949,0,59.0
3177,50.0,Residential/Composite,Tower,Yau Tsim Mong,22.31410821,114.1689911,0,59.0
29371,49.0,Residential/Composite,Tower,Central & Western,22.28632242,114.1331226,0,59.0
12954,52.0,Residential/Composite,Tower,Eastern,22.29114841,114.201245,0,59.0
5848,53.0,Residential/Composite,Tower,Central & Western,22.28704633,114.1427608,0,59.0
4674,50.0,Residential/Composite,Tower,Yau Tsim Mong,22.32576521,114.1665816,0,59.0
35020,55.0,Residential/Composite,Podium,Eastern,22.26165939,114.2336192,0,59.0
31309,31.0,Residential/Composite,Tower,North,22.48581464,114.1412199,0,59.0
3952,49.0,Residential/Composite,Podium,Yau Tsim Mong,22.32497462,114.164575,0,59.0
22984,35.0,Residential/Composite,Tower,Kwun Tong,22.30558048,114.2292949,0,59.0
3929,51.0,Residential/Composite,Podium,Yau Tsim Mong,22.32349006,114.1704532,0,59.0
2084,50.0,Residential/Composite,Tower,Yau Tsim Mong,22.31695991,114.1737618,0,58.9
25762,43.0,Residential/Composite,Tower,Tuen Mun,22.3780802,113.9852848,0,58.9
31298,31.0,Residential/Composite,Tower,North,22.48471927,114.1417475,0,58.9
31296,31.0,Residential/Composite,Tower,North,22.48492177,114.1414662,0,58.9
38465,55.0,Residential/Composite,Tower,Wong Tai Sin,22.34624225,114.1980836,0,58.9
24405,45.0,Residential/Composite,Tower,North,22.50386555,114.1276015,0,58.9
35653,61.0,Residential/Composite,Podium,Eastern,22.2869061,114.1988589,0,58.9
2291,51.0,Residential/Composite,Podium,Yau Tsim Mong,22.3214565,114.1691625,0,58.9
6783,53.0,Residential/Composite,Tower,Central & Western,22.28086482,114.1517288,0,58.9
5091,72.0,Office/Commercial,Tower,Central & Western,22.28647835,114.1328441,0,58.9
30321,48.0,Residential/Composite,Podium,Kowloon City,22.30688418,114.1831268,0,58.9
22933,44.0,Residential/Composite,Tower,Eastern,22.27711762,114.2292421,0,58.9
7960,57.0,Residential/Composite,Tower,Wan Chai,22.26895629,114.1948391,0,58.9
6431,54.0,Residential/Composite,Tower,Central & Western,22.2822771,114.152624,1,58.9
15299,54.0,Residential/Composite,Tower,Tsuen Wan,22.3697405,114.1204864,1,58.9
799,50.0,Residential/Composite,Tower,Yau Tsim Mong,22.31593346,114.1679655,0,58.9
31304,31.0,Residential/Composite,Tower,North,22.48540266,114.1417643,0,58.9
31300,31.0,Residential/Composite,Tower,North,22.48520729,114.1420684,0,58.9
596,54.0,Residential/Composite,Tower,Central & Western,22.28363986,114.1524752,0,58.9
15328,55.0,Residential/Composite,Tower,Wong Tai Sin,22.33472705,114.1956514,0,58.9
4505,50.0,Residential/Composite,Tower,Yau Tsim Mong,22.31430719,114.1684854,0,58.9
12153,44.0,Residential/Composite,Tower,Tuen Mun,22.38880341,113.97937,1,58.9
13404,39.0,Residential/Composite,Tower,Eastern,22.28548453,114.2157078,0,58.9
20470,50.0,Residential/Composite,Podium,Kwai Tsing,22.37048969,114.13802,0,58.9
5833,54.0,Residential/Composite,Tower,Central & Western,22.28592303,114.1435523,0,58.9
19215,46.0,Residential/Composite,Tower,Kowloon City,22.32904869,114.1905889,0,58.9
6895,54.0,Residential/Composite,Tower,Central & Western,22.28532742,114.1402277,0,58.9
22932,44.0,Residential/Composite,Tower,Eastern,22.27695979,114.2295493,0,58.9
20675,54.0,Industrial,Tower,Kwai Tsing,22.36154697,114.1319616,0,58.9
2472,51.0,Residential/Composite,Podium,Yau Tsim Mong,22.32073795,114.1700941,0,58.9
14024,55.0,Industrial,Tower,Kwun Tong,22.3162962,114.214969,0,58.9
13760,38.0,Residential/Composite,Tower,Eastern,22.27855789,114.2390469,0,58.9
31293,31.0,Residential/Composite,Tower,North,22.48513841,114.1412098,0,58.9
2983,45.0,Residential/Composite,Tower,Kowloon City,22.31174195,114.1865749,0,58.9
25871,53.0,Residential/Composite,Tower,Tuen Mun,22.39597226,113.974923,0,58.8
4794,49.0,Residential/Composite,Podium,Sham Shui Po,22.32702421,114.1678325,0,58.8
9992,41.0,Residential/Composite,Tower,Eastern,22.28356678,114.1931131,1,58.8
180,50.0,Residential/Composite,Tower,Yau Tsim Mong,22.30331139,114.1704273,0,58.8
30352,43.0,Residential/Composite,Tower,Eastern,22.28955856,114.1967277,0,58.8
32598,50.0,Residential/Composite,Podium,Sham Shui Po,22.33707376,114.1574068,0,58.8
20332,49.0,Industrial,Tower,Sham Shui Po,22.33543859,114.1470491,0,58.8
39094,53.0,Residential/Composite,Tower,Tuen Mun,22.39660848,113.9751031,1,58.8
15799,38.0,Residential/Composite,Tower,Kowloon City,22.33180748,114.1820011,0,58.8
5517,54.0,Residential/Composite,Tower,Central & Western,22.28293312,114.1521107,1,58.8
22934,44.0,Residential/Composite,Tower,Eastern,22.27691441,114.2293212,0,58.8
8190,50.0,Residential/Composite,Tower,Central & Western,22.2794388,114.1318193,0,58.8
39939,55.0,Residential/Composite,Tower,Wong Tai Sin,22.3344846,114.1960229,0,58.8
18924,39.0,Residential/Composite,Tower,Kowloon City,22.32833338,114.1901945,0,58.8
12429,52.0,Residential/Composite,Podium,Eastern,22.29146189,114.2005865,0,58.8
6165,64.0,Office/Commercial,Tower,Central & Western,22.28421061,114.1564604,0,58.8
26206,53.0,Residential/Composite,Tower,Tuen Mun,22.39777566,113.9748402,0,58.8
12214,53.0,Residential/Composite,Tower,Tuen Mun,22.39885444,113.9762866,0,58.8
19210,46.0,Residential/Composite,Tower,Kowloon City,22.32904474,114.190689,1,58.8
3820,42.0,Residential/Composite,Tower,Yau Tsim Mong,22.31645802,114.1715119,0,58.8
37019,48.0,Residential/Composite,Podium,Eastern,22.2846,114.2205488,0,58.8
8463,57.0,Residential/Composite,Tower,Wan Chai,22.27930753,114.1849778,1,58.8
12079,53.0,Residential/Composite,Tower,Tuen Mun,22.39772617,113.974305,1,58.8
2969,54.0,Residential/Composite,Tower,Central & Western,22.28585921,114.1508957,0,58.8
19848,54.0,Residential/Composite,Tower,Tsuen Wan,22.37086518,114.1160997,0,58.8
7954,59.0,Residential/Composite,Tower,Wan Chai,22.26996346,114.1924379,0,58.8
3924,51.0,Residential/Composite,Podium,Yau Tsim Mong,22.32472066,114.1698436,0,58.7
3550,48.0,Residential/Composite,Podium,Kowloon City,22.32760568,114.1854598,0,58.7
4682,50.0,Residential/Composite,Tower,Yau Tsim Mong,22.3071106,114.1693754,0,58.7
6607,40.0,Residential/Composite,Tower,Central & Western,22.28052157,114.1288492,0,58.7
12515,57.0,Residential/Composite,Tower,Wan Chai,22.27621498,114.176388,1,58.7
35229,64.0,Industrial,Tower,Tsuen Wan,22.37435556,114.1064115,0,58.7
19846,54.0,Residential/Composite,Tower,Tsuen Wan,22.37103342,114.1162046,0,58.7
30919,35.0,Residential/Composite,Tower,North,22.49127474,114.1410539,0,58.7
21381,38.0,Residential/Composite,Tower,Kowloon City,22.32997896,114.1878046,0,58.7
25232,48.0,Residential/Composite,Tower,Tuen Mun,22.39622275,113.9769683,1,58.7
17131,51.0,Residential/Composite,Podium,Kowloon City,22.32700516,114.183697,0,58.7
11990,54.0,Residential/Composite,Tower,Tsuen Wan,22.3719333,114.1109838,0,58.7
20805,53.0,Industrial,Tower,Kwun Tong,22.2954868,114.235748,1,58.7
6880,54.0,Residential/Composite,Tower,Central & Western,22.28529721,114.1414892,0,58.7
8188,51.0,Residential/Composite,Tower,Central & Western,22.27977519,114.1316999,0,58.7
30703,53.0,Industrial,Tower,Kwai Tsing,22.35960533,114.1316728,0,58.7
22963,36.0,Residential/Composite,Tower,Kwun Tong,22.30601812,114.2275583,0,58.7
10354,57.0,Residential/Composite,Tower,Wan Chai,22.27634606,114.1763743,0,58.7
1051,52.0,Residential/Composite,Podium,Yau Tsim Mong,22.32292904,114.1643312,0,58.7
224,50.0,Residential/Composite,Tower,Yau Tsim Mong,22.30197244,114.1762281,0,58.7
21282,74.0,Residential/Composite,Tower,Southern,22.23291463,114.2469351,0,58.7
7650,46.0,Residential/Composite,Tower,Wan Chai,22.27599506,114.1680642,0,58.7
8044,59.0,Residential/Composite,Tower,Wan Chai,22.27024736,114.1917467,0,58.7
30487,45.0,Residential/Composite,Tower,North,22.49912242,114.1431537,1,58.6
920,55.0,Residential/Composite,Tower,Central & Western,22.28729912,114.1424497,0,58.6
21881,35.0,Residential/Composite,Tower,Kwun Tong,22.3070838,114.2325429,0,58.6
21994,55.0,Residential/Composite,Podium,Kowloon City,22.30627274,114.1858941,0,58.6
6163,59.0,Office/Commercial,Tower,Central & Western,22.28399473,114.1566413,0,58.6
37600,47.0,Residential/Composite,Tower,Kwai Tsing,22.34627874,114.1287218,0,58.6
36191,33.0,Residential/Composite,Tower,Kowloon City,22.30862828,114.1864762,0,58.6
17991,50.0,Residential/Composite,Tower,Yau Tsim Mong,22.32452938,114.1664474,0,58.6
7825,57.0,Residential/Composite,Tower,Wan Chai,22.27582955,114.1737755,1,58.6
29465,45.0,Residential/Composite,Tower,Yau Tsim Mong,22.31900186,114.1631224,1,58.6
29459,45.0,Residential/Composite,Tower,Yau Tsim Mong,22.31918499,114.1630396,1,58.6
18954,46.0,Residential/Composite,Tower,Kowloon City,22.32952114,114.1902432,0,58.6
29469,45.0,Residential/Composite,Tower,Yau Tsim Mong,22.31931386,114.1631837,1,58.6
5778,39.0,Residential/Composite,Tower,Central & Western,22.28455473,114.1414897,0,58.6
9146,42.0,Residential/Composite,Tower,Eastern,22.28067867,114.2304549,0,58.6
30492,45.0,Residential/Composite,Tower,North,22.49918697,114.1432177,1,58.6
6947,54.0,Residential/Composite,Tower,Central & Western,22.28192926,114.1515522,0,58.6
4829,46.0,Residential/Composite,Podium,Sham Shui Po,22.32804456,114.167329,0,58.6
23956,57.0,Residential/Composite,Tower,Wan Chai,22.28153795,114.1921468,0,58.6
8986,48.0,Residential/Composite,Tower,Sham Shui Po,22.33512652,114.1420391,1,58.6
8985,48.0,Residential/Composite,Tower,Sham Shui Po,22.33517439,114.1417973,1,58.6
9015,54.0,Industrial,Tower,Eastern,22.26605134,114.2354424,0,58.6
36192,33.0,Residential/Composite,Tower,Kowloon City,22.30863056,114.1860561,0,58.6
23008,35.0,Residential/Composite,Tower,Kwun Tong,22.30653121,114.2265365,0,58.6
13775,72.0,Residential/Composite,Tower,Southern,22.2489918,114.1558521,0,58.6
17770,40.0,Residential/Composite,Tower,Yau Tsim Mong,22.3250001,114.1714903,0,58.6
19364,40.0,Residential/Composite,Tower,Sham Shui Po,22.33445894,114.1608096,0,58.6
30364,40.0,Residential/Composite,Tower,Kwai Tsing,22.35238244,114.1356986,0,58.6
26932,36.0,Residential/Composite,Tower,Kwai Tsing,22.35829629,114.1271736,0,58.6
9542,57.0,Residential/Composite,Tower,Wan Chai,22.27361183,114.1839724,0,58.6
33099,46.0,Residential/Composite,Podium,Sham Shui Po,22.33476136,114.1665673,0,58.6
4083,40.0,Residential/Composite,Tower,Sham Shui Po,22.32994074,114.1621282,0,58.6
36548,45.0,Residential/Composite,Tower,Yau Tsim Mong,22.30126432,114.1789023,0,58.6
28555,43.0,Residential/Composite,Tower,Kowloon City,22.32612844,114.1787608,0,58.6
21905,34.0,Residential/Composite,Tower,Kwun Tong,22.30635708,114.2341907,0,58.6
19440,46.0,Residential/Composite,Tower,Kowloon City,22.32937143,114.1911244,0,58.6
3129,50.0,Residential/Composite,Tower,Yau Tsim Mong,22.3078103,114.169708,1,58.6
17503,38.0,Residential/Composite,Tower,Kowloon City,22.3263283,114.1756301,0,58.6
15842,74.0,Residential/Composite,Tower,Southern,22.21765967,114.2163042,0,58.6
5780,39.0,Residential/Composite,Tower,Central & Western,22.2844209,114.1411943,0,58.6
30743,54.0,Residential/Composite,Tower,Tsuen Wan,22.37271354,114.1115341,0,58.6
21426,39.0,Residential/Composite,Tower,Sham Shui Po,22.34288265,114.1663316,1,58.6
30875,35.0,Residential/Composite,Tower,North,22.49054583,114.1410969,0,58.6
891,46.0,Residential/Composite,Tower,Central & Western,22.28283266,114.126178,0,58.6
549,54.0,Industrial,Tower,Yau Tsim Mong,22.32126271,114.1663181,0,58.5
4002,50.0,Residential/Composite,Podium,Yau Tsim Mong,22.32602207,114.163308,0,58.5
12065,53.0,Residential/Composite,Tower,Tuen Mun,22.39765234,113.9746164,1,58.5
3739,47.0,Residential/Composite,Tower,Yau Tsim Mong,22.3215903,114.1645271,0,58.5
5322,48.0,Residential/Composite,Podium,Central & Western,22.28251739,114.129434,0,58.5
31869,37.0,Residential/Composite,Tower,Eastern,22.2819978,114.213053,1,58.5
23573,53.0,Residential/Composite,Tower,Tuen Mun,22.39893145,113.9761105,1,58.5
36650,44.0,Residential/Composite,Tower,Kwai Tsing,22.34683895,114.1282022,0,58.5
7982,59.0,Residential/Composite,Tower,Wan Chai,22.27037511,114.1917535,0,58.5
6471,53.0,Residential/Composite,Tower,Wan Chai,22.27764026,114.178446,0,58.5
33235,49.0,Residential/Composite,Tower,Wan Chai,22.26891234,114.1842636,0,58.5
11890,54.0,Residential/Composite,Tower,Tsuen Wan,22.37341495,114.1121718,0,58.5
19394,46.0,Residential/Composite,Tower,Kwun Tong,22.29527946,114.2383232,0,58.5
21842,35.0,Residential/Composite,Tower,Kwun Tong,22.30582562,114.2336488,0,58.5
21849,35.0,Residential/Composite,Tower,Kwun Tong,22.30632866,114.2332065,0,58.5
39093,53.0,Residential/Composite,Tower,Tuen Mun,22.39634026,113.9750332,1,58.5
19295,43.0,Residential/Composite,Tower,Sham Shui Po,22.33443553,114.1623216,0,58.5
8048,59.0,Residential/Composite,Tower,Wan Chai,22.27012923,114.191784,0,58.5
21427,39.0,Residential/Composite,Tower,Sham Shui Po,22.3429752,114.1661093,1,58.5
26256,53.0,Residential/Composite,Tower,Tuen Mun,22.39649479,113.9748737,0,58.5
11987,59.0,Residential/Composite,Tower,Wan Chai,22.26638061,114.1918395,0,58.5
20546,36.0,Residential/Composite,Tower,Tsuen Wan,22.36181461,114.1126529,0,58.5
15835,61.0,Residential/Composite,Tower,Wong Tai Sin,22.33594788,114.1951975,0,58.5
22284,50.0,Residential/Composite,Podium,Central & Western,22.28812706,114.1417602,0,58.5
3938,51.0,Residential/Composite,Podium,Yau Tsim Mong,22.32475732,114.1646198,0,58.5
7877,59.0,Residential/Composite,Tower,Wan Chai,22.26993217,114.1920434,0,58.5
8618,53.0,Residential/Composite,Podium,Central & Western,22.28730679,114.1492115,1,58.5
39091,53.0,Residential/Composite,Tower,Tuen Mun,22.39619275,113.9749947,1,58.5
1414,53.0,Residential/Composite,Podium,Yau Tsim Mong,22.30290893,114.1733659,0,58.5
30883,35.0,Residential/Composite,Tower,North,22.49089472,114.1415016,0,58.5
36522,47.0,Residential/Composite,Tower,Kowloon City,22.30550141,114.1861291,0,58.4
36518,47.0,Residential/Composite,Tower,Kowloon City,22.30545843,114.1855009,1,58.4
10137,48.0,Residential/Composite,Tower,Kowloon City,22.3178744,114.1914407,0,58.4
7386,57.0,Residential/Composite,Tower,Wan Chai,22.27579542,114.1698554,0,58.4
39779,62.0,Residential/Composite,Tower,Wong Tai Sin,22.33436278,114.2204242,0,58.4
10132,48.0,Residential/Composite,Tower,Kowloon City,22.3182597,114.1920704,0,58.4
27981,54.0,Residential/Composite,Tower,Central & Western,22.28012591,114.1492885,0,58.4
10135,48.0,Residential/Composite,Tower,Kowloon City,22.31842878,114.1922313,0,58.4
27988,54.0,Residential/Composite,Tower,Central & Western,22.28006106,114.1494173,0,58.4
36521,47.0,Residential/Composite,Tower,Kowloon City,22.30534654,114.1860202,0,58.4
36517,47.0,Residential/Composite,Tower,Kowloon City,22.30561039,114.1855988,0,58.4
36519,47.0,Residential/Composite,Tower,Kowloon City,22.30532565,114.1857096,1,58.4
5942,53.0,Residential/Composite,Tower,Central & Western,22.28692593,114.1445724,0,58.4
772,43.0,Residential/Composite,Tower,Yau Tsim Mong,22.31297311,114.1685878,0,58.4
7051,59.0,Residential/Composite,Podium,Wan Chai,22.27865623,114.1799247,0,58.4
36520,47.0,Residential/Composite,Tower,Kowloon City,22.30519396,114.1859192,1,58.4
16857,49.0,Residential/Composite,Podium,Kwun Tong,22.32621655,114.2148611,0,58.4
7880,59.0,Residential/Composite,Tower,Wan Chai,22.2699285,114.1921804,0,58.4
26038,53.0,Residential/Composite,Tower,Tuen Mun,22.39647958,113.9750694,1,58.4
6558,54.0,Residential/Composite,Tower,Central & Western,22.282171,114.1422113,0,58.4
10144,48.0,Residential/Composite,Tower,Kowloon City,22.31854881,114.1920765,0,58.4
10142,48.0,Residential/Composite,Tower,Kowloon City,22.3183795,114.191917,0,58.4
36516,47.0,Residential/Composite,Tower,Kowloon City,22.30576515,114.1857083,0,58.4
2828,50.0,Office/Commercial,Tower,Kowloon City,22.31762662,114.1895118,0,58.4
11625,47.0,Industrial,Tower,Kwai Tsing,22.35978313,114.1338166,0,58.4
5705,48.0,Residential/Composite,Tower,Central & Western,22.28549108,114.1502591,0,58.4
10127,48.0,Residential/Composite,Tower,Kowloon City,22.31809077,114.19191,0,58.4
21884,35.0,Residential/Composite,Tower,Kwun Tong,22.30758825,114.2320988,0,58.4
17254,56.0,Industrial,Tower,Kwun Tong,22.31571921,114.2165574,0,58.4
37598,47.0,Residential/Composite,Tower,Kwai Tsing,22.34633008,114.1283897,0,58.4
20549,36.0,Residential/Composite,Tower,Tsuen Wan,22.36161875,114.1122794,0,58.4
20544,36.0,Residential/Composite,Tower,Tsuen Wan,22.36223614,114.1128306,0,58.4
11995,59.0,Residential/Composite,Tower,Wan Chai,22.26622287,114.191684,0,58.4
11991,59.0,Residential/Composite,Tower,Wan Chai,22.26630245,114.1917607,0,58.4
10138,48.0,Residential/Composite,Tower,Kowloon City,22.3180423,114.1915982,0,58.4
36515,47.0,Residential/Composite,Tower,Kowloon City,22.30589788,114.1854988,0,58.4
11989,59.0,Residential/Composite,Tower,Wan Chai,22.26634111,114.191798,0,58.4
36514,47.0,Residential/Composite,Tower,Kowloon City,22.30603035,114.1852915,0,58.4
10220,60.0,Industrial,Podium,Kwun Tong,22.30786636,114.2250035,0,58.4
10119,48.0,Residential/Composite,Tower,Kowloon City,22.31775575,114.1915906,0,58.4
20568,54.0,Residential/Composite,Tower,Tsuen Wan,22.37373568,114.1119823,0,58.4
11978,54.0,Residential/Composite,Tower,Tsuen Wan,22.37212787,114.1106035,0,58.4
10124,48.0,Residential/Composite,Tower,Kowloon City,22.31792263,114.1917489,0,58.4
36512,47.0,Residential/Composite,Tower,Kowloon City,22.30572039,114.1850801,1,58.4
36513,47.0,Residential/Composite,Tower,Kowloon City,22.30587569,114.1851806,0,58.4
10139,48.0,Residential/Composite,Tower,Kowloon City,22.31821076,114.1917571,0,58.4
10490,44.0,Residential/Composite,Tower,Central & Western,22.27574553,114.1557398,0,58.4
6006,53.0,Residential/Composite,Tower,Central & Western,22.28675143,114.1428268,1,58.3
49324,70.0,Office/Commercial,Podium,Kowloon City,22.30706251,114.1866042,0,58.3
18522,48.0,Residential/Composite,Tower,Kowloon City,22.30575355,114.188036,0,58.3
36193,33.0,Residential/Composite,Tower,Kowloon City,22.30829615,114.1860079,0,58.3
6606,49.0,Residential/Composite,Tower,Central & Western,22.28275501,114.1321108,0,58.3
11992,59.0,Residential/Composite,Tower,Wan Chai,22.26626322,114.1917231,0,58.3
6003,53.0,Residential/Composite,Tower,Central & Western,22.28674801,114.1429249,1,58.3
22517,54.0,Residential/Composite,Podium,Kwai Tsing,22.37008837,114.1388102,0,58.3
12005,59.0,Residential/Composite,Tower,Wan Chai,22.26610266,114.1915685,0,58.3
