object_id,score_name,score_value
4315,Ground subsidence (InSAR),0.0261
4316,Ground subsidence (InSAR),0.1202
4317,Ground subsidence (InSAR),0.0261
4318,Ground subsidence (InSAR),0.2067
4319,Ground subsidence (InSAR),0.2067
4320,Ground subsidence (InSAR),0.2067
4321,Ground subsidence (InSAR),0.2314
4322,Ground subsidence (InSAR),0.2314
4323,Ground subsidence (InSAR),0.2067
4324,Ground subsidence (InSAR),0.0712
4325,Ground subsidence (InSAR),0.2067
4326,Ground subsidence (InSAR),0.0712
4327,Ground subsidence (InSAR),0.2363
4328,Ground subsidence (InSAR),0.0712
4329,Ground subsidence (InSAR),0.2363
4330,Ground subsidence (InSAR),0.2293
4331,Ground subsidence (InSAR),0.2293
4332,Ground subsidence (InSAR),0.3136
4333,Ground subsidence (InSAR),0.0986
4334,Ground subsidence (InSAR),0.3136
4335,Ground subsidence (InSAR),0.3136
4336,Ground subsidence (InSAR),0.0986
4337,Ground subsidence (InSAR),0.3136
4338,Ground subsidence (InSAR),0.1676
4339,Ground subsidence (InSAR),0.3136
4340,Ground subsidence (InSAR),0.1676
4341,Ground subsidence (InSAR),0.1585
4342,Ground subsidence (InSAR),0.1585
4343,Ground subsidence (InSAR),0.1676
4344,Ground subsidence (InSAR),0.1585
4345,Ground subsidence (InSAR),0.1676
4346,Ground subsidence (InSAR),0.1585
4347,Ground subsidence (InSAR),0.1585
4348,Ground subsidence (InSAR),0.1676
4349,Ground subsidence (InSAR),0.1585
4350,Ground subsidence (InSAR),0.1585
4351,Ground subsidence (InSAR),0.1825
4352,Ground subsidence (InSAR),0.1585
4353,Ground subsidence (InSAR),0.1825
4354,Ground subsidence (InSAR),0.1585
4355,Ground subsidence (InSAR),0.1825
4356,Ground subsidence (InSAR),0.0712
4357,Ground subsidence (InSAR),0.1519
4358,Ground subsidence (InSAR),0.0712
4359,Ground subsidence (InSAR),0.105
4360,Ground subsidence (InSAR),0.1519
4361,Ground subsidence (InSAR),0.0712
4362,Ground subsidence (InSAR),0.1917
4363,Ground subsidence (InSAR),0.1519
4364,Ground subsidence (InSAR),0.1519
4365,Ground subsidence (InSAR),0.1519
4366,Ground subsidence (InSAR),0.1519
4367,Ground subsidence (InSAR),0.2293
4368,Ground subsidence (InSAR),0.0769
4369,Ground subsidence (InSAR),0.2293
4370,Ground subsidence (InSAR),0.0769
4371,Ground subsidence (InSAR),0.0922
4372,Ground subsidence (InSAR),0.1018
4373,Ground subsidence (InSAR),0.2293
4374,Ground subsidence (InSAR),0.1018
4375,Ground subsidence (InSAR),0.2293
4376,Ground subsidence (InSAR),0.1018
4377,Ground subsidence (InSAR),0.1018
4378,Ground subsidence (InSAR),0.1451
4379,Ground subsidence (InSAR),0.1451
4380,Ground subsidence (InSAR),0.1472
4381,Ground subsidence (InSAR),0.1451
4382,Ground subsidence (InSAR),0.1451
4384,Ground subsidence (InSAR),0.1451
4385,Ground subsidence (InSAR),0.3308
4386,Ground subsidence (InSAR),0.1347
4387,Ground subsidence (InSAR),0.1451
4388,Ground subsidence (InSAR),0.266
4390,Ground subsidence (InSAR),0.1347
4391,Ground subsidence (InSAR),0.266
4392,Ground subsidence (InSAR),0.0261
4394,Ground subsidence (InSAR),0.221
4395,Ground subsidence (InSAR),0.0261
4396,Ground subsidence (InSAR),0.221
4398,Ground subsidence (InSAR),0.0261
4399,Ground subsidence (InSAR),0.221
4400,Ground subsidence (InSAR),0.0261
4402,Ground subsidence (InSAR),0.0261
4403,Ground subsidence (InSAR),0.221
4404,Ground subsidence (InSAR),0.0261
4405,Ground subsidence (InSAR),0.0749
4406,Ground subsidence (InSAR),0.1626
4408,Ground subsidence (InSAR),0.1626
4409,Ground subsidence (InSAR),0.1874
4410,Ground subsidence (InSAR),0.1626
4411,Ground subsidence (InSAR),0.1874
4412,Ground subsidence (InSAR),0.1626
4413,Ground subsidence (InSAR),0.182
4414,Ground subsidence (InSAR),0.1626
4415,Ground subsidence (InSAR),0.1626
4416,Ground subsidence (InSAR),0.182
4417,Ground subsidence (InSAR),0.1626
4418,Ground subsidence (InSAR),0.182
4419,Ground subsidence (InSAR),0.182
4420,Ground subsidence (InSAR),0.1091
4421,Ground subsidence (InSAR),0.1626
4422,Ground subsidence (InSAR),0.1091
4423,Ground subsidence (InSAR),0.1346
4424,Ground subsidence (InSAR),0.1091
4425,Ground subsidence (InSAR),0.1346
4426,Ground subsidence (InSAR),0.2501
4427,Ground subsidence (InSAR),0.1346
4428,Ground subsidence (InSAR),0.2631
4429,Ground subsidence (InSAR),0.084
4430,Ground subsidence (InSAR),0.1346
4431,Ground subsidence (InSAR),0.084
4432,Ground subsidence (InSAR),0.1346
4433,Ground subsidence (InSAR),0.084
4434,Ground subsidence (InSAR),0.1091
4435,Ground subsidence (InSAR),0.1346
4436,Ground subsidence (InSAR),0.2139
4437,Ground subsidence (InSAR),0.1091
4438,Ground subsidence (InSAR),0.1346
4439,Ground subsidence (InSAR),0.2661
4440,Ground subsidence (InSAR),0.1091
4441,Ground subsidence (InSAR),0.1346
4442,Ground subsidence (InSAR),0.1091
4443,Ground subsidence (InSAR),0.1346
4444,Ground subsidence (InSAR),0.1585
4445,Ground subsidence (InSAR),0.1091
4446,Ground subsidence (InSAR),0.1091
4447,Ground subsidence (InSAR),0.1585
4448,Ground subsidence (InSAR),0.1091
4449,Ground subsidence (InSAR),0.0462
4450,Ground subsidence (InSAR),0.1091
4451,Ground subsidence (InSAR),0.1091
4452,Ground subsidence (InSAR),0.0462
4453,Ground subsidence (InSAR),0.0462
4454,Ground subsidence (InSAR),0.1519
4455,Ground subsidence (InSAR),0.1874
4456,Ground subsidence (InSAR),0.1519
4457,Ground subsidence (InSAR),0.1519
4458,Ground subsidence (InSAR),0.1519
4459,Ground subsidence (InSAR),0.0305
4460,Ground subsidence (InSAR),0.1874
4461,Ground subsidence (InSAR),0.1874
4462,Ground subsidence (InSAR),0.0305
4463,Ground subsidence (InSAR),0.0305
4464,Ground subsidence (InSAR),0.0305
4465,Ground subsidence (InSAR),0.0305
4466,Ground subsidence (InSAR),0.3136
4467,Ground subsidence (InSAR),0.0305
4468,Ground subsidence (InSAR),0.1018
4469,Ground subsidence (InSAR),0.1018
4472,Ground subsidence (InSAR),0.1018
4473,Ground subsidence (InSAR),0.3136
4474,Ground subsidence (InSAR),0.1018
4475,Ground subsidence (InSAR),0.039
4476,Ground subsidence (InSAR),0.039
4477,Ground subsidence (InSAR),0.2485
4478,Ground subsidence (InSAR),0.2667
4479,Ground subsidence (InSAR),0.2485
4480,Ground subsidence (InSAR),0.2667
4481,Ground subsidence (InSAR),0.1347
4482,Ground subsidence (InSAR),0.2667
4483,Ground subsidence (InSAR),0.039
4484,Ground subsidence (InSAR),0.1347
4485,Ground subsidence (InSAR),0.039
4486,Ground subsidence (InSAR),0.1347
4487,Ground subsidence (InSAR),0.1076
4488,Ground subsidence (InSAR),0.1544
4489,Ground subsidence (InSAR),0.182
4490,Ground subsidence (InSAR),0.1347
4491,Ground subsidence (InSAR),0.182
4492,Ground subsidence (InSAR),0.1347
4493,Ground subsidence (InSAR),0.1626
4494,Ground subsidence (InSAR),0.1347
4495,Ground subsidence (InSAR),0.182
4496,Ground subsidence (InSAR),0.182
4497,Ground subsidence (InSAR),0.1347
4498,Ground subsidence (InSAR),0.255
4499,Ground subsidence (InSAR),0.255
4500,Ground subsidence (InSAR),0.4053
4501,Ground subsidence (InSAR),0.255
4502,Ground subsidence (InSAR),0.255
4503,Ground subsidence (InSAR),0.255
4504,Ground subsidence (InSAR),0.2272
4506,Ground subsidence (InSAR),0.2272
4508,Ground subsidence (InSAR),0.2272
4509,Ground subsidence (InSAR),0.255
4511,Ground subsidence (InSAR),0.0916
4512,Ground subsidence (InSAR),0.255
4514,Ground subsidence (InSAR),0.0916
4517,Ground subsidence (InSAR),0.0916
4518,Ground subsidence (InSAR),0.255
4520,Ground subsidence (InSAR),0.1355
4523,Ground subsidence (InSAR),0.1355
4524,Ground subsidence (InSAR),0.1539
4525,Ground subsidence (InSAR),0.1539
4526,Ground subsidence (InSAR),0.182
4528,Ground subsidence (InSAR),0.182
4529,Ground subsidence (InSAR),0.2595
4531,Ground subsidence (InSAR),0.2661
4533,Ground subsidence (InSAR),0.182
4534,Ground subsidence (InSAR),0.3044
4537,Ground subsidence (InSAR),0.1874
4539,Ground subsidence (InSAR),0.0759
4541,Ground subsidence (InSAR),0.1158
4543,Ground subsidence (InSAR),0.1629
4545,Ground subsidence (InSAR),0.1629
4546,Ground subsidence (InSAR),0.4053
4547,Ground subsidence (InSAR),0.1355
4551,Ground subsidence (InSAR),0.2661
4556,Ground subsidence (InSAR),0.2661
4558,Ground subsidence (InSAR),0.2661
4560,Ground subsidence (InSAR),0.2661
4561,Ground subsidence (InSAR),0.1629
4562,Ground subsidence (InSAR),0.1629
4563,Ground subsidence (InSAR),0.3044
4566,Ground subsidence (InSAR),0.1472
4567,Ground subsidence (InSAR),1.0
4569,Ground subsidence (InSAR),1.0
4578,Ground subsidence (InSAR),0.1629
4585,Ground subsidence (InSAR),0.2272
4588,Ground subsidence (InSAR),0.1486
4591,Ground subsidence (InSAR),0.1486
4596,Ground subsidence (InSAR),0.1496
4597,Ground subsidence (InSAR),0.377
4599,Ground subsidence (InSAR),0.377
4601,Ground subsidence (InSAR),0.377
4603,Ground subsidence (InSAR),0.1681
4604,Ground subsidence (InSAR),0.1681
4605,Ground subsidence (InSAR),0.377
4606,Ground subsidence (InSAR),0.1597
4607,Ground subsidence (InSAR),0.1681
4608,Ground subsidence (InSAR),0.1597
4609,Ground subsidence (InSAR),0.1681
4610,Ground subsidence (InSAR),0.1597
4611,Ground subsidence (InSAR),0.1105
4614,Ground subsidence (InSAR),0.0837
4617,Ground subsidence (InSAR),0.0837
4619,Ground subsidence (InSAR),0.0837
4621,Ground subsidence (InSAR),0.0837
4623,Ground subsidence (InSAR),0.0837
4625,Ground subsidence (InSAR),0.1629
4627,Ground subsidence (InSAR),0.1629
4629,Ground subsidence (InSAR),0.1629
4631,Ground subsidence (InSAR),0.1629
4635,Ground subsidence (InSAR),1.0
4636,Ground subsidence (InSAR),1.0
4638,Ground subsidence (InSAR),1.0
4640,Ground subsidence (InSAR),1.0
4643,Ground subsidence (InSAR),1.0
4645,Ground subsidence (InSAR),0.1597
4646,Ground subsidence (InSAR),1.0
4647,Ground subsidence (InSAR),0.1597
4649,Ground subsidence (InSAR),1.0
4651,Ground subsidence (InSAR),0.1597
4653,Ground subsidence (InSAR),1.0
4654,Ground subsidence (InSAR),0.2522
4656,Ground subsidence (InSAR),0.2522
4657,Ground subsidence (InSAR),1.0
4658,Ground subsidence (InSAR),1.0
4659,Ground subsidence (InSAR),1.0
4663,Ground subsidence (InSAR),0.2522
4665,Ground subsidence (InSAR),0.2522
4666,Ground subsidence (InSAR),1.0
4667,Ground subsidence (InSAR),0.2522
4668,Ground subsidence (InSAR),0.2522
4669,Ground subsidence (InSAR),1.0
4670,Ground subsidence (InSAR),0.2522
4671,Ground subsidence (InSAR),0.2522
4672,Ground subsidence (InSAR),0.2349
4676,Ground subsidence (InSAR),0.1544
4680,Ground subsidence (InSAR),0.1544
4681,Ground subsidence (InSAR),0.1971
4683,Ground subsidence (InSAR),0.1544
4686,Ground subsidence (InSAR),0.1971
4689,Ground subsidence (InSAR),0.1498
4691,Ground subsidence (InSAR),0.1498
4694,Ground subsidence (InSAR),0.1498
4695,Ground subsidence (InSAR),0.2482
4697,Ground subsidence (InSAR),0.2281
4698,Ground subsidence (InSAR),0.2482
4699,Ground subsidence (InSAR),0.2281
4700,Ground subsidence (InSAR),0.2482
4701,Ground subsidence (InSAR),0.2281
4702,Ground subsidence (InSAR),0.2482
4703,Ground subsidence (InSAR),0.2281
4704,Ground subsidence (InSAR),0.067
4705,Ground subsidence (InSAR),0.2281
4706,Ground subsidence (InSAR),0.1355
4707,Ground subsidence (InSAR),0.067
4708,Ground subsidence (InSAR),0.0916
4709,Ground subsidence (InSAR),0.2734
4710,Ground subsidence (InSAR),0.1397
4711,Ground subsidence (InSAR),0.0916
4712,Ground subsidence (InSAR),0.1397
4713,Ground subsidence (InSAR),0.1397
4714,Ground subsidence (InSAR),0.1196
4715,Ground subsidence (InSAR),0.0916
4716,Ground subsidence (InSAR),0.1397
4718,Ground subsidence (InSAR),0.1397
4720,Ground subsidence (InSAR),0.1114
4721,Ground subsidence (InSAR),0.1397
4723,Ground subsidence (InSAR),0.237
4725,Ground subsidence (InSAR),0.237
4726,Ground subsidence (InSAR),0.2631
4727,Ground subsidence (InSAR),0.237
4728,Ground subsidence (InSAR),0.2631
4729,Ground subsidence (InSAR),0.237
4731,Ground subsidence (InSAR),0.237
4732,Ground subsidence (InSAR),0.1114
4734,Ground subsidence (InSAR),0.0969
4736,Ground subsidence (InSAR),0.0969
4737,Ground subsidence (InSAR),1.0
4738,Ground subsidence (InSAR),1.0
4739,Ground subsidence (InSAR),0.0969
4740,Ground subsidence (InSAR),0.1114
4741,Ground subsidence (InSAR),1.0
4742,Ground subsidence (InSAR),0.0601
4743,Ground subsidence (InSAR),0.0969
4744,Ground subsidence (InSAR),0.0969
4745,Ground subsidence (InSAR),1.0
4746,Ground subsidence (InSAR),0.0912
4747,Ground subsidence (InSAR),0.0969
4748,Ground subsidence (InSAR),0.1018
4749,Ground subsidence (InSAR),1.0
4750,Ground subsidence (InSAR),0.0969
4751,Ground subsidence (InSAR),1.0
4752,Ground subsidence (InSAR),1.0
4754,Ground subsidence (InSAR),0.0969
4755,Ground subsidence (InSAR),1.0
4756,Ground subsidence (InSAR),0.1018
4758,Ground subsidence (InSAR),1.0
4759,Ground subsidence (InSAR),0.0759
4760,Ground subsidence (InSAR),0.0425
4762,Ground subsidence (InSAR),0.1018
4763,Ground subsidence (InSAR),0.0759
4764,Ground subsidence (InSAR),1.0
4766,Ground subsidence (InSAR),0.1114
4768,Ground subsidence (InSAR),0.1345
4769,Ground subsidence (InSAR),0.0671
4771,Ground subsidence (InSAR),0.1114
4772,Ground subsidence (InSAR),0.084
4773,Ground subsidence (InSAR),0.0671
4775,Ground subsidence (InSAR),0.0986
4776,Ground subsidence (InSAR),0.1345
4777,Ground subsidence (InSAR),0.1114
4779,Ground subsidence (InSAR),0.1345
4780,Ground subsidence (InSAR),0.0986
4781,Ground subsidence (InSAR),0.1114
4783,Ground subsidence (InSAR),0.0986
4784,Ground subsidence (InSAR),0.0216
4786,Ground subsidence (InSAR),0.0671
4788,Ground subsidence (InSAR),0.0216
4789,Ground subsidence (InSAR),0.0986
4790,Ground subsidence (InSAR),0.0671
4791,Ground subsidence (InSAR),0.0216
4793,Ground subsidence (InSAR),0.0216
4794,Ground subsidence (InSAR),0.0986
4795,Ground subsidence (InSAR),0.0986
4796,Ground subsidence (InSAR),1.0
4797,Ground subsidence (InSAR),0.0216
4798,Ground subsidence (InSAR),0.0986
4799,Ground subsidence (InSAR),0.1094
4800,Ground subsidence (InSAR),1.0
4801,Ground subsidence (InSAR),0.377
4802,Ground subsidence (InSAR),0.3333
4803,Ground subsidence (InSAR),0.377
4804,Ground subsidence (InSAR),0.0618
4805,Ground subsidence (InSAR),0.1094
4806,Ground subsidence (InSAR),0.377
4807,Ground subsidence (InSAR),0.2052
4808,Ground subsidence (InSAR),0.1676
4809,Ground subsidence (InSAR),0.2052
4810,Ground subsidence (InSAR),0.377
4811,Ground subsidence (InSAR),0.2052
4812,Ground subsidence (InSAR),0.2052
4813,Ground subsidence (InSAR),1.0
4814,Ground subsidence (InSAR),0.1676
4815,Ground subsidence (InSAR),0.2052
4816,Ground subsidence (InSAR),0.2402
4817,Ground subsidence (InSAR),0.084
4818,Ground subsidence (InSAR),0.2402
4819,Ground subsidence (InSAR),0.084
4820,Ground subsidence (InSAR),0.182
4821,Ground subsidence (InSAR),0.0618
4822,Ground subsidence (InSAR),0.182
4823,Ground subsidence (InSAR),0.377
4824,Ground subsidence (InSAR),0.1498
4825,Ground subsidence (InSAR),0.0618
4826,Ground subsidence (InSAR),0.377
4827,Ground subsidence (InSAR),0.1498
4828,Ground subsidence (InSAR),0.1526
4829,Ground subsidence (InSAR),0.0899
4830,Ground subsidence (InSAR),0.1498
4831,Ground subsidence (InSAR),0.1597
4832,Ground subsidence (InSAR),0.0899
4833,Ground subsidence (InSAR),0.1498
4834,Ground subsidence (InSAR),0.039
4835,Ground subsidence (InSAR),0.1597
4836,Ground subsidence (InSAR),0.039
4837,Ground subsidence (InSAR),0.1498
4838,Ground subsidence (InSAR),0.1597
4839,Ground subsidence (InSAR),0.1498
4840,Ground subsidence (InSAR),0.1597
4841,Ground subsidence (InSAR),0.1526
4842,Ground subsidence (InSAR),0.1355
4843,Ground subsidence (InSAR),0.0916
4844,Ground subsidence (InSAR),0.2314
4845,Ground subsidence (InSAR),0.0916
4846,Ground subsidence (InSAR),0.0916
4847,Ground subsidence (InSAR),0.2734
4848,Ground subsidence (InSAR),0.2314
4849,Ground subsidence (InSAR),0.2734
4850,Ground subsidence (InSAR),0.0916
4851,Ground subsidence (InSAR),0.3044
4852,Ground subsidence (InSAR),0.1829
4853,Ground subsidence (InSAR),0.3044
4854,Ground subsidence (InSAR),0.1196
4855,Ground subsidence (InSAR),0.1196
4856,Ground subsidence (InSAR),0.3044
4857,Ground subsidence (InSAR),0.2002
4858,Ground subsidence (InSAR),0.2734
4859,Ground subsidence (InSAR),0.1539
4860,Ground subsidence (InSAR),0.3044
4861,Ground subsidence (InSAR),0.1196
4862,Ground subsidence (InSAR),0.2734
4863,Ground subsidence (InSAR),0.2734
4864,Ground subsidence (InSAR),0.237
4865,Ground subsidence (InSAR),0.1342
4866,Ground subsidence (InSAR),0.1539
4867,Ground subsidence (InSAR),0.237
4868,Ground subsidence (InSAR),0.2734
4869,Ground subsidence (InSAR),0.2734
4870,Ground subsidence (InSAR),0.2282
4871,Ground subsidence (InSAR),0.2282
4872,Ground subsidence (InSAR),0.237
4873,Ground subsidence (InSAR),0.0769
4874,Ground subsidence (InSAR),0.237
4876,Ground subsidence (InSAR),0.237
4877,Ground subsidence (InSAR),0.237
4879,Ground subsidence (InSAR),0.2402
4880,Ground subsidence (InSAR),0.237
4882,Ground subsidence (InSAR),0.0607
4883,Ground subsidence (InSAR),0.5937
4884,Ground subsidence (InSAR),0.237
4885,Ground subsidence (InSAR),0.0607
4886,Ground subsidence (InSAR),0.0969
4887,Ground subsidence (InSAR),0.0969
4888,Ground subsidence (InSAR),0.1511
4889,Ground subsidence (InSAR),0.1511
4890,Ground subsidence (InSAR),0.0969
4891,Ground subsidence (InSAR),0.0969
4894,Ground subsidence (InSAR),0.1114
4895,Ground subsidence (InSAR),0.1114
4896,Ground subsidence (InSAR),0.1114
4898,Ground subsidence (InSAR),0.1114
4900,Ground subsidence (InSAR),0.1114
4902,Ground subsidence (InSAR),0.1114
4903,Ground subsidence (InSAR),0.3333
4905,Ground subsidence (InSAR),0.3333
4906,Ground subsidence (InSAR),0.0912
4907,Ground subsidence (InSAR),0.3333
4909,Ground subsidence (InSAR),0.0912
4911,Ground subsidence (InSAR),0.3333
4912,Ground subsidence (InSAR),0.0823
4914,Ground subsidence (InSAR),0.04
4916,Ground subsidence (InSAR),0.04
4919,Ground subsidence (InSAR),0.04
4920,Ground subsidence (InSAR),0.2179
4922,Ground subsidence (InSAR),0.04
4924,Ground subsidence (InSAR),0.3308
4926,Ground subsidence (InSAR),0.3308
4927,Ground subsidence (InSAR),0.3308
4929,Ground subsidence (InSAR),0.6061
4930,Ground subsidence (InSAR),0.1094
4931,Ground subsidence (InSAR),0.1094
4932,Ground subsidence (InSAR),0.3308
4933,Ground subsidence (InSAR),0.1094
4934,Ground subsidence (InSAR),0.1402
4935,Ground subsidence (InSAR),0.0749
4936,Ground subsidence (InSAR),0.1094
4937,Ground subsidence (InSAR),0.1094
4938,Ground subsidence (InSAR),0.1094
4940,Ground subsidence (InSAR),0.1526
4941,Ground subsidence (InSAR),0.1701
4943,Ground subsidence (InSAR),0.1701
4954,Ground subsidence (InSAR),0.0965
4956,Ground subsidence (InSAR),0.0965
4957,Ground subsidence (InSAR),0.0965
4959,Ground subsidence (InSAR),0.0912
4960,Ground subsidence (InSAR),0.0823
4962,Ground subsidence (InSAR),0.0823
4964,Ground subsidence (InSAR),0.0823
4967,Ground subsidence (InSAR),0.0564
4969,Ground subsidence (InSAR),0.0564
4970,Ground subsidence (InSAR),0.0564
4982,Ground subsidence (InSAR),0.0607
4984,Ground subsidence (InSAR),0.2236
4985,Ground subsidence (InSAR),0.0607
4986,Ground subsidence (InSAR),0.0607
4987,Ground subsidence (InSAR),0.2236
4988,Ground subsidence (InSAR),0.0607
4990,Ground subsidence (InSAR),0.0607
4992,Ground subsidence (InSAR),0.1526
4993,Ground subsidence (InSAR),0.1526
4994,Ground subsidence (InSAR),0.7977
4995,Ground subsidence (InSAR),0.6061
4996,Ground subsidence (InSAR),0.6061
5021,Ground subsidence (InSAR),0.2407
5024,Ground subsidence (InSAR),0.1941
5025,Ground subsidence (InSAR),0.0923
5027,Ground subsidence (InSAR),0.0923
5028,Ground subsidence (InSAR),0.2018
5029,Ground subsidence (InSAR),0.2018
5030,Ground subsidence (InSAR),0.2018
5041,Ground subsidence (InSAR),0.1496
5043,Ground subsidence (InSAR),0.2796
5048,Ground subsidence (InSAR),0.1941
5050,Ground subsidence (InSAR),0.1941
5051,Ground subsidence (InSAR),0.0922
5052,Ground subsidence (InSAR),0.3395
5058,Ground subsidence (InSAR),0.3395
5061,Ground subsidence (InSAR),0.3395
5063,Ground subsidence (InSAR),0.3395
5097,Ground subsidence (InSAR),0.1402
5098,Ground subsidence (InSAR),0.1402
5105,Ground subsidence (InSAR),0.4019
5177,Ground subsidence (InSAR),0.6506
5198,Ground subsidence (InSAR),0.1018
5239,Ground subsidence (InSAR),0.4019
5241,Ground subsidence (InSAR),0.1825
5264,Ground subsidence (InSAR),0.8181
5265,Ground subsidence (InSAR),0.8181
5268,Ground subsidence (InSAR),0.937
5270,Ground subsidence (InSAR),0.937
5271,Ground subsidence (InSAR),0.937
5273,Ground subsidence (InSAR),0.937
5311,Ground subsidence (InSAR),0.1917
5312,Ground subsidence (InSAR),0.5035
5313,Ground subsidence (InSAR),0.5035
5315,Ground subsidence (InSAR),0.0837
5317,Ground subsidence (InSAR),0.937
5320,Ground subsidence (InSAR),0.937
5322,Ground subsidence (InSAR),0.4085
5323,Ground subsidence (InSAR),0.4085
5330,Ground subsidence (InSAR),0.3022
5333,Ground subsidence (InSAR),0.795
5337,Ground subsidence (InSAR),0.795
5343,Ground subsidence (InSAR),0.795
5355,Ground subsidence (InSAR),0.795
5363,Ground subsidence (InSAR),0.795
5365,Ground subsidence (InSAR),0.795
5366,Ground subsidence (InSAR),0.795
5368,Ground subsidence (InSAR),0.8143
5369,Ground subsidence (InSAR),0.8143
5371,Ground subsidence (InSAR),0.8143
5453,Ground subsidence (InSAR),0.2969
5455,Ground subsidence (InSAR),0.2969
5567,Ground subsidence (InSAR),0.5776
5646,Ground subsidence (InSAR),0.1701
5726,Ground subsidence (InSAR),0.1412
5727,Ground subsidence (InSAR),0.1412
5728,Ground subsidence (InSAR),0.0425
5729,Ground subsidence (InSAR),0.0425
5730,Ground subsidence (InSAR),0.0425
5731,Ground subsidence (InSAR),0.0425
5732,Ground subsidence (InSAR),0.0216
5733,Ground subsidence (InSAR),0.0216
5734,Ground subsidence (InSAR),0.0216
5735,Ground subsidence (InSAR),0.0216
5736,Ground subsidence (InSAR),0.0216
5737,Ground subsidence (InSAR),0.0216
5810,Ground subsidence (InSAR),0.0607
5815,Ground subsidence (InSAR),0.8866
5858,Ground subsidence (InSAR),0.0607
5861,Ground subsidence (InSAR),0.0607
5873,Ground subsidence (InSAR),0.8866
5874,Ground subsidence (InSAR),0.8866
5875,Ground subsidence (InSAR),0.8866
5877,Ground subsidence (InSAR),0.8866
5878,Ground subsidence (InSAR),0.8866
5883,Ground subsidence (InSAR),0.8866
5885,Ground subsidence (InSAR),0.8866
5887,Ground subsidence (InSAR),0.8866
5890,Ground subsidence (InSAR),0.8143
5891,Ground subsidence (InSAR),0.8143
5897,Ground subsidence (InSAR),0.8143
5972,Ground subsidence (InSAR),0.8866
5973,Ground subsidence (InSAR),0.8866
5974,Ground subsidence (InSAR),0.8866
5975,Ground subsidence (InSAR),0.8866
5976,Ground subsidence (InSAR),0.8866
5977,Ground subsidence (InSAR),0.8866
5979,Ground subsidence (InSAR),0.8866
5987,Ground subsidence (InSAR),0.8143
5991,Ground subsidence (InSAR),0.8143
5993,Ground subsidence (InSAR),0.5937
5994,Ground subsidence (InSAR),0.5937
6036,Ground subsidence (InSAR),0.8181
6040,Ground subsidence (InSAR),0.8181
6042,Ground subsidence (InSAR),0.8181
6056,Ground subsidence (InSAR),1.0
6060,Ground subsidence (InSAR),1.0
6063,Ground subsidence (InSAR),0.4085
6079,Ground subsidence (InSAR),1.0
6111,Ground subsidence (InSAR),0.8866
6114,Ground subsidence (InSAR),0.8866
6116,Ground subsidence (InSAR),0.8866
6120,Ground subsidence (InSAR),0.8866
6123,Ground subsidence (InSAR),0.8143
6128,Ground subsidence (InSAR),0.8143
6152,Ground subsidence (InSAR),0.0616
6153,Ground subsidence (InSAR),0.0616
6164,Ground subsidence (InSAR),0.7034
6167,Ground subsidence (InSAR),0.7034
6174,Ground subsidence (InSAR),0.7034
6180,Ground subsidence (InSAR),0.3022
6183,Ground subsidence (InSAR),1.0
6186,Ground subsidence (InSAR),1.0
6232,Ground subsidence (InSAR),1.0
6236,Ground subsidence (InSAR),1.0
6238,Ground subsidence (InSAR),1.0
6241,Ground subsidence (InSAR),1.0
6247,Ground subsidence (InSAR),1.0
6250,Ground subsidence (InSAR),1.0
6251,Ground subsidence (InSAR),1.0
6252,Ground subsidence (InSAR),1.0
6253,Ground subsidence (InSAR),1.0
6255,Ground subsidence (InSAR),1.0
6258,Ground subsidence (InSAR),1.0
6259,Ground subsidence (InSAR),1.0
6303,Ground subsidence (InSAR),1.0
6320,Ground subsidence (InSAR),0.2407
6321,Ground subsidence (InSAR),0.2407
6322,Ground subsidence (InSAR),0.2407
6323,Ground subsidence (InSAR),0.5484
6332,Ground subsidence (InSAR),0.4389
6353,Ground subsidence (InSAR),0.8866
6354,Ground subsidence (InSAR),0.4389
6356,Ground subsidence (InSAR),1.0
6358,Ground subsidence (InSAR),0.8866
6360,Ground subsidence (InSAR),0.8866
6370,Ground subsidence (InSAR),0.2402
6381,Ground subsidence (InSAR),0.2402
6578,Ground subsidence (InSAR),0.071
6606,Ground subsidence (InSAR),1.0
6619,Ground subsidence (InSAR),0.1676
6625,Ground subsidence (InSAR),0.1676
6670,Ground subsidence (InSAR),0.1699
6918,Ground subsidence (InSAR),0.3449
6921,Ground subsidence (InSAR),0.3449
7335,Ground subsidence (InSAR),1.0
7347,Ground subsidence (InSAR),0.2734
7348,Ground subsidence (InSAR),0.2734
7401,Ground subsidence (InSAR),0.0369
7412,Ground subsidence (InSAR),0.6508
7534,Ground subsidence (InSAR),0.4588
7537,Ground subsidence (InSAR),0.4588
7539,Ground subsidence (InSAR),0.4588
7540,Ground subsidence (InSAR),0.4588
7587,Ground subsidence (InSAR),0.1451
7588,Ground subsidence (InSAR),0.1451
7598,Ground subsidence (InSAR),0.7556
7603,Ground subsidence (InSAR),0.1642
7605,Ground subsidence (InSAR),0.1642
7606,Ground subsidence (InSAR),0.6289
7609,Ground subsidence (InSAR),0.6289
7630,Ground subsidence (InSAR),0.7295
7645,Ground subsidence (InSAR),0.4588
7688,Ground subsidence (InSAR),0.2999
7689,Ground subsidence (InSAR),0.4758
7847,Ground subsidence (InSAR),0.8181
7849,Ground subsidence (InSAR),0.8181
7916,Ground subsidence (InSAR),0.2304
