OBJECTID,top_height_m,base_height_m,storeys,building_height_m
10463,161.4,88.1,24.0,73.30000000000001
10464,161.4,88.1,24.0,73.30000000000001
10466,71.9,63.8,,8.100000000000009
10470,200.6,82.3,30.0,118.3
10480,200.6,82.3,30.0,118.3
10484,158.0,83.2,25.0,74.8
10490,158.0,83.2,25.0,74.8
10494,92.2,83.0,3.0,9.200000000000003
10496,161.6,83.2,24.0,78.39999999999999
10498,165.9,83.2,25.0,82.7
10503,165.9,83.2,25.0,82.7
10505,155.3,83.2,22.0,72.10000000000001
10512,191.1,85.2,27.0,105.89999999999999
10518,191.1,85.2,27.0,105.89999999999999
10533,171.2,85.2,24.0,85.99999999999999
10536,171.2,85.2,24.0,85.99999999999999
10538,184.3,93.3,24.0,91.00000000000001
10539,184.3,93.3,24.0,91.00000000000001
10542,112.2,96.5,5.0,15.700000000000003
10548,186.1,96.5,31.0,89.6
10552,186.1,96.5,31.0,89.6
10557,119.2,80.4,9.0,38.8
10559,92.0,80.9,2.0,11.099999999999994
10560,147.1,92.4,18.0,54.69999999999999
10561,143.9,91.7,17.0,52.2
10563,143.9,91.7,17.0,52.2
10564,17.4,3.5,5.0,13.899999999999999
10567,128.4,91.6,12.0,36.80000000000001
10568,17.4,3.5,5.0,13.899999999999999
10570,95.5,85.6,,9.900000000000006
10593,89.3,3.6,25.0,85.7
10637,83.3,13.7,24.0,69.6
10645,83.3,13.7,24.0,69.6
10659,17.1,3.6,4.0,13.500000000000002
10664,17.1,3.6,4.0,13.500000000000002
10674,98.9,3.5,23.0,95.4
10676,98.9,3.5,23.0,95.4
10715,39.7,3.5,10.0,36.2
10719,39.7,3.5,10.0,36.2
10782,67.5,3.7,16.0,63.8
10794,67.5,3.7,16.0,63.8
10889,66.3,9.2,19.0,57.099999999999994
10890,66.3,9.2,19.0,57.099999999999994
11268,126.5,113.9,4.0,12.599999999999994
11308,174.5,162.6,4.0,11.900000000000006
11332,128.7,122.0,1.0,6.699999999999989
11352,128.7,122.0,1.0,6.699999999999989
11357,128.7,122.0,1.0,6.699999999999989
11412,17.0,4.2,3.0,12.8
11417,17.0,4.2,3.0,12.8
11467,15.3,4.1,2.0,11.200000000000001
11468,15.3,4.1,2.0,11.200000000000001
11474,9.0,4.0,1.0,5.0
11477,9.6,4.3,,5.3
11560,155.3,144.6,,10.700000000000017
11952,9.0,4.0,1.0,5.0
12002,34.4,3.8,,30.599999999999998
12012,203.7,33.9,35.0,169.79999999999998
12117,19.4,16.0,1.0,3.3999999999999986
12124,19.4,16.0,1.0,3.3999999999999986
12140,65.2,28.1,3.0,37.1
12141,55.0,42.9,1.0,12.100000000000001
12290,34.4,5.3,9.0,29.099999999999998
12297,38.5,5.0,11.0,33.5
12300,74.9,5.0,25.0,69.9
12464,49.4,25.6,6.0,23.799999999999997
12474,71.3,55.1,,16.199999999999996
12477,78.2,55.3,6.0,22.900000000000006
12479,71.9,53.5,6.0,18.400000000000006
12509,310.3,7.0,65.0,303.3
12511,310.3,7.0,65.0,303.3
12531,11.8,3.8,3.0,8.0
12534,11.8,3.8,3.0,8.0
12536,11.8,3.8,3.0,8.0
12543,11.8,3.8,3.0,8.0
12547,43.8,3.9,13.0,39.9
12551,56.8,39.4,5.0,17.4
12558,18.8,3.4,6.0,15.4
12560,117.4,26.0,22.0,91.4
12562,18.8,3.4,6.0,15.4
12564,117.4,26.0,22.0,91.4
12570,58.7,47.4,3.0,11.300000000000004
12572,166.5,78.0,22.0,88.5
12573,166.5,78.0,22.0,88.5
12581,27.3,6.1,6.0,21.200000000000003
12582,27.3,6.3,6.0,21.0
12584,82.0,5.8,25.0,76.2
12586,82.0,5.8,25.0,76.2
12588,32.6,5.9,8.0,26.700000000000003
12590,35.3,5.6,9.0,29.699999999999996
12591,24.1,5.5,6.0,18.6
12594,12.4,5.5,4.0,6.9
12597,12.4,5.5,4.0,6.9
12599,31.5,5.9,8.0,25.6
12600,26.1,5.6,6.0,20.5
12602,32.3,5.6,9.0,26.699999999999996
12603,38.4,5.4,10.0,33.0
12606,23.6,5.4,5.0,18.200000000000003
12612,18.3,5.4,1.0,12.9
12614,18.3,5.4,1.0,12.9
12620,25.8,5.4,6.0,20.4
12622,15.7,5.4,3.0,10.299999999999999
12624,15.7,5.4,3.0,10.299999999999999
12626,25.4,6.0,6.0,19.4
12627,27.5,5.5,4.0,22.0
12631,27.5,5.5,4.0,22.0
12633,35.6,5.7,9.0,29.900000000000002
12635,12.6,5.7,,6.8999999999999995
12639,46.7,5.7,9.0,41.0
12642,46.7,5.7,9.0,41.0
12644,28.0,5.8,6.0,22.2
12647,28.8,6.1,6.0,22.700000000000003
12648,29.5,6.2,7.0,23.3
12650,16.7,6.1,3.0,10.6
12651,16.7,6.1,3.0,10.6
12653,20.8,6.1,5.0,14.700000000000001
12661,20.8,6.1,5.0,14.700000000000001
12690,220.2,56.3,12.0,163.89999999999998
12695,220.2,56.3,12.0,163.89999999999998
12703,137.5,7.4,,130.1
12704,137.5,7.4,,130.1
12716,47.9,7.7,13.0,40.199999999999996
12725,22.7,7.8,5.0,14.899999999999999
12726,22.7,7.8,5.0,14.899999999999999
12765,63.2,5.6,19.0,57.6
12775,16.8,4.2,2.0,12.600000000000001
12778,16.8,4.2,2.0,12.600000000000001
12782,11.6,4.3,4.0,7.3
12784,11.6,4.3,4.0,7.3
12793,18.6,5.4,1.0,13.200000000000001
12797,18.6,5.4,1.0,13.200000000000001
12805,27.6,5.5,6.0,22.1
12812,10.9,5.4,,5.5
12814,19.7,5.2,4.0,14.5
12817,19.7,5.2,4.0,14.5
12824,91.7,12.6,23.0,79.10000000000001
12826,91.7,12.6,23.0,79.10000000000001
12828,25.3,5.2,,20.1
12830,25.3,5.2,,20.1
12831,34.5,5.5,9.0,29.0
12832,34.7,5.2,10.0,29.500000000000004
12838,25.6,5.4,,20.200000000000003
12839,25.6,5.4,,20.200000000000003
12840,27.9,5.4,6.0,22.5
12841,12.5,5.0,2.0,7.5
12842,12.5,5.0,2.0,7.5
12843,26.7,5.0,6.0,21.7
12844,68.9,4.0,12.0,64.9
12845,28.7,5.0,6.0,23.7
12846,68.9,4.0,12.0,64.9
12848,28.6,4.9,8.0,23.700000000000003
12849,83.4,4.0,23.0,79.4
12850,24.3,4.9,6.0,19.4
12851,44.0,5.1,12.0,38.9
12852,126.1,3.8,33.0,122.3
12854,126.1,3.8,33.0,122.3
12855,47.8,4.6,14.0,43.199999999999996
12857,28.1,5.6,6.0,22.5
12858,380.7,3.9,,376.8
12861,20.9,4.8,4.0,16.099999999999998
12862,20.9,4.8,4.0,16.099999999999998
12863,22.0,6.2,,15.8
12864,38.9,5.6,11.0,33.3
12868,21.9,5.7,5.0,16.2
12869,21.9,5.7,5.0,16.2
12872,30.3,7.0,6.0,23.3
12875,156.7,6.1,34.0,150.6
12876,156.7,6.1,34.0,150.6
12879,60.1,4.3,16.0,55.800000000000004
12883,60.1,4.3,16.0,55.800000000000004
12885,70.3,5.6,17.0,64.7
12886,70.3,5.6,17.0,64.7
12889,13.2,6.0,,7.199999999999999
12890,56.0,3.7,,52.3
12892,17.2,6.3,1.0,10.899999999999999
12893,17.2,6.3,1.0,10.899999999999999
12896,17.4,6.4,3.0,10.999999999999998
12897,17.4,6.4,3.0,10.999999999999998
12901,56.0,3.7,,52.3
12902,56.0,3.7,,52.3
12903,43.8,5.5,,38.3
12904,56.0,3.7,,52.3
12905,48.1,3.7,17.0,44.4
12907,82.9,3.7,23.0,79.2
12909,14.7,5.8,,8.899999999999999
12910,14.0,7.0,,7.0
12911,16.0,8.4,2.0,7.6
12912,16.0,8.4,2.0,7.6
12913,150.4,130.4,3.0,20.0
12914,11.0,8.4,,2.5999999999999996
12915,25.7,11.0,,14.7
12916,18.7,6.8,3.0,11.899999999999999
12917,32.0,7.9,6.0,24.1
12918,29.9,9.6,6.0,20.299999999999997
12921,30.6,10.9,6.0,19.700000000000003
12932,18.9,3.6,,15.299999999999999
12953,48.1,20.7,8.0,27.400000000000002
12958,96.2,71.9,6.0,24.299999999999997
12961,104.8,75.7,10.0,29.099999999999994
12963,66.7,18.0,14.0,48.7
12964,66.7,18.0,14.0,48.7
12967,95.8,13.8,28.0,82.0
12969,95.8,13.8,28.0,82.0
12974,56.9,13.8,12.0,43.099999999999994
12980,39.8,16.6,6.0,23.199999999999996
12984,37.3,14.8,6.0,22.499999999999996
12986,36.9,13.7,6.0,23.2
12987,51.0,13.8,11.0,37.2
12992,23.2,13.2,3.0,10.0
12994,27.6,12.0,3.0,15.600000000000001
12996,19.1,3.8,5.0,15.3
12997,27.6,12.0,3.0,15.600000000000001
12998,19.1,3.8,5.0,15.3
13001,48.2,3.8,10.0,44.400000000000006
13002,48.2,3.8,10.0,44.400000000000006
13003,18.7,3.8,5.0,14.899999999999999
13005,18.7,3.8,5.0,14.899999999999999
13006,37.1,27.0,4.0,10.100000000000001
13007,53.5,3.6,17.0,49.9
13008,37.1,27.7,3.0,9.400000000000002
13009,37.5,28.1,3.0,9.399999999999999
13011,36.7,27.8,3.0,8.900000000000002
13012,36.7,27.9,3.0,8.800000000000004
13014,141.5,4.0,31.0,137.5
13015,70.9,3.5,18.0,67.4
13017,70.9,3.5,18.0,67.4
13021,52.3,3.3,16.0,49.0
13023,25.8,3.3,6.0,22.5
13035,33.3,3.5,9.0,29.799999999999997
13036,49.7,3.4,15.0,46.300000000000004
13039,17.8,3.5,4.0,14.3
13040,17.8,3.5,4.0,14.3
13041,53.8,3.5,17.0,50.3
13042,53.3,3.5,17.0,49.8
13044,18.3,3.5,1.0,14.8
13046,18.3,3.5,1.0,14.8
13048,45.6,3.4,13.0,42.2
13049,44.9,3.3,13.0,41.6
13051,25.0,3.3,6.0,21.7
13101,17.0,4.3,3.0,12.7
13120,17.0,4.3,3.0,12.7
13123,8.8,4.8,5.0,4.000000000000001
13128,8.8,4.8,5.0,4.000000000000001
13136,51.5,4.5,16.0,47.0
13148,19.5,4.2,7.0,15.3
13156,19.5,4.2,7.0,15.3
13172,24.3,3.8,5.0,20.5
13190,24.3,3.8,5.0,20.5
13192,58.6,3.5,18.0,55.1
13198,18.7,3.3,6.0,15.399999999999999
13209,18.7,3.3,6.0,15.399999999999999
13289,40.8,20.6,6.0,20.199999999999996
13304,39.7,19.5,6.0,20.200000000000003
13305,39.7,19.5,6.0,20.200000000000003
13306,41.7,19.3,6.0,22.400000000000002
13409,54.4,3.5,18.0,50.9
13415,54.0,3.6,17.0,50.4
13429,118.9,3.8,28.0,115.10000000000001
13432,118.9,3.8,28.0,115.10000000000001
13438,17.1,3.6,,13.500000000000002
13451,51.2,3.4,17.0,47.800000000000004
13538,48.6,20.7,6.0,27.900000000000002
13540,30.6,7.0,6.0,23.6
13585,27.2,15.3,4.0,11.899999999999999
13604,58.9,36.6,2.0,22.299999999999997
13610,58.9,36.6,2.0,22.299999999999997
13642,18.8,3.9,4.0,14.9
13643,18.8,3.9,4.0,14.9
13661,88.9,56.0,9.0,32.900000000000006
14027,63.5,47.4,,16.1
14058,220.2,56.3,12.0,163.89999999999998
14077,18.7,3.4,5.0,15.299999999999999
14079,18.7,3.4,5.0,15.299999999999999
14080,81.5,3.6,23.0,77.9
14082,81.5,3.6,23.0,77.9
14085,92.2,77.7,2.0,14.5
14089,92.2,77.7,2.0,14.5
14094,18.7,3.4,3.0,15.299999999999999
14097,65.5,44.9,6.0,20.6
14100,67.5,43.1,5.0,24.4
14104,67.5,43.1,5.0,24.4
14108,61.7,40.4,6.0,21.300000000000004
14113,52.3,27.8,6.0,24.499999999999996
14119,48.2,24.1,6.0,24.1
14121,51.8,26.0,4.0,25.799999999999997
14122,51.8,26.0,4.0,25.799999999999997
14160,44.6,22.7,6.0,21.900000000000002
14173,73.8,63.9,,9.899999999999999
14178,45.8,23.1,3.0,22.699999999999996
14181,54.1,26.6,4.0,27.5
14183,82.6,65.9,1.0,16.69999999999999
14186,54.1,26.6,4.0,27.5
14189,43.1,28.0,2.0,15.100000000000001
14191,82.6,65.9,1.0,16.69999999999999
14193,48.7,26.3,6.0,22.400000000000002
14194,82.6,65.9,1.0,16.69999999999999
14196,47.4,26.6,6.0,20.799999999999997
14199,82.6,65.9,1.0,16.69999999999999
14200,49.0,27.1,6.0,21.9
14202,48.3,27.4,6.0,20.9
14205,51.1,27.6,6.0,23.5
14206,48.8,28.2,6.0,20.599999999999998
14207,53.0,29.0,6.0,24.0
14208,114.8,31.9,27.0,82.9
14209,20.7,5.2,5.0,15.5
14210,20.7,5.2,5.0,15.5
14211,19.6,4.5,2.0,15.100000000000001
14212,19.6,4.5,2.0,15.100000000000001
14215,65.8,4.0,16.0,61.8
14216,65.8,4.0,16.0,61.8
14217,59.3,3.5,14.0,55.8
14218,59.3,3.5,14.0,55.8
14223,37.9,5.4,10.0,32.5
14224,45.7,4.6,12.0,41.1
14228,55.7,3.7,12.0,52.0
14233,55.7,3.7,12.0,52.0
14240,51.4,25.4,6.0,26.0
14305,30.3,18.6,4.0,11.7
14308,33.9,19.0,4.0,14.899999999999999
14311,35.3,13.9,6.0,21.4
14494,24.5,4.1,6.0,20.4
15290,119.1,62.9,26.0,56.199999999999996
15526,69.7,40.6,9.0,29.1
15761,79.6,70.5,2.0,9.099999999999994
15768,79.6,70.5,2.0,9.099999999999994
15807,98.2,75.8,4.0,22.400000000000006
15809,12.1,3.6,1.0,8.5
15811,12.1,3.6,1.0,8.5
15832,111.2,92.1,,19.10000000000001
15861,12.8,5.3,1.0,7.500000000000001
15969,96.4,14.3,18.0,82.10000000000001
15973,96.4,14.3,18.0,82.10000000000001
15981,15.2,7.9,1.0,7.299999999999999
15983,15.2,7.9,1.0,7.299999999999999
16033,26.9,14.4,3.0,12.499999999999998
16037,26.9,14.4,3.0,12.499999999999998
16038,26.9,14.4,3.0,12.499999999999998
16049,26.9,14.4,3.0,12.499999999999998
16051,26.9,14.4,3.0,12.499999999999998
16052,26.9,14.4,3.0,12.499999999999998
16055,85.6,43.8,12.0,41.8
16057,91.4,62.7,7.0,28.700000000000003
16080,111.8,93.3,5.0,18.5
16083,288.7,7.2,64.0,281.5
16084,25.2,13.8,4.0,11.399999999999999
16201,466.7,456.3,5.0,10.399999999999977
16204,465.5,456.3,5.0,9.199999999999989
16210,460.7,456.3,5.0,4.399999999999977
16317,168.6,149.0,3.0,19.599999999999994
16377,42.4,3.9,6.0,38.5
16379,41.0,3.9,6.0,37.1
16426,111.6,89.1,5.0,22.5
16469,167.2,105.0,20.0,62.19999999999999
16472,167.2,105.0,20.0,62.19999999999999
16507,18.7,3.4,3.0,15.299999999999999
16511,18.1,3.4,1.0,14.700000000000001
16515,18.4,3.6,1.0,14.799999999999999
16546,91.5,27.6,24.0,63.9
16715,36.9,8.1,11.0,28.799999999999997
16719,88.0,17.3,23.0,70.7
16721,88.0,17.3,23.0,70.7
16747,90.2,31.5,22.0,58.7
16749,90.2,31.5,22.0,58.7
16752,70.7,33.3,13.0,37.400000000000006
16761,70.7,33.3,13.0,37.400000000000006
16767,52.3,30.0,6.0,22.299999999999997
16774,29.8,10.2,6.0,19.6
16777,38.9,14.6,6.0,24.299999999999997
16786,106.6,36.2,24.0,70.39999999999999
16791,106.6,36.2,24.0,70.39999999999999
16824,87.7,21.9,19.0,65.80000000000001
16827,87.7,21.9,19.0,65.80000000000001
16849,10.4,4.3,1.0,6.1000000000000005
16851,10.4,4.3,1.0,6.1000000000000005
16856,10.1,4.1,1.0,6.0
16880,91.5,22.0,25.0,69.5
16882,91.5,22.0,25.0,69.5
17083,27.0,3.4,6.0,23.6
17085,26.7,3.4,6.0,23.3
17099,120.8,101.2,2.0,19.599999999999994
17104,120.8,101.2,2.0,19.599999999999994
17107,138.3,94.7,6.0,43.60000000000001
17109,138.3,94.7,6.0,43.60000000000001
17111,111.4,88.1,5.0,23.30000000000001
17114,195.3,90.5,31.0,104.80000000000001
17116,195.3,93.3,31.0,102.00000000000001
17150,101.9,90.4,2.0,11.5
17159,101.9,90.4,2.0,11.5
17190,115.2,94.4,4.0,20.799999999999997
17199,115.2,94.4,4.0,20.799999999999997
17214,121.8,78.5,15.0,43.3
17218,89.2,76.6,6.0,12.600000000000009
17224,169.5,86.7,26.0,82.8
17257,118.1,100.4,5.0,17.69999999999999
17290,77.5,8.5,23.0,69.0
17291,77.5,8.5,23.0,69.0
17292,20.3,5.1,4.0,15.200000000000001
17293,20.3,5.1,4.0,15.200000000000001
17294,15.7,4.9,3.0,10.799999999999999
17295,24.5,6.9,4.0,17.6
17296,24.5,6.9,4.0,17.6
17297,49.5,6.7,9.0,42.8
17328,121.5,119.1,,2.4000000000000057
17337,55.5,4.5,14.0,51.0
17351,197.7,131.8,21.0,65.89999999999998
17356,197.7,131.8,21.0,65.89999999999998
17359,162.0,115.8,9.0,46.2
17361,255.0,162.0,26.0,93.0
17392,253.2,162.0,27.0,91.19999999999999
17404,78.0,5.4,22.0,72.6
17497,90.5,59.0,2.0,31.5
17500,90.5,59.0,2.0,31.5
17562,136.5,68.1,24.0,68.4
17587,79.1,73.9,1.0,5.199999999999989
17681,124.7,41.9,32.0,82.80000000000001
17688,87.9,39.7,15.0,48.2
17697,109.1,32.6,23.0,76.5
17700,57.6,34.3,6.0,23.300000000000004
17702,83.6,42.5,12.0,41.099999999999994
17708,113.5,44.2,24.0,69.3
17715,99.4,37.8,20.0,61.60000000000001
17730,126.3,34.0,,92.3
17731,126.3,34.0,,92.3
17741,118.5,33.8,23.0,84.7
17751,111.3,43.5,24.0,67.8
17760,46.7,41.2,1.0,5.5
17786,59.6,11.4,15.0,48.2
17788,30.4,11.8,6.0,18.599999999999998
17793,61.0,13.4,15.0,47.6
17795,34.6,13.3,6.0,21.3
17796,61.0,13.4,15.0,47.6
17810,60.4,8.9,14.0,51.5
17812,60.4,8.9,14.0,51.5
17816,47.9,12.8,10.0,35.099999999999994
17822,76.1,20.4,18.0,55.699999999999996
17824,76.1,20.4,18.0,55.699999999999996
17830,41.4,24.5,5.0,16.9
17833,60.3,14.5,15.0,45.8
17834,60.3,14.5,15.0,45.8
17849,18.0,8.1,3.0,9.9
17851,18.0,8.1,3.0,9.9
17856,87.1,23.9,13.0,63.199999999999996
17858,87.1,23.9,13.0,63.199999999999996
17874,10.1,4.7,,5.3999999999999995
17875,61.9,5.0,19.0,56.9
17921,17.1,3.8,3.0,13.3
18006,24.6,8.8,5.0,15.8
18009,24.6,8.8,5.0,15.8
18169,46.0,4.4,11.0,41.6
18170,46.0,4.4,11.0,41.6
18175,19.5,4.4,6.0,15.1
18178,18.6,4.1,4.0,14.500000000000002
18180,18.6,4.1,4.0,14.500000000000002
18191,18.0,3.9,4.0,14.1
18210,19.1,3.8,5.0,15.3
18212,19.1,3.8,5.0,15.3
18215,56.4,18.2,16.0,38.2
18218,12.6,3.9,3.0,8.7
18223,23.6,3.9,4.0,19.700000000000003
18225,23.6,3.9,4.0,19.700000000000003
18227,18.2,3.9,1.0,14.299999999999999
18228,17.4,4.3,,13.099999999999998
18229,17.4,4.3,,13.099999999999998
18230,17.4,4.3,,13.099999999999998
18231,17.2,3.4,4.0,13.799999999999999
18232,59.9,17.2,14.0,42.7
18678,74.6,4.5,19.0,70.1
18679,74.6,4.5,19.0,70.1
18756,59.7,3.9,18.0,55.800000000000004
18757,59.7,3.9,18.0,55.800000000000004
18758,17.6,3.9,1.0,13.700000000000001
18759,17.6,3.9,1.0,13.700000000000001
18760,9.1,3.8,1.0,5.3
18761,44.5,3.9,13.0,40.6
18762,7.3,3.9,1.0,3.4
18763,9.1,3.9,1.0,5.199999999999999
18764,9.1,3.9,1.0,5.199999999999999
18765,9.5,3.9,1.0,5.6
18766,10.4,3.8,1.0,6.6000000000000005
18826,47.4,19.4,15.0,28.0
18837,44.1,19.5,7.0,24.6
18843,11.6,3.5,2.0,8.1
18846,11.6,3.5,2.0,8.1
18880,9.0,4.2,,4.8
18886,86.3,11.2,26.0,75.1
18901,58.2,11.4,10.0,46.800000000000004
18902,59.6,9.1,15.0,50.5
18903,43.6,8.6,11.0,35.0
18904,59.1,7.5,17.0,51.6
18905,60.3,23.9,12.0,36.4
18906,42.6,6.5,12.0,36.1
18907,51.4,6.1,13.0,45.3
18908,56.9,13.6,13.0,43.3
18909,52.9,13.5,12.0,39.4
18976,59.9,13.7,16.0,46.2
18999,56.5,12.5,12.0,44.0
19003,57.6,7.5,18.0,50.1
19016,20.5,5.8,4.0,14.7
19021,51.4,7.0,15.0,44.4
19031,61.1,27.4,14.0,33.7
19115,115.9,91.3,2.0,24.60000000000001
19121,115.9,91.3,2.0,24.60000000000001
19142,106.8,75.9,5.0,30.89999999999999
19145,105.4,85.3,,20.10000000000001
19148,13.6,3.8,3.0,9.8
19164,13.4,4.7,2.0,8.7
19253,30.3,5.9,8.0,24.4
19257,29.7,5.8,9.0,23.9
19265,12.1,6.2,1.0,5.8999999999999995
19488,112.8,87.9,5.0,24.89999999999999
19490,16.8,5.0,,11.8
19498,60.4,17.7,2.0,42.7
19499,58.1,21.0,13.0,37.1
19500,31.2,17.8,1.0,13.399999999999999
19584,59.5,3.7,19.0,55.8
19675,228.2,95.7,43.0,132.5
19741,228.1,95.7,41.0,132.39999999999998
19742,228.0,95.7,39.0,132.3
19831,24.2,5.1,,19.1
19907,18.5,4.2,1.0,14.3
19908,18.5,4.2,1.0,14.3
19914,84.8,4.9,22.0,79.89999999999999
19925,20.9,6.2,5.0,14.7
20192,72.8,3.7,21.0,69.1
20205,53.0,5.2,,47.8
20207,77.6,4.0,24.0,73.6
20346,84.6,11.8,25.0,72.8
20349,84.6,11.8,25.0,72.8
20774,15.2,6.8,1.0,8.399999999999999
20788,23.7,12.4,3.0,11.299999999999999
20796,50.9,22.7,9.0,28.2
21210,129.8,101.2,7.0,28.60000000000001
21240,21.0,3.8,1.0,17.2
21256,86.8,8.7,19.0,78.1
21258,86.8,8.7,19.0,78.1
21259,99.7,11.0,25.0,88.7
21366,19.9,17.9,1.0,2.0
21367,105.4,22.7,29.0,82.7
21369,55.4,40.9,1.0,14.5
21370,55.4,40.9,1.0,14.5
21371,55.4,40.9,1.0,14.5
21658,147.5,123.4,6.0,24.099999999999994
21659,160.9,117.2,12.0,43.7
21660,132.9,100.1,7.0,32.80000000000001
21661,132.9,100.1,7.0,32.80000000000001
21662,132.9,100.1,7.0,32.80000000000001
21663,118.5,97.6,2.0,20.900000000000006
21696,62.3,34.5,5.0,27.799999999999997
21711,85.3,66.0,4.0,19.299999999999997
21723,77.6,55.2,1.0,22.39999999999999
21981,79.0,3.5,22.0,75.5
21983,79.0,3.5,22.0,75.5
22004,44.9,3.5,13.0,41.4
22031,76.2,3.4,20.0,72.8
22047,76.2,3.4,20.0,72.8
22055,24.7,3.3,6.0,21.4
22079,34.9,3.4,9.0,31.5
22103,73.4,3.2,21.0,70.2
22111,73.4,3.2,21.0,70.2
22119,32.2,3.3,8.0,28.900000000000002
22140,32.7,3.3,9.0,29.400000000000002
22172,25.7,3.4,6.0,22.3
22173,78.1,3.4,23.0,74.69999999999999
22174,33.9,3.6,9.0,30.299999999999997
22175,24.5,3.4,6.0,21.1
22202,29.5,3.6,8.0,25.9
22232,29.3,3.6,8.0,25.7
22250,20.2,3.9,,16.3
22256,25.1,3.9,6.0,21.200000000000003
22261,42.2,3.9,13.0,38.300000000000004
22264,34.1,4.0,9.0,30.1
22268,18.8,4.0,6.0,14.8
22271,28.4,4.1,6.0,24.299999999999997
22277,25.6,4.0,6.0,21.6
22282,70.8,19.9,21.0,50.9
22284,70.8,19.9,21.0,50.9
22295,29.3,4.1,8.0,25.200000000000003
22305,26.0,4.2,6.0,21.8
22312,9.4,4.2,5.0,5.2
22320,9.4,4.2,5.0,5.2
22326,28.5,4.3,8.0,24.2
22346,24.1,4.3,6.0,19.8
22351,24.3,4.3,6.0,20.0
22355,51.4,4.2,16.0,47.199999999999996
22418,28.7,3.6,6.0,25.099999999999998
22434,25.8,3.6,6.0,22.2
22447,19.8,3.6,4.0,16.2
22451,24.6,3.6,6.0,21.0
22453,26.4,3.7,6.0,22.7
22456,26.4,3.6,6.0,22.799999999999997
22459,26.1,3.5,6.0,22.6
22466,15.9,3.5,3.0,12.4
22482,15.9,3.5,3.0,12.4
22495,51.4,3.5,15.0,47.9
22503,27.8,3.6,6.0,24.2
22513,24.4,3.5,6.0,20.9
22516,37.0,3.5,10.0,33.5
22520,45.6,3.6,14.0,42.0
22524,55.4,3.7,17.0,51.699999999999996
22525,80.4,18.9,21.0,61.50000000000001
22526,80.4,18.9,21.0,61.50000000000001
22531,26.7,3.7,6.0,23.0
22536,45.8,3.8,13.0,42.0
22544,42.6,3.9,12.0,38.7
22546,40.8,3.8,12.0,37.0
22548,28.0,3.9,6.0,24.1
22551,33.2,4.0,9.0,29.200000000000003
22555,68.0,11.7,19.0,56.3
22559,68.0,11.7,19.0,56.3
22567,92.6,13.7,22.0,78.89999999999999
22571,92.6,13.7,22.0,78.89999999999999
22577,54.3,4.3,17.0,50.0
22582,45.2,4.3,13.0,40.900000000000006
22586,40.1,4.4,12.0,35.7
22602,26.2,4.4,6.0,21.799999999999997
22611,24.0,4.9,6.0,19.1
22618,23.9,4.3,6.0,19.599999999999998
22631,24.8,4.3,6.0,20.5
22638,72.9,12.4,21.0,60.50000000000001
22644,72.9,12.4,21.0,60.50000000000001
22655,118.2,4.1,24.0,114.10000000000001
22660,118.2,4.1,24.0,114.10000000000001
22671,37.8,4.2,11.0,33.599999999999994
22694,36.3,3.6,9.0,32.699999999999996
22790,10.8,5.0,1.0,5.800000000000001
22812,73.7,3.7,23.0,70.0
22820,52.9,3.7,15.0,49.199999999999996
22839,114.8,31.9,27.0,82.9
23049,80.9,18.3,23.0,62.60000000000001
23051,80.9,18.3,23.0,62.60000000000001
23149,19.4,3.8,,15.599999999999998
23152,187.7,119.8,20.0,67.89999999999999
23172,19.2,5.2,4.0,14.0
23225,23.2,7.5,4.0,15.7
23412,18.6,7.7,4.0,10.900000000000002
23414,18.6,7.7,4.0,10.900000000000002
23605,193.7,171.8,1.0,21.899999999999977
23608,193.7,171.8,1.0,21.899999999999977
23610,268.2,175.8,27.0,92.39999999999998
23613,268.2,175.8,27.0,92.39999999999998
23642,11.8,3.5,2.0,8.3
23647,11.8,3.5,2.0,8.3
23677,51.9,4.0,15.0,47.9
23686,110.6,85.2,9.0,25.39999999999999
23689,33.6,4.1,9.0,29.5
23695,9.1,4.0,1.0,5.1
23702,23.1,3.9,,19.200000000000003
23706,19.1,3.9,4.0,15.200000000000001
23710,19.1,3.9,4.0,15.200000000000001
23734,46.2,3.8,14.0,42.400000000000006
23750,16.5,3.8,3.0,12.7
23757,16.5,3.8,3.0,12.7
23760,15.9,3.8,4.0,12.100000000000001
23761,45.8,3.8,14.0,42.0
23781,13.8,3.6,2.0,10.200000000000001
23787,13.8,3.6,2.0,10.200000000000001
23791,50.8,3.4,15.0,47.4
23799,12.6,3.6,2.0,9.0
23806,12.6,3.6,2.0,9.0
23874,10.2,3.4,2.0,6.799999999999999
23882,10.2,3.4,2.0,6.799999999999999
23893,15.6,3.3,1.0,12.3
23896,15.6,3.3,1.0,12.3
23898,7.3,3.3,,4.0
23901,15.5,3.3,,12.2
23907,23.6,3.5,6.0,20.1
23912,13.5,3.4,3.0,10.1
23913,20.2,3.8,4.0,16.4
23918,20.2,3.8,4.0,16.4
23942,42.8,19.2,6.0,23.599999999999998
23943,26.3,18.0,2.0,8.3
23944,38.1,18.0,6.0,20.1
23945,39.7,12.8,6.0,26.900000000000002
23947,26.9,10.9,2.0,15.999999999999998
23949,26.9,10.9,2.0,15.999999999999998
23950,43.7,20.7,6.0,23.000000000000004
23958,9.4,4.6,,4.800000000000001
23988,9.2,4.2,4.0,4.999999999999999
