OBJECTID,top_height_m,base_height_m,storeys,building_height_m
11037,14.1,5.0,3.0,9.1
11039,15.1,5.3,3.0,9.8
11041,15.7,5.2,3.0,10.5
11042,14.3,5.0,3.0,9.3
11043,15.2,5.4,3.0,9.799999999999999
11045,15.3,5.3,3.0,10.0
11046,14.9,5.4,3.0,9.5
11049,15.4,5.4,3.0,10.0
11051,14.9,5.4,3.0,9.5
11054,15.5,5.3,3.0,10.2
11060,14.8,5.5,3.0,9.3
11063,15.8,5.6,3.0,10.200000000000001
11065,15.5,5.3,3.0,10.2
11069,15.9,5.5,3.0,10.4
11071,15.5,5.4,3.0,10.1
11073,15.6,5.5,3.0,10.1
11075,15.6,5.5,3.0,10.1
11079,15.6,5.6,3.0,10.0
11082,15.4,5.5,3.0,9.9
11084,15.4,5.7,3.0,9.7
11090,15.5,5.7,3.0,9.8
11103,15.7,5.7,3.0,10.0
11110,15.8,5.8,3.0,10.0
11114,15.7,5.8,3.0,9.899999999999999
11119,15.8,5.5,3.0,10.3
11121,15.4,5.4,3.0,10.0
11122,15.5,5.5,3.0,10.0
11124,15.5,5.4,3.0,10.1
11125,15.7,5.5,3.0,10.2
11126,15.8,5.5,3.0,10.3
11127,15.6,5.5,3.0,10.1
11129,15.9,5.6,3.0,10.3
11134,15.7,5.5,3.0,10.2
11138,16.0,5.7,3.0,10.3
11140,15.8,5.7,3.0,10.100000000000001
11141,15.9,5.7,3.0,10.2
11143,16.1,5.7,3.0,10.400000000000002
11145,15.8,5.7,3.0,10.100000000000001
11147,16.5,5.9,3.0,10.6
11149,15.8,5.6,3.0,10.200000000000001
11151,16.3,5.9,3.0,10.4
11153,15.7,5.6,3.0,10.1
11156,14.9,5.6,3.0,9.3
11158,15.4,5.5,3.0,9.9
11160,15.2,5.6,3.0,9.6
11162,15.6,5.6,3.0,10.0
11164,15.9,5.7,3.0,10.2
11165,17.4,5.7,3.0,11.7
11170,15.1,5.1,3.0,10.0
11173,15.3,5.1,3.0,10.200000000000001
11188,15.2,5.1,3.0,10.1
11196,15.1,5.1,3.0,10.0
11199,15.2,5.1,3.0,10.1
11202,15.0,5.2,3.0,9.8
11209,15.2,5.2,3.0,10.0
11215,15.0,5.4,3.0,9.6
11220,15.4,5.2,3.0,10.2
11223,15.8,5.4,3.0,10.4
11227,15.3,5.2,3.0,10.100000000000001
11235,15.9,5.4,3.0,10.5
11239,15.0,5.4,3.0,9.6
11243,15.6,5.2,3.0,10.399999999999999
11247,15.4,5.4,3.0,10.0
11256,14.3,5.3,3.0,9.0
11261,14.6,5.4,3.0,9.2
11266,14.5,5.6,3.0,8.9
11271,15.1,5.5,3.0,9.6
11277,14.7,5.5,3.0,9.2
11285,15.6,5.5,3.0,10.1
11291,15.9,5.6,3.0,10.3
11296,15.6,5.4,3.0,10.2
11297,15.8,5.4,3.0,10.4
11327,15.7,5.6,3.0,10.1
11330,15.9,5.5,3.0,10.4
11334,15.6,5.6,3.0,10.0
11338,14.0,5.3,3.0,8.7
11343,15.7,5.6,3.0,10.1
11347,14.3,5.2,3.0,9.100000000000001
11351,15.6,5.4,3.0,10.2
11353,14.3,5.2,3.0,9.100000000000001
11354,15.9,5.2,3.0,10.7
11355,15.4,5.4,3.0,10.0
11356,15.4,5.1,3.0,10.3
11358,15.2,5.4,3.0,9.799999999999999
11362,16.0,5.0,3.0,11.0
11364,15.2,5.4,3.0,9.799999999999999
11370,15.4,5.4,3.0,10.0
11384,15.5,5.3,3.0,10.2
11398,15.3,5.7,3.0,9.600000000000001
11403,15.7,5.8,3.0,9.899999999999999
11405,15.8,5.6,3.0,10.200000000000001
11408,16.0,5.6,3.0,10.4
11409,15.5,5.8,3.0,9.7
11410,15.5,5.7,3.0,9.8
11413,15.5,5.7,3.0,9.8
11418,15.6,5.5,3.0,10.1
11422,15.2,5.8,3.0,9.399999999999999
11423,15.6,5.5,3.0,10.1
11427,14.5,5.7,3.0,8.8
11430,15.6,5.5,3.0,10.1
11432,15.6,5.4,3.0,10.2
11433,15.2,5.7,3.0,9.5
11434,15.5,5.4,3.0,10.1
11436,15.0,5.6,3.0,9.4
11437,16.4,5.4,3.0,10.999999999999998
11439,15.7,5.6,3.0,10.1
11442,15.5,5.5,3.0,10.0
11443,15.1,5.5,3.0,9.6
11445,15.3,5.2,3.0,10.100000000000001
11446,14.4,5.4,3.0,9.0
11448,15.4,5.3,3.0,10.100000000000001
11450,15.3,5.2,3.0,10.100000000000001
11451,14.3,5.4,3.0,8.9
11459,15.4,5.2,3.0,10.2
11465,14.9,5.3,3.0,9.600000000000001
11466,15.5,5.1,3.0,10.4
11469,14.9,5.3,3.0,9.600000000000001
11473,15.3,5.1,3.0,10.200000000000001
11475,14.9,5.3,3.0,9.600000000000001
11479,14.3,5.0,3.0,9.3
11481,14.9,5.0,3.0,9.9
11483,14.9,5.3,3.0,9.600000000000001
11485,15.1,5.0,3.0,10.1
11486,15.1,5.2,3.0,9.899999999999999
11488,14.9,5.1,3.0,9.8
11495,15.2,5.3,3.0,9.899999999999999
11497,15.3,5.1,3.0,10.200000000000001
11498,15.2,5.2,3.0,10.0
11499,15.2,5.1,3.0,10.1
11500,15.9,5.3,3.0,10.600000000000001
11512,15.3,5.2,3.0,10.100000000000001
11515,15.3,5.4,3.0,9.9
11516,15.3,5.1,3.0,10.200000000000001
11519,15.3,5.4,3.0,9.9
11520,14.8,5.2,3.0,9.600000000000001
11524,15.2,5.4,3.0,9.799999999999999
11530,14.7,5.3,3.0,9.399999999999999
11532,15.8,5.4,3.0,10.4
11535,16.0,5.4,3.0,10.6
11537,14.9,5.2,3.0,9.7
11538,15.8,5.5,3.0,10.3
11539,15.0,5.2,3.0,9.8
11550,15.5,5.5,3.0,10.0
11553,15.2,5.3,3.0,9.899999999999999
11561,15.5,5.2,3.0,10.3
11563,15.3,5.3,3.0,10.0
11566,16.1,5.5,3.0,10.600000000000001
11568,15.8,5.4,3.0,10.4
11569,15.6,5.4,3.0,10.2
11570,15.6,5.5,3.0,10.1
11571,15.6,5.5,3.0,10.1
11574,15.6,5.4,3.0,10.2
11585,15.2,5.4,3.0,9.799999999999999
11588,15.1,5.3,3.0,9.8
11593,16.0,5.5,3.0,10.5
11595,15.9,5.4,3.0,10.5
11599,15.2,5.2,3.0,10.0
11602,15.9,5.5,3.0,10.4
11607,15.1,5.3,3.0,9.8
11612,15.8,5.6,3.0,10.200000000000001
11616,15.2,5.3,3.0,9.899999999999999
11630,15.8,5.6,3.0,10.200000000000001
11636,15.0,5.5,3.0,9.5
11646,14.0,5.0,3.0,9.0
11652,14.0,5.1,3.0,8.9
11655,15.0,5.4,3.0,9.6
11662,14.8,5.1,3.0,9.700000000000001
11667,14.8,5.5,3.0,9.3
11671,14.8,5.1,3.0,9.700000000000001
11673,14.7,5.5,3.0,9.2
11675,15.0,5.2,3.0,9.8
11677,15.4,5.6,3.0,9.8
11679,15.0,5.2,3.0,9.8
11680,15.0,5.5,3.0,9.5
11681,15.3,5.6,3.0,9.700000000000001
11684,15.2,5.4,3.0,9.799999999999999
11690,15.0,5.7,3.0,9.3
11692,15.3,5.5,3.0,9.8
11695,16.2,5.6,3.0,10.6
11699,15.5,5.5,3.0,10.0
11702,13.6,5.6,3.0,8.0
11709,15.8,5.5,3.0,10.3
11712,15.6,5.6,3.0,10.0
11716,14.3,5.6,3.0,8.700000000000001
11720,15.8,5.5,3.0,10.3
11723,15.5,5.5,3.0,10.0
11726,15.4,5.5,3.0,9.9
11727,15.0,5.5,3.0,9.5
11728,15.3,5.5,3.0,9.8
11729,15.0,5.5,3.0,9.5
11732,14.8,5.5,3.0,9.3
11734,15.7,5.5,3.0,10.2
11741,14.9,5.5,3.0,9.4
11745,15.2,5.5,3.0,9.7
11747,14.5,5.3,3.0,9.2
11748,14.8,5.4,3.0,9.4
11750,14.0,5.3,3.0,8.7
11763,15.1,5.4,3.0,9.7
11765,14.4,5.4,3.0,9.0
11768,15.0,5.3,3.0,9.7
11770,15.0,5.2,3.0,9.8
11774,14.7,5.3,3.0,9.399999999999999
11778,15.3,5.2,3.0,10.100000000000001
11781,15.0,5.2,3.0,9.8
11791,15.5,5.1,3.0,10.4
11798,14.9,5.2,3.0,9.7
11802,14.8,5.2,3.0,9.600000000000001
11805,14.8,5.1,3.0,9.700000000000001
11808,14.8,5.1,3.0,9.700000000000001
11811,14.8,5.1,3.0,9.700000000000001
11814,14.7,5.2,3.0,9.5
11817,14.8,5.2,3.0,9.600000000000001
11820,15.0,5.4,3.0,9.6
11824,15.0,5.4,3.0,9.6
11826,15.7,5.4,3.0,10.299999999999999
11827,14.5,5.4,3.0,9.1
11881,15.0,5.4,3.0,9.6
11883,15.1,5.5,3.0,9.6
11898,14.0,5.4,3.0,8.6
11902,14.0,5.4,3.0,8.6
11904,14.1,5.5,3.0,8.6
11906,14.6,5.3,3.0,9.3
11908,15.5,5.2,3.0,10.3
11910,15.5,5.2,3.0,10.3
11913,14.0,5.2,3.0,8.8
11916,14.6,5.1,3.0,9.5
11918,14.4,5.1,3.0,9.3
11921,14.5,5.2,3.0,9.3
11925,13.9,5.2,3.0,8.7
11928,14.0,5.2,3.0,8.8
11931,14.0,5.3,3.0,8.7
11934,14.1,5.4,3.0,8.7
11938,14.8,5.4,3.0,9.4
11940,14.9,5.4,3.0,9.5
11944,14.6,5.5,3.0,9.1
11948,14.6,5.6,3.0,9.0
11958,15.8,3.9,3.0,11.9
11960,13.8,3.9,3.0,9.9
11961,13.6,4.1,3.0,9.5
11962,14.6,5.7,3.0,8.899999999999999
11964,14.5,4.0,3.0,10.5
11965,14.7,5.6,3.0,9.1
11966,14.7,5.6,3.0,9.1
11969,13.8,5.7,3.0,8.100000000000001
11973,14.8,5.7,3.0,9.100000000000001
11977,15.2,5.7,3.0,9.5
11981,15.3,5.7,3.0,9.600000000000001
12018,15.3,5.6,3.0,9.700000000000001
12020,15.3,5.6,3.0,9.700000000000001
12022,14.8,5.6,3.0,9.200000000000001
12023,15.2,5.3,3.0,9.899999999999999
12024,15.2,5.3,3.0,9.899999999999999
12025,13.8,5.2,3.0,8.600000000000001
12033,14.0,5.2,3.0,8.8
12034,14.4,5.2,3.0,9.2
12037,14.7,5.1,3.0,9.6
12040,15.4,5.2,3.0,10.2
12041,15.4,5.1,3.0,10.3
12043,15.4,5.1,3.0,10.3
12044,15.5,5.1,3.0,10.4
12046,15.3,5.1,3.0,10.200000000000001
12047,15.4,5.2,3.0,10.2
12050,15.4,5.2,3.0,10.2
12051,16.6,5.2,3.0,11.400000000000002
12053,15.4,5.3,3.0,10.100000000000001
12054,16.0,5.2,3.0,10.8
12055,15.4,5.3,3.0,10.100000000000001
12058,15.2,5.4,3.0,9.799999999999999
12059,15.1,5.4,3.0,9.7
12061,15.8,5.4,3.0,10.4
12063,15.1,5.5,3.0,9.6
12066,15.8,5.4,3.0,10.4
12068,15.7,5.6,3.0,10.1
12071,15.1,5.4,3.0,9.7
12073,15.9,5.8,3.0,10.100000000000001
12077,15.5,5.4,3.0,10.1
12080,15.9,5.8,3.0,10.100000000000001
12081,16.0,5.8,3.0,10.2
12084,15.4,5.4,3.0,10.0
12086,16.0,5.8,3.0,10.2
12088,15.3,5.5,3.0,9.8
12091,15.8,5.8,3.0,10.0
12092,15.3,5.5,3.0,9.8
12093,15.9,5.8,3.0,10.100000000000001
12095,15.8,5.6,3.0,10.200000000000001
12100,15.8,5.6,3.0,10.200000000000001
12138,15.8,5.6,3.0,10.200000000000001
12139,15.6,5.6,3.0,10.0
13327,9.8,4.9,1.0,4.9
13331,8.0,5.2,1.0,2.8
13333,10.0,5.2,1.0,4.8
21984,15.4,4.6,3.0,10.8
21986,15.0,4.7,3.0,10.3
21988,14.6,4.5,3.0,10.1
21989,15.0,4.5,3.0,10.5
21990,12.0,4.6,2.0,7.4
21992,11.8,4.7,2.0,7.1000000000000005
21993,12.5,4.6,2.0,7.9
21995,12.6,4.5,2.0,8.1
21996,12.0,4.4,2.0,7.6
21998,12.0,4.4,2.0,7.6
21999,12.1,4.5,2.0,7.6
22000,12.0,4.5,2.0,7.5
22001,12.2,4.6,2.0,7.6
22003,12.2,4.5,2.0,7.699999999999999
22005,12.2,4.5,2.0,7.699999999999999
22007,12.1,4.5,2.0,7.6
22008,12.1,4.3,2.0,7.8
22009,12.1,4.4,2.0,7.699999999999999
22010,12.1,4.4,2.0,7.699999999999999
22011,12.2,4.4,2.0,7.799999999999999
22012,15.5,4.4,3.0,11.1
22013,15.3,4.4,3.0,10.9
22014,15.4,4.5,3.0,10.9
22015,15.4,4.6,3.0,10.8
22016,15.1,4.3,3.0,10.8
22017,14.4,4.3,3.0,10.100000000000001
22018,14.1,4.4,3.0,9.7
22019,14.3,4.4,3.0,9.9
22020,14.3,4.4,3.0,9.9
22021,14.7,4.4,3.0,10.299999999999999
22022,12.4,4.5,2.0,7.9
22023,12.1,4.5,2.0,7.6
22024,12.1,4.5,2.0,7.6
22025,12.1,4.5,2.0,7.6
22026,12.2,4.5,2.0,7.699999999999999
22027,12.2,4.5,2.0,7.699999999999999
22028,12.6,4.5,2.0,8.1
22030,12.4,4.5,2.0,7.9
22032,12.2,4.6,2.0,7.6
22033,12.6,4.6,2.0,8.0
22034,12.5,4.6,2.0,7.9
22036,12.5,4.6,2.0,7.9
22037,12.3,4.4,2.0,7.9
22038,12.2,4.3,2.0,7.8999999999999995
22039,12.0,4.3,2.0,7.7
22040,12.4,4.3,2.0,8.100000000000001
22041,11.7,4.3,2.0,7.3999999999999995
22042,11.9,4.3,2.0,7.6000000000000005
22043,12.1,4.3,2.0,7.8
22044,11.9,4.2,2.0,7.7
22046,11.3,4.1,2.0,7.200000000000001
22048,11.4,4.0,2.0,7.4
22049,11.5,4.1,2.0,7.4
22051,11.5,4.1,2.0,7.4
22052,11.5,4.1,2.0,7.4
22053,11.5,4.1,2.0,7.4
22054,11.5,4.2,2.0,7.3
22056,11.6,4.2,2.0,7.3999999999999995
22057,11.3,4.2,2.0,7.1000000000000005
22058,11.4,4.2,2.0,7.2
22059,11.4,4.2,2.0,7.2
22060,11.4,4.3,2.0,7.1000000000000005
22061,11.4,4.2,2.0,7.2
22062,11.5,4.1,2.0,7.4
22063,11.5,4.0,2.0,7.5
22065,11.7,4.0,2.0,7.699999999999999
22066,11.1,4.0,2.0,7.1
22067,11.7,4.0,2.0,7.699999999999999
22068,11.7,4.0,2.0,7.699999999999999
22070,11.7,3.9,2.0,7.799999999999999
22072,12.1,4.5,2.0,7.6
22073,12.5,4.4,2.0,8.1
22074,12.7,4.5,2.0,8.2
22075,12.6,4.5,2.0,8.1
22076,12.1,4.5,2.0,7.6
22077,12.2,4.5,2.0,7.699999999999999
22080,12.2,4.5,2.0,7.699999999999999
22081,12.4,4.6,2.0,7.800000000000001
22082,12.2,4.5,2.0,7.699999999999999
22083,12.5,4.5,2.0,8.0
22084,12.5,4.4,2.0,8.1
22085,11.9,4.4,2.0,7.5
22086,12.8,4.3,2.0,8.5
22087,12.7,4.4,2.0,8.299999999999999
22088,12.8,4.3,2.0,8.5
22090,12.8,4.3,2.0,8.5
22091,12.5,4.5,2.0,8.0
22092,12.6,4.5,2.0,8.1
22094,12.6,4.6,2.0,8.0
22095,12.4,4.5,2.0,7.9
22096,14.7,4.5,3.0,10.2
22097,14.6,4.4,3.0,10.2
22098,14.5,4.5,3.0,10.0
22099,14.5,4.6,3.0,9.9
22101,13.7,4.6,3.0,9.1
22102,13.6,4.8,3.0,8.8
22104,14.8,4.4,3.0,10.4
22105,14.9,4.2,3.0,10.7
22107,14.9,4.3,3.0,10.600000000000001
22108,15.0,4.5,3.0,10.5
22109,14.2,4.5,3.0,9.7
22110,14.3,4.5,3.0,9.8
22112,14.2,4.5,3.0,9.7
22113,14.0,4.5,3.0,9.5
22114,13.9,4.4,3.0,9.5
22115,13.8,4.4,3.0,9.4
22116,14.7,4.5,3.0,10.2
22118,15.1,4.5,3.0,10.6
22121,14.5,4.6,3.0,9.9
22122,14.2,4.6,3.0,9.6
22123,14.7,4.7,3.0,10.0
22125,14.8,4.8,3.0,10.0
22126,14.5,4.7,3.0,9.8
22127,14.6,4.5,3.0,10.1
22128,14.5,4.4,3.0,10.1
22129,14.5,4.4,3.0,10.1
22131,14.7,4.6,3.0,10.1
22132,15.2,4.7,3.0,10.5
22133,8.7,4.5,2.0,4.199999999999999
22134,12.0,4.6,2.0,7.4
22135,11.9,4.5,2.0,7.4
22136,11.8,4.5,2.0,7.300000000000001
22137,12.2,4.5,2.0,7.699999999999999
22138,12.0,4.5,2.0,7.5
22139,12.1,4.5,2.0,7.6
22141,12.0,4.5,2.0,7.5
22142,11.3,4.5,2.0,6.800000000000001
22143,12.1,4.6,2.0,7.5
22144,12.9,4.6,2.0,8.3
22145,12.4,4.6,2.0,7.800000000000001
22146,12.0,4.4,2.0,7.6
22147,12.2,4.4,2.0,7.799999999999999
22148,12.1,4.5,2.0,7.6
22149,12.4,4.5,2.0,7.9
22150,12.3,4.6,2.0,7.700000000000001
22151,12.3,4.6,2.0,7.700000000000001
22152,12.9,4.7,2.0,8.2
22153,12.3,4.7,2.0,7.6000000000000005
22154,12.4,4.8,2.0,7.6000000000000005
22155,12.4,4.7,2.0,7.7
22156,12.5,4.7,2.0,7.8
22157,12.7,4.7,2.0,7.999999999999999
22158,13.0,4.5,2.0,8.5
22159,12.9,4.3,2.0,8.600000000000001
22160,12.9,4.3,2.0,8.600000000000001
22161,12.7,4.4,2.0,8.299999999999999
22162,12.6,4.5,2.0,8.1
22163,12.7,4.4,2.0,8.299999999999999
22164,12.8,4.6,2.0,8.200000000000001
22165,13.0,4.6,2.0,8.4
22166,13.0,4.6,2.0,8.4
22167,12.9,4.6,2.0,8.3
22168,12.8,4.5,2.0,8.3
22169,12.8,4.5,2.0,8.3
22179,14.0,4.5,3.0,9.5
22181,14.1,4.5,3.0,9.6
22182,14.2,4.5,3.0,9.7
22184,14.1,4.5,3.0,9.6
22185,14.1,4.6,3.0,9.5
22186,14.4,4.6,3.0,9.8
22187,14.1,4.5,3.0,9.6
22188,14.2,4.3,3.0,9.899999999999999
22189,13.9,4.3,3.0,9.600000000000001
22190,14.1,4.3,3.0,9.8
22192,14.0,4.5,3.0,9.5
22193,13.8,4.5,3.0,9.3
22194,10.7,4.4,3.0,6.299999999999999
22196,14.3,4.4,3.0,9.9
22197,14.1,4.3,3.0,9.8
22198,14.0,4.4,3.0,9.6
22199,14.1,4.4,3.0,9.7
22200,14.1,4.5,3.0,9.6
22201,14.1,4.5,3.0,9.6
22203,14.0,4.5,3.0,9.5
22204,14.1,4.5,3.0,9.6
22205,14.1,4.5,3.0,9.6
22207,14.1,4.5,3.0,9.6
22208,13.1,4.4,3.0,8.7
22209,14.1,4.5,3.0,9.6
22210,14.0,4.5,3.0,9.5
22211,14.3,4.5,3.0,9.8
22212,14.3,4.6,3.0,9.700000000000001
22213,13.7,4.4,3.0,9.299999999999999
22214,14.3,4.4,3.0,9.9
22216,13.6,4.3,3.0,9.3
22217,13.7,4.3,3.0,9.399999999999999
22218,14.7,4.4,3.0,10.299999999999999
22219,14.0,4.4,3.0,9.6
22221,13.9,4.6,3.0,9.3
22222,13.9,4.5,3.0,9.4
22223,14.2,4.5,3.0,9.7
22224,14.1,4.7,3.0,9.399999999999999
22225,12.1,4.3,2.0,7.8
22226,12.0,4.3,2.0,7.7
22227,12.1,4.5,2.0,7.6
22228,12.2,4.4,2.0,7.799999999999999
22229,12.7,4.7,2.0,7.999999999999999
22230,12.7,4.7,2.0,7.999999999999999
22231,12.6,4.6,2.0,8.0
22233,12.8,4.7,2.0,8.100000000000001
22235,11.9,4.2,2.0,7.7
22236,11.9,4.1,2.0,7.800000000000001
22238,11.9,4.2,2.0,7.7
22239,12.2,4.2,2.0,7.999999999999999
22240,12.1,4.5,2.0,7.6
22242,12.1,4.5,2.0,7.6
22243,12.1,4.5,2.0,7.6
22244,12.2,4.6,2.0,7.6
22245,13.7,4.6,3.0,9.1
22246,10.9,4.6,3.0,6.300000000000001
22247,11.9,4.8,2.0,7.1000000000000005
22249,11.9,4.8,2.0,7.1000000000000005
22251,12.1,4.8,2.0,7.3
22252,12.1,4.7,2.0,7.3999999999999995
22253,12.1,4.7,2.0,7.3999999999999995
22254,12.4,4.7,2.0,7.7
22255,12.2,4.7,2.0,7.499999999999999
22257,12.3,4.7,2.0,7.6000000000000005
22258,12.4,4.6,2.0,7.800000000000001
22259,12.0,4.7,2.0,7.3
22260,12.0,4.6,2.0,7.4
22262,11.9,4.6,2.0,7.300000000000001
22263,12.0,4.7,2.0,7.3
22265,12.4,4.6,2.0,7.800000000000001
22266,12.4,4.7,2.0,7.7
22267,12.4,4.7,2.0,7.7
22269,12.0,4.4,2.0,7.6
22270,12.1,4.5,2.0,7.6
22287,13.9,4.5,3.0,9.4
22288,13.9,4.4,3.0,9.5
22289,13.9,4.4,3.0,9.5
22290,13.8,4.5,3.0,9.3
22291,14.1,4.4,3.0,9.7
22292,14.0,4.4,3.0,9.6
22293,14.0,4.4,3.0,9.6
22294,13.6,4.4,3.0,9.2
22296,14.3,4.5,3.0,9.8
22298,14.6,4.5,3.0,10.1
22299,14.4,4.5,3.0,9.9
22300,14.3,4.6,3.0,9.700000000000001
22301,14.3,4.4,3.0,9.9
22302,14.0,4.4,3.0,9.6
22304,13.8,4.4,3.0,9.4
22307,13.8,4.4,3.0,9.4
22308,14.0,4.5,3.0,9.5
22310,14.1,4.4,3.0,9.7
22313,14.1,4.4,3.0,9.7
22314,14.1,4.5,3.0,9.6
22315,11.8,4.6,2.0,7.200000000000001
22316,12.4,4.6,2.0,7.800000000000001
22317,11.7,4.4,2.0,7.299999999999999
22318,11.8,4.5,2.0,7.300000000000001
22319,11.7,4.4,2.0,7.299999999999999
22321,11.7,4.3,2.0,7.3999999999999995
22322,11.0,4.3,2.0,6.7
22323,11.2,4.3,2.0,6.8999999999999995
22324,11.6,4.3,2.0,7.3
22325,11.6,4.3,2.0,7.3
22329,11.9,4.3,2.0,7.6000000000000005
22330,11.9,4.3,2.0,7.6000000000000005
22331,12.2,4.3,2.0,7.8999999999999995
22332,11.7,4.4,2.0,7.299999999999999
22333,11.8,4.5,2.0,7.300000000000001
22334,11.8,4.4,2.0,7.4
22336,13.9,4.4,3.0,9.5
22337,13.9,4.4,3.0,9.5
22338,14.4,4.3,3.0,10.100000000000001
22339,14.7,4.4,3.0,10.299999999999999
22340,14.2,4.3,3.0,9.899999999999999
22341,14.3,4.5,3.0,9.8
22342,14.5,4.3,3.0,10.2
22343,14.8,4.3,3.0,10.5
22345,13.8,4.5,2.0,9.3
22347,12.0,4.3,2.0,7.7
22348,11.7,4.2,2.0,7.499999999999999
22352,11.8,4.3,2.0,7.500000000000001
22353,11.8,4.2,2.0,7.6000000000000005
22356,15.0,4.2,3.0,10.8
22357,14.5,4.3,3.0,10.2
22358,14.6,4.6,,10.0
22360,13.0,4.6,,8.4
22361,14.3,4.5,3.0,9.8
22362,14.1,4.4,3.0,9.7
22363,12.2,4.5,3.0,7.699999999999999
22364,12.1,4.4,3.0,7.699999999999999
22365,14.2,4.3,3.0,9.899999999999999
22366,14.8,4.5,3.0,10.3
22367,14.6,4.4,3.0,10.2
22368,14.6,4.4,3.0,10.2
22369,14.5,4.7,3.0,9.8
22370,14.5,4.7,3.0,9.8
22371,14.7,4.6,3.0,10.1
22372,14.7,4.6,3.0,10.1
22374,14.6,4.7,3.0,9.899999999999999
22375,14.7,4.7,3.0,10.0
22376,14.6,4.7,3.0,9.899999999999999
22377,14.7,4.7,3.0,10.0
22379,14.6,4.5,3.0,10.1
22381,14.8,4.5,3.0,10.3
22382,14.8,4.5,3.0,10.3
22383,14.7,4.5,3.0,10.2
22386,15.2,4.5,3.0,10.7
22387,14.9,4.5,3.0,10.4
22389,13.9,4.4,3.0,9.5
22390,13.8,4.5,3.0,9.3
22391,13.6,4.5,3.0,9.1
22393,13.7,4.5,3.0,9.2
22395,13.8,4.5,3.0,9.3
22396,14.1,4.4,3.0,9.7
22398,14.6,4.4,3.0,10.2
22399,14.2,4.4,3.0,9.799999999999999
22401,14.2,4.4,3.0,9.799999999999999
22402,14.2,4.4,3.0,9.799999999999999
22403,14.0,4.4,3.0,9.6
22404,13.9,4.4,3.0,9.5
22405,13.6,4.4,3.0,9.2
22406,13.7,4.4,3.0,9.299999999999999
22408,14.3,4.3,3.0,10.0
22409,14.1,4.3,3.0,9.8
22410,14.0,4.3,3.0,9.7
22412,14.0,4.3,3.0,9.7
22423,14.7,4.5,3.0,10.2
22425,14.8,4.6,3.0,10.200000000000001
22426,14.5,4.6,3.0,9.9
22429,14.5,4.6,3.0,9.9
22431,14.5,4.5,3.0,10.0
22432,14.2,4.5,3.0,9.7
22435,13.6,4.3,3.0,9.3
22436,13.0,4.3,3.0,8.7
22437,14.1,4.3,3.0,9.8
22440,13.9,4.2,3.0,9.7
22442,14.3,4.3,3.0,10.0
22444,14.2,4.3,3.0,9.899999999999999
22445,14.2,4.5,3.0,9.7
22448,14.1,4.5,3.0,9.6
22455,14.4,4.5,3.0,9.9
22458,14.4,4.6,3.0,9.8
22462,14.4,4.4,3.0,10.0
22463,14.4,4.4,3.0,10.0
22613,11.6,4.3,2.0,7.3
22614,11.5,4.2,2.0,7.3
22616,11.9,4.4,2.0,7.5
22617,11.7,4.4,2.0,7.299999999999999
22620,13.5,4.4,3.0,9.1
22623,13.3,4.4,3.0,8.9
22624,12.4,4.4,3.0,8.0
22626,12.4,4.3,3.0,8.100000000000001
22627,13.6,4.5,3.0,9.1
22629,13.8,4.5,3.0,9.3
22718,11.9,4.5,2.0,7.4
22719,11.7,4.6,2.0,7.1
22720,11.7,4.7,2.0,6.999999999999999
22721,12.0,4.6,2.0,7.4
22724,11.5,4.4,2.0,7.1
22725,11.8,4.4,2.0,7.4
22726,11.9,4.4,2.0,7.5
22728,11.7,4.4,2.0,7.299999999999999
22729,11.7,4.5,2.0,7.199999999999999
22731,12.1,4.5,2.0,7.6
22732,12.3,4.4,2.0,7.9
22734,11.5,4.4,2.0,7.1
22735,14.1,4.4,3.0,9.7
22736,14.0,4.5,3.0,9.5
22738,14.0,4.5,3.0,9.5
22745,14.2,4.7,3.0,9.5
22746,14.1,4.6,3.0,9.5
22747,13.9,4.5,3.0,9.4
22748,12.9,4.5,3.0,8.4
22749,14.0,4.5,3.0,9.5
22750,14.1,4.6,3.0,9.5
22751,13.7,4.5,3.0,9.2
22752,13.7,4.3,3.0,9.399999999999999
22753,14.1,4.4,3.0,9.7
22754,14.0,4.5,3.0,9.5
22755,14.2,4.6,3.0,9.6
22756,13.6,4.5,3.0,9.1
22757,14.0,4.5,3.0,9.5
22758,14.2,4.6,3.0,9.6
22759,14.5,4.6,3.0,9.9
22760,14.2,4.6,3.0,9.6
22761,14.2,4.3,3.0,9.899999999999999
22762,13.9,4.3,3.0,9.600000000000001
22763,14.2,4.3,3.0,9.899999999999999
22764,14.1,4.3,3.0,9.8
22765,11.2,4.4,2.0,6.799999999999999
22766,11.4,4.5,2.0,6.9
22767,11.5,4.4,2.0,7.1
22768,11.4,4.4,2.0,7.0
22769,12.7,4.6,2.0,8.1
22770,11.6,4.4,2.0,7.199999999999999
22771,12.5,4.6,2.0,7.9
22772,11.5,4.5,2.0,7.0
22773,12.6,4.6,2.0,8.0
22774,11.4,4.5,2.0,6.9
22775,12.5,4.8,2.0,7.7
22776,11.6,4.4,2.0,7.199999999999999
22777,14.2,4.4,3.0,9.799999999999999
22779,14.2,4.3,3.0,9.899999999999999
22780,14.1,4.3,3.0,9.8
22781,14.1,4.4,3.0,9.7
22782,12.0,4.4,2.0,7.6
22783,11.3,4.3,2.0,7.000000000000001
22784,12.1,4.3,2.0,7.8
