building_id,ds1_objectid,address,district,region,building_type,usage,completion_date,age_years,latitude,longitude,notice_count,last_update,bad_event,score
836718,13038,993 KING'S RD TAK LEE BUILDING,Eastern,Hong Kong,Tower,Residential/Composite,1971-10-26,54.6,22.285426260113866,114.21183130037424,431,2025/07/30 11:44:47+00,1,100.0
1931728,32738,30 HIU KWONG ST HIU MING COURT,Kwun Tong,Kowloon,Tower,Residential/Composite,1979-09-07,46.7,22.317687940246287,114.23066239984996,278,2025/07/30 11:44:47+00,1,92.8
1932005,32739,32 HIU KWONG ST HIU KWONG COURT,Kwun Tong,Kowloon,Tower,Residential/Composite,1979-09-07,46.7,22.317868210249745,114.23085799969704,276,2025/07/30 11:44:47+00,1,92.7
503263,8196,7 GREIG RD TAI KUT HSE,Eastern,Hong Kong,Tower,Residential/Composite,1966-01-19,60.4,22.28400393013732,114.21439210011532,201,2025/07/30 11:44:47+00,1,87.5
503849,8198,9 GREIG RD TAI MING HSE,Eastern,Hong Kong,Tower,Residential/Composite,1966-01-19,60.4,22.28346686040732,114.21461110032205,199,2025/07/30 11:44:47+00,1,87.3
727764,11102,8D NORTH POINT RD YEE ON MANSION,Eastern,Hong Kong,Tower,Residential/Composite,1964-02-22,62.3,22.29128472001389,114.19691790044078,180,2025/07/30 11:44:47+00,1,85.7
904630,13996,1 LEIGHTON RD YUE KING BUILDING,Wan Chai,Hong Kong,Tower,Residential/Composite,1971-12-31,54.4,22.276715630022352,114.18068180012506,162,2025/07/30 11:44:47+00,1,83.9
1895969,31853,10 HONG PAK PATH MOUNT PARKER LODGE BLK A,Eastern,Hong Kong,Tower,Residential/Composite,1989-10-13,36.6,22.281112209560888,114.21306910025883,111,2025/07/30 11:44:47+00,1,77.8
1511289,23843,10 TAK KEI ST CITY ONE SHATIN (BLK 5),Sha Tin,New Territories,Tower,Residential/Composite,1980-10-01,45.7,22.38872985020248,114.20265560027576,110,2025/07/30 11:44:47+00,1,77.6
1479266,23524,3 PAK LEE ST CITY ONE SHATIN (BLK 14),Sha Tin,New Territories,Tower,Residential/Composite,1981-03-11,45.2,22.3879361697185,114.20160999990162,109,2025/07/30 11:44:47+00,1,77.5
1488513,23597,8 TAK KEI ST CITY ONE SHATIN (BLK 4),Sha Tin,New Territories,Tower,Residential/Composite,1981-02-19,45.3,22.38874445968912,114.20304010002064,109,2025/07/30 11:44:47+00,1,77.5
1488654,23599,12 TAK KEI ST CITY ONE SHATIN (BLK 6),Sha Tin,New Territories,Tower,Residential/Composite,1980-10-01,45.7,22.388611090229688,114.2023227000326,109,2025/07/30 11:44:47+00,1,77.5
1510547,23836,1 PAK LEE ST CITY ONE SHATIN (BLK 13),Sha Tin,New Territories,Tower,Residential/Composite,1981-03-11,45.2,22.38827392989799,114.20196619978036,109,2025/07/30 11:44:47+00,1,77.5
805903,12589,881 KING'S RD LAI WAH MANSION,Eastern,Hong Kong,Tower,Residential/Composite,1962-05-01,64.1,22.29006846968417,114.20963059997224,105,2025/07/30 11:44:47+00,1,76.8
866381,13434,72A TUNG MING ST WAH FAT BUILDING,Kwun Tong,Kowloon,Tower,Residential/Composite,1964-01-17,62.4,22.31669000034327,114.22293100016554,102,2025/07/30 11:44:47+00,1,76.4
608877,9398,11 SHIU FAI TERRACE MOON FAIR MANSION,Wan Chai,Hong Kong,Tower,Residential/Composite,1974-01-17,52.4,22.27159327960624,114.17716920019848,97,2025/07/30 11:44:47+00,1,75.6
1206215,19561,1 TIN HEUNG ST MASCOT MANSIONS,Kwun Tong,Kowloon,Tower,Residential/Composite,1970-08-28,55.8,22.313600820121792,114.22726289956324,97,2025/07/30 11:44:47+00,1,75.6
611667,9427,15 SHIU FAI TERRACE GREENVILLE GARDENS (BLK B),Wan Chai,Hong Kong,Tower,Residential/Composite,1975-05-01,51.1,22.270888890110257,114.17766190007671,96,2025/07/30 11:44:47+00,1,75.4
893152,13745,15 TIN CHONG ST LUEN WO APARTMENTS,Eastern,Hong Kong,Tower,Residential/Composite,1962-02-01,64.3,22.29026353983056,114.19471929995576,93,2025/07/30 11:44:47+00,1,74.9
143030,2038,10 WOOSUNG ST HONOUR HOUSE,Yau Tsim Mong,Kowloon,Tower,Residential/Composite,1969-11-22,56.5,22.30826075013357,114.1710807000144,92,2025/07/30 11:44:47+00,1,74.7
612245,9437,16 SHIU FAI TERRACE GREENVILLE GARDENS (BLK C),Wan Chai,Hong Kong,Tower,Residential/Composite,1980-12-03,45.5,22.27060469984707,114.17786310000211,92,2025/07/30 11:44:47+00,1,74.7
612573,9441,17 SHIU FAI TERRACE GREENVILLE GARDENS (BLK D),Wan Chai,Hong Kong,Tower,Residential/Composite,1980-12-03,45.5,22.27040640023523,114.17806949980763,92,2025/07/30 11:44:47+00,1,74.7
564324,8797,22 SHAN KWONG RD SHAN KWONG TOWERS (STAGE 1),Wan Chai,Hong Kong,Tower,Residential/Composite,1973-01-25,53.4,22.267079120005462,114.18511769982206,84,2025/07/30 11:44:47+00,1,73.2
602055,9275,12/22 BLUE POOL RD FRIENDSHIP COURT,Wan Chai,Hong Kong,Tower,Residential/Composite,1975-01-02,51.4,22.26968311958035,114.18558869995854,84,2025/07/30 11:44:47+00,1,73.2
179804,2460,117 TUNG CHOI ST,Yau Tsim Mong,Kowloon,Tower,Residential/Composite,1964-03-07,62.2,22.3202185902158,114.17020179977328,82,2025/07/30 11:44:47+00,1,72.8
407783,6737,27 ROBINSON RD JING TAI GARDEN MANSION,Central & Western,Hong Kong,Tower,Residential/Composite,1978-04-18,48.1,22.27886707005928,114.15180590022214,81,2025/07/30 11:44:47+00,1,72.6
1208274,19575,4 TIN HEUNG ST TIN HEUNG GARDEN HOUSE,Kwun Tong,Kowloon,Tower,Residential/Composite,1964-10-26,61.6,22.313332889601213,114.2276356002028,79,2025/07/30 11:44:47+00,1,72.2
1643128,25962,2 SHUN YUNG ST MARIGOLD MANSION,Kowloon City,Kowloon,Tower,Residential/Composite,1966-05-23,60.0,22.310365150231576,114.18471460029866,78,2025/07/30 11:44:47+00,1,72.0
572166,8903,7 PEACOCK RD MING YUEN MANSIONS (BLK A),Eastern,Hong Kong,Tower,Residential/Composite,1970-03-20,56.2,22.28910721042945,114.20014360044684,77,2025/07/30 11:44:47+00,1,71.8
572427,8911,31 PEACOCK RD MING YUEN MANSIONS (BLK D),Eastern,Hong Kong,Tower,Residential/Composite,1970-03-20,56.2,22.2889853801712,114.19955229979882,76,2025/07/30 11:44:47+00,1,71.6
1135234,18387,40 WONG CHUK HANG RD KWAI BO INDUSTRIAL BUILDING,Southern,Hong Kong,Tower,Industrial,1977-09-06,48.7,22.24813224990345,114.16622489965948,76,2025/07/30 11:44:47+00,1,71.6
1296033,20754,18 YUET WAH ST KIU YIP MANSION,Kwun Tong,Kowloon,Tower,Residential/Composite,1965-06-16,61.0,22.31391740036776,114.22654599959822,76,2025/07/30 11:44:47+00,1,71.6
1298301,20758,18 YUET WAH ST KIU YIP MANSION,Kwun Tong,Kowloon,Tower,Residential/Composite,1965-06-16,61.0,22.31382917957302,114.22631909974666,75,2025/07/30 11:44:47+00,1,71.4
1267148,20464,8 PING SHING LANE CHIU KWAN BUILDING,Kwun Tong,Kowloon,Tower,Residential/Composite,1965-01-30,61.3,22.31590780959777,114.2270597004449,74,2025/07/30 11:44:47+00,1,71.1
1206460,19566,1 TIN HEUNG ST MASCOT MANSIONS,Kwun Tong,Kowloon,Tower,Residential/Composite,1970-08-28,55.8,22.313682599972083,114.22723809985848,73,2025/07/30 11:44:47+00,1,70.9
1293136,20746,71 YUET WAH ST HO KING BUILDING,Kwun Tong,Kowloon,Tower,Residential/Composite,1964-08-07,61.8,22.31624688998204,114.22689420000734,73,2025/07/30 11:44:47+00,1,70.9
1480967,23545,393A CHATHAM RD N PARAMOUNT MANSION,Kowloon City,Kowloon,Tower,Residential/Composite,1965-10-08,60.7,22.31142762998121,114.1854710002865,73,2025/07/30 11:44:47+00,1,70.9
1896486,31862,10 HONG PAK PATH MOUNT PARKER LODGE BLK C,Eastern,Hong Kong,Tower,Residential/Composite,1989-10-13,36.6,22.281572020332533,114.2127656995774,71,2025/07/30 11:44:47+00,1,70.5
1686923,26874,26 WING YIU ST,Kowloon City,Kowloon,Tower,Residential/Composite,1958-12-18,67.5,22.318968369794504,114.1882800003218,68,2025/07/30 11:44:47+00,1,69.8
1735890,27962,21/25 CONDUIT RD CLIFFVIEW MANSIONS,Central & Western,Hong Kong,Tower,Residential/Composite,1974-04-10,52.2,22.279540299845,114.14976169984266,62,2025/07/30 11:44:47+00,1,68.3
866012,13430,46 TUNG MING ST,Kwun Tong,Kowloon,Tower,Residential/Composite,1962-10-22,63.6,22.315813110086992,114.22324469988304,61,2025/07/30 11:44:47+00,1,68.0
1267061,20463,6 PING SHING LANE WINNING HOUSE,Kwun Tong,Kowloon,Tower,Residential/Composite,1965-02-01,61.3,22.31591064965681,114.22669800031258,61,2025/07/30 11:44:47+00,1,68.0
1896253,31857,10 HONG PAK PATH MOUNT PARKER LODGE BLK B,Eastern,Hong Kong,Tower,Residential/Composite,1989-10-13,36.6,22.281393590341963,114.21307549983452,59,2025/07/30 11:44:47+00,1,67.5
1301868,20779,28 YUET WAH ST TAI HONG BUILDING,Kwun Tong,Kowloon,Tower,Residential/Composite,1970-08-11,55.8,22.312775520374032,114.2267607001462,57,2025/07/30 11:44:47+00,1,66.9
1451790,23023,430 SHAU KEI WAN RD TUNG ON BUILDING,Eastern,Hong Kong,Tower,Residential/Composite,1965-06-17,61.0,22.276951630113672,114.22763550037814,56,2025/07/30 11:44:47+00,1,66.6
1993464,34837,11 SUNG KIT ST SUNG CHI BUILDING,Kowloon City,Kowloon,Tower,Residential/Composite,1973-06-15,53.0,22.312021359698065,114.18877890012618,55,2025/07/30 11:44:47+00,1,66.3
1080276,17523,29 BROADCAST DRIVE LUNG CHEUNG COURT,Kowloon City,Kowloon,Tower,Residential/Composite,1970-03-04,56.3,22.343006310093187,114.17954119986656,52,2025/07/30 11:44:47+00,1,65.4
1528258,24144,67 WAN TAU ST FOOK ON BUILDING BLK 3,Tai Po,New Territories,Tower,Residential/Composite,1974-07-04,51.9,22.44659940993489,114.1677369999626,52,2025/07/30 11:44:47+00,1,65.4
1528140,24142,57 WAN TAU ST FOOK ON BUILDING BLK 2,Tai Po,New Territories,Tower,Residential/Composite,1974-07-04,51.9,22.446492149593094,114.16746159967316,51,2025/07/30 11:44:47+00,1,65.1
665987,9992,19/21 TIN HAU TEMPLE RD KING FAI COURT,Eastern,Hong Kong,Tower,Residential/Composite,1985-12-31,40.4,22.28356677958328,114.19311309998966,49,2025/07/30 11:44:47+00,1,64.5
756403,12006,9 DRAGON TERRACE DRAGON PEAK,Wan Chai,Hong Kong,Tower,Residential/Composite,1983-10-26,42.6,22.281433200082176,114.19251179977982,48,2025/07/30 11:44:47+00,1,64.1
806936,12605,883 KING'S RD LAI KING MANSION,Eastern,Hong Kong,Tower,Residential/Composite,1961-12-02,64.5,22.290167110024186,114.2100210999938,46,2025/07/30 11:44:47+00,1,63.4
1530770,24174,49 HONG KEUNG ST SUNG ON MANSION,Wong Tai Sin,Kowloon,Tower,Residential/Composite,1963-04-09,63.2,22.33442632001868,114.19685290014128,44,2025/07/30 11:44:47+00,1,62.7
238907,3526,36 HOI KWONG ST TAI FUNG BUILDING,Eastern,Hong Kong,Tower,Residential/Composite,1960-12-24,65.4,22.28764831042122,114.21071720043848,43,2025/07/30 11:44:47+00,1,62.4
1372075,21406,15 LUNG PING RD BEACON HEIGHTS PHASE 2 BLK 15,Sham Shui Po,Kowloon,Tower,Residential/Composite,1986-04-17,40.1,22.34231877029504,114.16581870017296,42,2025/07/30 11:44:47+00,1,62.0
1372126,21408,17 LUNG PING RD BEACON HEIGHTS PHASE 2 BLK 17,Sham Shui Po,Kowloon,Tower,Residential/Composite,1986-04-17,40.1,22.342515450227893,114.16551170040476,42,2025/07/30 11:44:47+00,1,62.0
1372176,21409,19 LUNG PING RD BEACON HEIGHTS PHASE 2 BLK 19,Sham Shui Po,Kowloon,Tower,Residential/Composite,1986-04-17,40.1,22.342324380266007,114.16520619980632,42,2025/07/30 11:44:47+00,1,62.0
173419,2379,15 TUNG CHOI ST,Yau Tsim Mong,Kowloon,Tower,Residential/Composite,1962-02-26,64.3,22.31692395987289,114.17091730039316,41,2025/07/30 11:44:47+00,1,61.6
1371329,21393,1 LUNG PING RD BEACON HEIGHTS PHASE 1 BLK 1,Sham Shui Po,Kowloon,Tower,Residential/Composite,1985-08-13,40.8,22.341849260335152,114.16743420002842,41,2025/07/30 11:44:47+00,1,61.6
1579075,25124,20 BELLEVIEW DRIVE REPULSE BAY GARDEN,Southern,Hong Kong,Tower,Residential/Composite,1976-12-04,49.5,22.23906050963484,114.19262869995464,41,2025/07/30 11:44:47+00,1,61.6
1579190,25126,40 BELLEVIEW DRIVE REPULSE BAY GARDEN,Southern,Hong Kong,Tower,Residential/Composite,1970-08-08,55.8,22.23995814005616,114.19338579961504,41,2025/07/30 11:44:47+00,1,61.6
1583795,25161,24 BELLEVIEW DRIVE REPULSE BAY GARDEN,Southern,Hong Kong,Tower,Residential/Composite,1973-11-06,52.6,22.23932888981648,114.19259659955344,41,2025/07/30 11:44:47+00,1,61.6
1585202,25226,28 BELLEVIEW DRIVE REPULSE BAY GARDEN,Southern,Hong Kong,Tower,Residential/Composite,1973-11-06,52.6,22.23961533018337,114.19255539981192,41,2025/07/30 11:44:47+00,1,61.6
1585261,25228,32 BELLEVIEW DRIVE REPULSE BAY GARDEN,Southern,Hong Kong,Tower,Residential/Composite,1973-11-06,52.6,22.23985294006121,114.19272669997724,41,2025/07/30 11:44:47+00,1,61.6
1585318,25231,36 BELLEVIEW DRIVE REPULSE BAY GARDEN,Southern,Hong Kong,Tower,Residential/Composite,1973-11-06,52.6,22.240002189749305,114.1930869000405,41,2025/07/30 11:44:47+00,1,61.6
1132095,18310,93 TING FU ST FOO YUE BUILDING,Kwun Tong,Kowloon,Tower,Residential/Composite,1976-08-23,49.8,22.31655176015568,114.21661150012072,40,2025/07/30 11:44:47+00,1,61.2
1371576,21399,7 LUNG PING RD BEACON HEIGHTS PHASE 1 BLK 7,Sham Shui Po,Kowloon,Tower,Residential/Composite,1985-08-13,40.8,22.3421230796165,114.16687770044553,40,2025/07/30 11:44:47+00,1,61.2
607315,9377,3 LAU SIN ST PARK VIEW MANSION,Wan Chai,Hong Kong,Tower,Residential/Composite,1974-06-05,52.0,22.283228940263427,114.192159799735,39,2025/07/30 11:44:47+00,1,60.8
1221177,19787,65 SHEUNG SHING ST TIP TOP MANSION,Kowloon City,Kowloon,Tower,Residential/Composite,1973-01-02,53.4,22.319806769966533,114.1843538003876,39,2025/07/30 11:44:47+00,1,60.8
5213404,38210,2 SHUN YUNG ST MARIGOLD MANSION,Kowloon City,Kowloon,Tower,Residential/Composite,1966-05-23,60.0,22.31056103966029,114.18454690011936,39,2025/07/30 11:44:47+00,1,60.8
244493,3624,12 MONG LUNG ST MONG LUNG HSE,Eastern,Hong Kong,Tower,Residential/Composite,1963-12-21,62.5,22.27826486962806,114.22989619994974,37,2025/07/30 11:44:47+00,1,59.9
310567,5105,60 PAK TAI ST TUNG PO BUILDING,Kowloon City,Kowloon,Tower,Residential/Composite,1970-02-13,56.3,22.32257116992361,114.18947759961156,37,2025/07/30 11:44:47+00,1,59.9
315900,5239,66 PAK TAI ST TUNG HOI BUILDING,Kowloon City,Kowloon,Tower,Residential/Composite,1968-06-25,57.9,22.322738469904493,114.1895594001462,37,2025/07/30 11:44:47+00,1,59.9
75527,1261,3 TUNG FONG ST,Yau Tsim Mong,Kowloon,Tower,Residential/Composite,1962-11-21,63.5,22.313853230142517,114.17100250036516,36,2025/07/30 11:44:47+00,1,59.5
211141,3079,228 MA TAU WAI RD,Kowloon City,Kowloon,Tower,Residential/Composite,1959-02-23,67.3,22.314538920035204,114.1872323000307,36,2025/07/30 11:44:47+00,1,59.5
501448,8187,67 KAM WA ST KAM WAH MANSION,Eastern,Hong Kong,Tower,Residential/Composite,1961-03-21,65.2,22.278261609585684,114.22863139971936,36,2025/07/30 11:44:47+00,1,59.5
611580,9422,14 SHIU FAI TERRACE GREENVILLE GARDENS (BLK A),Wan Chai,Hong Kong,Tower,Residential/Composite,1974-08-27,51.8,22.27122809010433,114.1777224001687,36,2025/07/30 11:44:47+00,1,59.5
1071772,17458,12/14 LOMOND RD CROWFIELDS COURT,Kowloon City,Kowloon,Tower,Residential/Composite,1981-07-03,44.9,22.326101029638835,114.18577879955204,36,2025/07/30 11:44:47+00,1,59.5
498487,8138,28 TAI HO RD WING ON MANSION,Tsuen Wan,New Territories,Tower,Residential/Composite,1973-05-22,53.0,22.37240352989903,114.11596750029992,35,2025/07/30 11:44:47+00,1,59.1
862166,13400,145 KING'S RD UNITED BUILDING,Eastern,Hong Kong,Tower,Residential/Composite,1967-04-29,59.1,22.288040779958067,114.19296170002248,35,2025/07/30 11:44:47+00,1,59.1
145328,2078,20 KWONG WA ST TSUI YUEN MANSION (PHASE II),Yau Tsim Mong,Kowloon,Tower,Residential/Composite,1964-08-05,61.8,22.31610355963164,114.17311189979443,34,2025/07/30 11:44:47+00,1,58.6
259756,3883,96A KOK CHEUNG ST CHUNG KIN BUILDING,Yau Tsim Mong,Kowloon,Tower,Residential/Composite,1966-02-21,60.3,22.32285572980811,114.16051000033632,34,2025/07/30 11:44:47+00,1,58.6
1352411,21254,24 WHAMPOA ST,Kowloon City,Kowloon,Tower,Residential/Composite,1957-04-16,69.1,22.30627927027217,114.184944699938,34,2025/07/30 11:44:47+00,1,58.6
178699,2451,90 WONG TAI ST CHUNG YEW BUILDING,Yau Tsim Mong,Kowloon,Tower,Residential/Composite,1970-01-07,56.4,22.322855700130503,114.16014599973812,33,2025/07/30 11:44:47+00,1,58.1
312594,5145,186A TONG MI RD,Yau Tsim Mong,Kowloon,Tower,Residential/Composite,1961-01-20,65.4,22.32324870026736,114.16538129960736,33,2025/07/30 11:44:47+00,1,58.1
1861085,31254,90 PEI HO ST,Sham Shui Po,Kowloon,Tower,Residential/Composite,1962-10-12,63.6,22.32925771027516,114.16195889988342,33,2025/07/30 11:44:47+00,1,58.1
103459,1510,52 PORTLAND ST,Yau Tsim Mong,Kowloon,Tower,Residential/Composite,1959-10-05,66.7,22.313286239968026,114.1701128999904,32,2025/07/30 11:44:47+00,1,57.6
1372836,21424,8 LUNG PING RD BEACON HEIGHTS PHASE 3 BLK 8,Sham Shui Po,Kowloon,Tower,Residential/Composite,1987-05-22,39.0,22.342724639730363,114.16671420010027,32,2025/07/30 11:44:47+00,1,57.6
1372903,21427,14 LUNG PING RD BEACON HEIGHTS PHASE 3 BLK 14,Sham Shui Po,Kowloon,Tower,Residential/Composite,1987-05-22,39.0,22.342975199845625,114.16610929990428,32,2025/07/30 11:44:47+00,1,57.6
30397,616,163A SAI YEE ST HUNG TAK BUILDING,Yau Tsim Mong,Kowloon,Tower,Residential/Composite,1962-07-30,63.9,22.322569140153742,114.17089309963694,31,2025/07/30 11:44:47+00,1,57.1
207821,3028,93A MA TAU WAI RD FUK SHING MANSION,Kowloon City,Kowloon,Tower,Residential/Composite,1964-01-20,62.4,22.31287299968926,114.18784629956713,31,2025/07/30 11:44:47+00,1,57.1
1426353,22546,224/226 DES VOEUX RD W,Central & Western,Hong Kong,Tower,Residential/Composite,1966-10-14,59.6,22.287755169665388,114.1424326001844,31,2025/07/30 11:44:47+00,1,57.1
122235,1740,75 PARKES ST PAK SHING BUILDING,Yau Tsim Mong,Kowloon,Tower,Residential/Composite,1977-01-11,49.4,22.305511529833268,114.17039920006312,30,2025/07/30 11:44:47+00,1,56.6
1080869,17532,35 BROADCAST DRIVE LUNG CHEUNG COURT,Kowloon City,Kowloon,Tower,Residential/Composite,1969-04-14,57.1,22.342740910264865,114.17988359964852,30,2025/07/30 11:44:47+00,1,56.6
264150,3981,102B FA YUEN ST,Yau Tsim Mong,Kowloon,Tower,Residential/Composite,1958-06-09,68.0,22.319904869813968,114.17116189980186,29,2025/07/30 11:44:47+00,1,56.0
279668,4300,300 LAI CHI KOK RD,Sham Shui Po,Kowloon,Tower,Residential/Composite,1963-07-16,62.9,22.328205030437857,114.16134509999642,29,2025/07/30 11:44:47+00,1,56.0
1718506,27387,10 CORNWALL ST HILLSEA COURT,Kowloon City,Kowloon,Tower,Residential/Composite,1963-11-08,62.6,22.34046897006698,114.17625049956098,29,2025/07/30 11:44:47+00,1,56.0
142216,2018,21 JORDAN RD FOREMOST BUILDING,Yau Tsim Mong,Kowloon,Tower,Residential/Composite,1963-08-02,62.8,22.30550040971616,114.1711032999774,28,2025/07/30 11:44:47+00,1,55.5
344563,5728,109 PEI HO ST,Sham Shui Po,Kowloon,Tower,Residential/Composite,1963-05-20,63.0,22.329337829976907,114.16162250037814,28,2025/07/30 11:44:47+00,1,55.5
695928,10540,33 CASTLE PEAK RD CASTLE PEAK BAY SPRING SEAVIEW TERRACE BLK A,Tuen Mun,New Territories,Tower,Residential/Composite,1990-11-05,35.6,22.37360199973256,113.9889700001654,28,2025/07/30 11:44:47+00,1,55.5
1057833,17263,353/355 PRINCE EDWARD RD W KA WAH COURT,Kowloon City,Kowloon,Tower,Residential/Composite,1972-06-14,54.0,22.326913229861702,114.18691479977826,28,2025/07/30 11:44:47+00,1,55.5
266838,4049,17 SHEK KIP MEI ST,Sham Shui Po,Kowloon,Tower,Residential/Composite,1963-08-22,62.8,22.32858142998907,114.16388269992672,27,2025/07/30 11:44:47+00,1,54.9
696057,10543,33 CASTLE PEAK RD CASTLE PEAK BAY SPRING SEAVIEW TERRACE BLK C,Tuen Mun,New Territories,Tower,Residential/Composite,1990-11-05,35.6,22.37300684998621,113.98918540038596,27,2025/07/30 11:44:47+00,1,54.9
527771,8383,18 CAUSEWAY RD CAUSEWAY TOWER,Wan Chai,Hong Kong,Tower,Residential/Composite,1978-07-31,47.8,22.27957073020508,114.18842180002616,26,2025/07/30 11:44:47+00,1,54.3
597430,9207,142 SHAU KEI WAN MAIN ST E FONG MAN HSE,Eastern,Hong Kong,Tower,Residential/Composite,1964-07-09,61.9,22.2773748600618,114.22980990010684,26,2025/07/30 11:44:47+00,1,54.3
1839563,30879,11 HEALTHY ST W,Eastern,Hong Kong,Tower,Residential/Composite,1960-05-03,66.1,22.29114439969436,114.20449080001048,26,2025/07/30 11:44:47+00,1,54.3
106324,1544,121 SAI YEE ST KIN WONG MANSION,Yau Tsim Mong,Kowloon,Tower,Residential/Composite,1964-09-08,61.7,22.320294119777884,114.17133789982428,25,2025/07/30 11:44:47+00,1,53.7
224088,3363,1C FIFE ST,Yau Tsim Mong,Kowloon,Tower,Residential/Composite,1963-03-23,63.2,22.319797999777904,114.16717199998789,25,2025/07/30 11:44:47+00,1,53.7
261919,3917,180 FA YUEN ST,Yau Tsim Mong,Kowloon,Tower,Residential/Composite,1962-07-07,63.9,22.32270891008818,114.17061810044504,25,2025/07/30 11:44:47+00,1,53.7
382876,6259,43 SANDS ST TSE LAN MANSION,Central & Western,Hong Kong,Tower,Residential/Composite,1964-01-29,62.4,22.281930119579386,114.13098279971656,25,2025/07/30 11:44:47+00,1,53.7
1158195,18695,58 TSEUK LUK ST WEI SHUN MANSION,Wong Tai Sin,Kowloon,Tower,Residential/Composite,1964-04-28,62.1,22.3358007197275,114.1963783998433,25,2025/07/30 11:44:47+00,1,53.7
1382972,21734,90A WATERLOO RD HARRISON COURT (PHASE II),Kowloon City,Kowloon,Tower,Residential/Composite,1966-02-07,60.3,22.322427309872523,114.17848709999976,25,2025/07/30 11:44:47+00,1,53.7
1527728,24139,45 HEUNG SZE WUI ST FOOK ON BUILDING BLK 1,Tai Po,New Territories,Tower,Residential/Composite,1974-07-04,51.9,22.4465302601634,114.16720510043513,25,2025/07/30 11:44:47+00,1,53.7
14226,397,64 BATTERY ST,Yau Tsim Mong,Kowloon,Tower,Residential/Composite,1959-06-02,67.0,22.307877149710748,114.16913079984658,24,2025/07/30 11:44:47+00,1,53.0
182699,2498,182 LAI CHI KOK RD CHEONG FOOK MANSION,Yau Tsim Mong,Kowloon,Tower,Residential/Composite,1976-01-26,50.4,22.32604637963675,114.16418649990716,24,2025/07/30 11:44:47+00,1,53.0
1081975,17555,17 BROADCAST DRIVE LUNG CHEUNG COURT,Kowloon City,Kowloon,Tower,Residential/Composite,1969-04-14,57.1,22.34219922971073,114.17992759987884,24,2025/07/30 11:44:47+00,1,53.0
1082003,17557,19 BROADCAST DRIVE LUNG CHEUNG COURT,Kowloon City,Kowloon,Tower,Residential/Composite,1969-04-14,57.1,22.342335049822736,114.17963400000916,24,2025/07/30 11:44:47+00,1,53.0
1426288,22544,222 DES VOEUX RD W,Central & Western,Hong Kong,Tower,Residential/Composite,1968-10-12,57.6,22.287752919561623,114.14252440028088,24,2025/07/30 11:44:47+00,1,53.0
67276,1207,149A SAI YEE ST WING MUI BUILDING,Yau Tsim Mong,Kowloon,Tower,Residential/Composite,1962-12-22,63.5,22.321801530116545,114.17101709995929,23,2025/07/30 11:44:47+00,1,52.4
293171,4762,147/151 PEI HO ST HANFAST BUILDING,Sham Shui Po,Kowloon,Tower,Residential/Composite,1984-05-17,42.1,22.33084741037976,114.16285060017516,23,2025/07/30 11:44:47+00,1,52.4
304946,5037,170 TEMPLE ST,Yau Tsim Mong,Kowloon,Tower,Residential/Composite,1961-02-01,65.3,22.307060770338357,114.17027640033564,23,2025/07/30 11:44:47+00,1,52.4
568436,8834,9 MAGAZINE GAP RD ROSE GARDENS,Central & Western,Hong Kong,Tower,Residential/Composite,1964-01-17,62.4,22.27292278965507,114.15933600015636,23,2025/07/30 11:44:47+00,1,52.4
778299,12320,95 & 97 LEIGHTON RD BRIGHT STAR MANSION,Wan Chai,Hong Kong,Tower,Residential/Composite,1964-08-24,61.8,22.277430660296773,114.18492879992424,23,2025/07/30 11:44:47+00,1,52.4
788126,12381,28 & 30 LEIGHTON RD LUNAR BUILDING,Wan Chai,Hong Kong,Tower,Residential/Composite,1963-01-09,63.4,22.27732592974792,114.18316469969125,23,2025/07/30 11:44:47+00,1,52.4
103235,1506,1 PRAT AVE ROSE MANSION,Yau Tsim Mong,Kowloon,Tower,Residential/Composite,1958-09-17,67.7,22.298316889612806,114.1741313002194,22,2025/07/30 11:44:47+00,1,51.7
493131,8064,113 ROBINSON RD RICHMOND COURT,Central & Western,Hong Kong,Tower,Residential/Composite,1963-10-24,62.6,22.282312059853723,114.14432250028324,22,2025/07/30 11:44:47+00,1,51.7
634081,9730,121 CASTLE PEAK RD TSUEN WAN WANSON HOUSE,Tsuen Wan,New Territories,Tower,Residential/Composite,1972-02-29,54.3,22.370642939719914,114.11957059990334,22,2025/07/30 11:44:47+00,1,51.7
2117950,36308,49 SMITHFIELD LUEN FAT APARTMENTS,Central & Western,Hong Kong,Tower,Residential/Composite,1966-08-25,59.8,22.28162695991631,114.12764590033804,22,2025/07/30 11:44:47+00,1,51.7
2118130,36309,47 SMITHFIELD LUEN HING APARTMENTS,Central & Western,Hong Kong,Tower,Residential/Composite,1966-08-25,59.8,22.28167138013015,114.12790110005574,22,2025/07/30 11:44:47+00,1,51.7
5215186,38254,13A KA SHIN ST,Yau Tsim Mong,Kowloon,Tower,Residential/Composite,1958-01-09,68.4,22.319871889875856,114.16133530008416,22,2025/07/30 11:44:47+00,1,51.7
5215974,38268,177 SAI YEUNG CHOI ST N,Yau Tsim Mong,Kowloon,Tower,Residential/Composite,1964-02-04,62.3,22.326046519931023,114.16842689958185,22,2025/07/30 11:44:47+00,1,51.7
248343,3691,50A KWEILIN ST TUNG TAK BUILDING,Sham Shui Po,Kowloon,Tower,Residential/Composite,1963-08-07,62.8,22.332225769803472,114.16309850009576,21,2025/07/30 11:44:47+00,1,50.9
