X,Y,OBJECTID,DATASET_EN,DATASET_TC,NAME_EN,ADDRESS_EN,NAME_TC,ADDRESS_TC,SEARCH01_EN,SEARCH01_TC,NSEARCH01_EN,NSEARCH01_TC,NORTHING,EASTING,LATITUDE,LONGITUDE,LASTUPDATE
12707796.2047179,2552168.86003201,467,Statutory Notices issued on prescribed inspection/repair for buildings,就樓宇訂明檢驗／訂明修葺所發出的法定通知,1662234,CHEUNG FAT MANSION 10/10B CHEUNG FAT ST,1662234,CHEUNG FAT MANSION 10/10B CHEUNG FAT ST,TOW,TOW,2,2,822116.7,834125.4,22.33811685,114.15607527,2025/07/30 11:44:47+00
12709431.8214227,2549240.11934561,468,Statutory Notices issued on prescribed inspection/repair for buildings,就樓宇訂明檢驗／訂明修葺所發出的法定通知,136522,CHEUNG HING BUILDING 540/544 NATHAN RD,136522,CHEUNG HING BUILDING 540/544 NATHAN RD,TOW,TOW,1,1,819421.6,835638.9,22.31377916,114.17076903,2025/07/30 11:44:47+00
12708477.0756363,2551256.1292839,469,Statutory Notices issued on prescribed inspection/repair for buildings,就樓宇訂明檢驗／訂明修葺所發出的法定通知,281835,CHEUNG LEE BUILDING 219 CHEUNG SHA WAN RD,281835,CHEUNG LEE BUILDING 219 CHEUNG SHA WAN RD,TOW,TOW,1,1,821276.8,834755.4,22.33053247,114.16219215,2025/07/30 11:44:47+00
12708449.6386574,2551164.72860602,470,Statutory Notices issued on prescribed inspection/repair for buildings,就樓宇訂明檢驗／訂明修葺所發出的法定通知,292504,CHEUNG ON BUILDING 119/127 PEI HO ST,292504,CHEUNG ON BUILDING 119/127 PEI HO ST,TOW,TOW,1,1,821192.7,834730,22.32977304,114.16194529,2025/07/30 11:44:47+00
12708898.6035341,2551177.15637506,471,Statutory Notices issued on prescribed inspection/repair for buildings,就樓宇訂明檢驗／訂明修葺所發出的法定通知,299775,CHI FAI COURT 31/35 TAI PO RD,299775,CHI FAI COURT 31/35 TAI PO RD,TOW,TOW,1,1,821204.1,835145.5,22.32987594,114.16597876,2025/07/30 11:44:47+00
12711417.2499935,2551254.96192726,472,Statutory Notices issued on prescribed inspection/repair for buildings,就樓宇訂明檢驗／訂明修葺所發出的法定通知,993541,CHI KAM COURT 97 HAU WONG RD,993541,CHI KAM COURT 97 HAU WONG RD,TOW,TOW,1,1,821275.7,837476.4,22.33052309,114.18860374,2025/07/30 11:44:47+00
12710359.1516213,2556832.08323193,473,Statutory Notices issued on prescribed inspection/repair for buildings,就樓宇訂明檢驗／訂明修葺所發出的法定通知,1407436,CHIK SIN BUILDING 77/81 CHIK SHUN ST TAI WAI,1407436,CHIK SIN BUILDING 77/81 CHIK SHUN ST TAI WAI,TOW,TOW,1,1,826406.6,836497.1,22.37685837,114.17909882,2025/07/30 11:44:47+00
12714091.0324289,2537798.1042825,474,Statutory Notices issued on prescribed inspection/repair for buildings,就樓宇訂明檢驗／訂明修葺所發出的法定通知,1735547,CHIK TAK MANSION 11 STANLEY NEW ST,1735547,CHIK TAK MANSION 11 STANLEY NEW ST,TOW,TOW,1,1,808888.9,839953.8,22.21865862,114.21262259,2025/07/30 11:44:47+00
12710135.7076503,2544875.49991572,475,Statutory Notices issued on prescribed inspection/repair for buildings,就樓宇訂明檢驗／訂明修葺所發出的法定通知,674097,CHIN HUNG BUILDING 1/15 HEARD ST,674097,CHIN HUNG BUILDING 1/15 HEARD ST,TOW,TOW,2,2,815404.5,836290.4,22.27750268,114.17709202,2025/07/30 11:44:47+00
12715698.1271324,2549496.19203002,476,Statutory Notices issued on prescribed inspection/repair for buildings,就樓宇訂明檢驗／訂明修葺所發出的法定通知,1267148,CHIU KWAN BUILDING 8 PING SHING LANE,1267148,CHIU KWAN BUILDING 8 PING SHING LANE,TOW,TOW,74,74,819658.1,841438.7,22.31590781,114.22705965,2025/07/30 11:44:47+00
12712601.49569,2551741.49401374,477,Statutory Notices issued on prescribed inspection/repair for buildings,就樓宇訂明檢驗／訂明修葺所發出的法定通知,2005802,CHIU TAT FACTORY BUILDING 108/110 KING FUK ST,2005802,CHIU TAT FACTORY BUILDING 108/110 KING FUK ST,TOW,TOW,1,1,821723.5,838572.3,22.33456501,114.19924266,2025/07/30 11:44:47+00
12710085.0489152,2544958.39052924,478,Statutory Notices issued on prescribed inspection/repair for buildings,就樓宇訂明檢驗／訂明修葺所發出的法定通知,1852670,CHONG HING BUILDING 265/267 HENNESSY RD,1852670,CHONG HING BUILDING 265/267 HENNESSY RD,TOW,TOW,2,2,815480.8,836243.5,22.27819198,114.17663632,2025/07/30 11:44:47+00
12705656.0812694,2545941.21784876,479,Statutory Notices issued on prescribed inspection/repair for buildings,就樓宇訂明檢驗／訂明修葺所發出的法定通知,801081,CHONG YIP CENTRE BLOCK B 11/21 WHITTY ST,801081,CHONG YIP CENTRE BLOCK B 11/21 WHITTY ST,TOW,TOW,1,1,816386,832143.4,22.28636131,114.13685029,2025/07/30 11:44:47+00
12703400.7678201,2556140.41840162,480,Statutory Notices issued on prescribed inspection/repair for buildings,就樓宇訂明檢驗／訂明修葺所發出的法定通知,1223491,CHUEN LUNG BUILDING 35/39 CHUEN LUNG ST TSUEN WAN,1223491,CHUEN LUNG BUILDING 35/39 CHUEN LUNG ST TSUEN WAN,TOW,TOW,1,1,825771.6,830059.3,22.37111201,114.11659082,2025/07/30 11:44:47+00
12709382.1854112,2550283.00908025,481,Statutory Notices issued on prescribed inspection/repair for buildings,就樓宇訂明檢驗／訂明修葺所發出的法定通知,5288917,CHUN PO HOUSE 63 BUTE ST,5288917,CHUN PO HOUSE 63 BUTE ST,TOW,TOW,1,1,820381.3,835593,22.32244625,114.17032302,2025/07/30 11:44:47+00
12705758.7898922,2546016.20955133,482,Statutory Notices issued on prescribed inspection/repair for buildings,就樓宇訂明檢驗／訂明修葺所發出的法定通知,1494786,CHUNG AH BUILDING 352/366 DES VOEUX RD W,1494786,CHUNG AH BUILDING 352/366 DES VOEUX RD W,TOW,TOW,1,1,816455,832238.5,22.2869841,114.13777285,2025/07/30 11:44:47+00
12708316.7188226,2550268.04081548,483,Statutory Notices issued on prescribed inspection/repair for buildings,就樓宇訂明檢驗／訂明修葺所發出的法定通知,258995,CHUNG HING BUILDING 70/76 KOK CHEUNG ST,258995,CHUNG HING BUILDING 70/76 KOK CHEUNG ST,TOW,TOW,1,1,820367.6,834606.9,22.32232155,114.1607515,2025/07/30 11:44:47+00
12711407.9691865,2550007.49318915,484,Statutory Notices issued on prescribed inspection/repair for buildings,就樓宇訂明檢驗／訂明修葺所發出的法定通知,1714376,CHUNG HWA BUILDING NOS.3A-3C 5 5A-5F MA HANG CHUNG ROAD NOS.55-65 PAU CHUNG STREET,1714376,CHUNG HWA BUILDING NOS.3A-3C 5 5A-5F MA HANG CHUNG ROAD NOS.55-65 PAU CHUNG STREET,TOW,TOW,1,1,820127.8,837467.9,22.32015648,114.18852089,2025/07/30 11:44:47+00
12708289.8078132,2550332.26302816,485,Statutory Notices issued on prescribed inspection/repair for buildings,就樓宇訂明檢驗／訂明修葺所發出的法定通知,259756,CHUNG KIN BUILDING 78/96 KOK CHEUNG ST,259756,CHUNG KIN BUILDING 78/96 KOK CHEUNG ST,TOW,TOW,34,34,820426.7,834582,22.32285573,114.16050999,2025/07/30 11:44:47+00
12711392.763178,2550383.17098631,486,Statutory Notices issued on prescribed inspection/repair for buildings,就樓宇訂明檢驗／訂明修葺所發出的法定通知,141680,CHUNG NAM MANSION 68/88 MA TAU CHUNG RD,141680,CHUNG NAM MANSION 68/88 MA TAU CHUNG RD,TOW,TOW,2,2,820473.5,837453.8,22.32327861,114.18838353,2025/07/30 11:44:47+00
12707434.4742917,2545659.7757457,487,Statutory Notices issued on prescribed inspection/repair for buildings,就樓宇訂明檢驗／訂明修葺所發出的法定通知,28546,CHUNG SAN HOUSE 11B/11E ABERDEEN ST,28546,CHUNG SAN HOUSE 11B/11E ABERDEEN ST,TOW,TOW,1,1,816126.6,833789.7,22.28402135,114.1528262,2025/07/30 11:44:47+00
12707434.4742917,2545659.7757457,488,Statutory Notices issued on prescribed inspection/repair for buildings,就樓宇訂明檢驗／訂明修葺所發出的法定通知,28460,CHUNG SAN HOUSE 11B/11E ABERDEEN ST,28460,CHUNG SAN HOUSE 11B/11E ABERDEEN ST,POD,POD,1,1,816126.6,833789.7,22.28402135,114.1528262,2025/07/30 11:44:47+00
12708249.2894239,2550332.3672418,489,Statutory Notices issued on prescribed inspection/repair for buildings,就樓宇訂明檢驗／訂明修葺所發出的法定通知,178699,CHUNG YEW BUILDING 78/90 WONG TAI ST,178699,CHUNG YEW BUILDING 78/90 WONG TAI ST,TOW,TOW,33,33,820426.8,834544.5,22.3228557,114.16014601,2025/07/30 11:44:47+00
12708326.220317,2550332.37562312,490,Statutory Notices issued on prescribed inspection/repair for buildings,就樓宇訂明檢驗／訂明修葺所發出的法定通知,57097,CHUNG YUEN BUILDING 1/19 LOK KWAN ST,57097,CHUNG YUEN BUILDING 1/19 LOK KWAN ST,TOW,TOW,2,2,820426.8,834615.7,22.32285647,114.16083647,2025/07/30 11:44:47+00
12705675.2941617,2555878.86556536,491,Statutory Notices issued on prescribed inspection/repair for buildings,就樓宇訂明檢驗／訂明修葺所發出的法定通知,835960,CITIFOOD HOUSE 1/5 LAM TIN ST KWAI CHUNG,835960,CITIFOOD HOUSE 1/5 LAM TIN ST KWAI CHUNG,TOW,TOW,1,1,825530.3,832163.6,22.36893935,114.13702331,2025/07/30 11:44:47+00
12710115.7251629,2545104.94384312,492,Statutory Notices issued on prescribed inspection/repair for buildings,就樓宇訂明檢驗／訂明修葺所發出的法定通知,420736,CITY CENTRE BUILDING 144/149 GLOUCESTER RD,420736,CITY CENTRE BUILDING 144/149 GLOUCESTER RD,TOW,TOW,4,4,815615.7,836271.9,22.27940942,114.17691195,2025/07/30 11:44:47+00
12711953.9681419,2546400.08421065,493,Statutory Notices issued on prescribed inspection/repair for buildings,就樓宇訂明檢驗／訂明修葺所發出的法定通知,889629,CITY GARDEN BLK 13 233 ELECTRIC RD,889629,CITY GARDEN BLK 13 233 ELECTRIC RD,TOW,TOW,3,3,816807.9,837973.6,22.29017506,114.19342535,2025/07/30 11:44:47+00
12711993.6086104,2546361.61873147,494,Statutory Notices issued on prescribed inspection/repair for buildings,就樓宇訂明檢驗／訂明修葺所發出的法定通知,889827,CITY GARDEN BLK 14 233 ELECTRIC RD,889827,CITY GARDEN BLK 14 233 ELECTRIC RD,TOW,TOW,1,1,816772.5,838010.3,22.28985556,114.19378102,2025/07/30 11:44:47+00
12712100.2431454,2546490.67937624,495,Statutory Notices issued on prescribed inspection/repair for buildings,就樓宇訂明檢驗／訂明修葺所發出的法定通知,883709,CITY GARDEN BLK 2 233 ELECTRIC RD,883709,CITY GARDEN BLK 2 233 ELECTRIC RD,TOW,TOW,1,1,816891.3,838109,22.29092828,114.19473911,2025/07/30 11:44:47+00
12711955.8166197,2546510.46987696,496,Statutory Notices issued on prescribed inspection/repair for buildings,就樓宇訂明檢驗／訂明修葺所發出的法定通知,887291,CITY GARDEN BLK 8 233 ELECTRIC RD,887291,CITY GARDEN BLK 8 233 ELECTRIC RD,TOW,TOW,1,1,816909.5,837975.3,22.29109252,114.19344183,2025/07/30 11:44:47+00
12711118.8841882,2545407.5839555,497,Statutory Notices issued on prescribed inspection/repair for buildings,就樓宇訂明檢驗／訂明修葺所發出的法定通知,1040102,CLARKE MANSION 9 KINGSTON ST,1040102,CLARKE MANSION 9 KINGSTON ST,TOW,TOW,2,2,815894.3,837200.6,22.28192574,114.18592394,2025/07/30 11:44:47+00
12711070.6009631,2545418.34225776,498,Statutory Notices issued on prescribed inspection/repair for buildings,就樓宇訂明檢驗／訂明修葺所發出的法定通知,582220,CLEVELAND MANSION 5/7 CLEVELAND ST,582220,CLEVELAND MANSION 5/7 CLEVELAND ST,TOW,TOW,2,2,815904.2,837155.9,22.28201502,114.18549028,2025/07/30 11:44:47+00
12707093.337854,2545120.64240553,499,Statutory Notices issued on prescribed inspection/repair for buildings,就樓宇訂明檢驗／訂明修葺所發出的法定通知,1735890,CLIFFVIEW MANSIONS 21/25 CONDUIT RD,1735890,CLIFFVIEW MANSIONS 21/25 CONDUIT RD,TOW,TOW,62,62,815630.4,833473.8,22.2795403,114.14976165,2025/07/30 11:44:47+00
12711997.6562302,2544883.21491034,500,Statutory Notices issued on prescribed inspection/repair for buildings,就樓宇訂明檢驗／訂明修葺所發出的法定通知,754320,CONCORD VILLAS 65/71 WUN SHA ST,754320,CONCORD VILLAS 65/71 WUN SHA ST,TOW,TOW,1,1,815411.7,838014.2,22.2775668,114.19381759,2025/07/30 11:44:47+00
12712191.39996,2546362.35576247,501,Statutory Notices issued on prescribed inspection/repair for buildings,就樓宇訂明檢驗／訂明修葺所發出的法定通知,1951250,CONTINENTAL MANSION 290/304 KING'S RD,1951250,CONTINENTAL MANSION 290/304 KING'S RD,TOW,TOW,1,1,816773.2,838193.4,22.28986158,114.19555805,2025/07/30 11:44:47+00
12711102.7787995,2550722.90434685,502,Statutory Notices issued on prescribed inspection/repair for buildings,就樓宇訂明檢驗／訂明修葺所發出的法定通知,1071772,CROWFIELDS COURT 12/14 LOMOND RD,1071772,CROWFIELDS COURT 12/14 LOMOND RD,TOW,TOW,36,36,820786.1,837185.4,22.32610103,114.18577881,2025/07/30 11:44:47+00
12709498.5233206,2548129.27358619,503,Statutory Notices issued on prescribed inspection/repair for buildings,就樓宇訂明檢驗／訂明修葺所發出的法定通知,117668,CUMBERLAND HOUSE 227 NATHAN RD,117668,CUMBERLAND HOUSE 227 NATHAN RD,TOW,TOW,18,18,818399.3,835700.6,22.30454777,114.17136741,2025/07/30 11:44:47+00
12706691.899527,2545913.53990038,504,Statutory Notices issued on prescribed inspection/repair for buildings,就樓宇訂明檢驗／訂明修葺所發出的法定通知,688875,CUPFORD HOUSE 108 QUEEN'S RD W,688875,CUPFORD HOUSE 108 QUEEN'S RD W,TOW,TOW,1,1,816360.3,833102.3,22.28613152,114.14615586,2025/07/30 11:44:47+00
12715407.4040433,2548534.28662577,505,Statutory Notices issued on prescribed inspection/repair for buildings,就樓宇訂明檢驗／訂明修葺所發出的法定通知,684889,DAH WAY INDUSTRIAL BUILDING 86 HUNG TO RD,684889,DAH WAY INDUSTRIAL BUILDING 86 HUNG TO RD,POD,POD,1,1,818772.8,841169.9,22.30791324,114.22444791,2025/07/30 11:44:47+00
12709371.5027599,2544987.38077736,506,Statutory Notices issued on prescribed inspection/repair for buildings,就樓宇訂明檢驗／訂明修葺所發出的法定通知,463318,DAVID HOUSE 15 FENWICK ST,463318,DAVID HOUSE 15 FENWICK ST,POD,POD,1,1,815507.5,835582.9,22.27843257,114.17022648,2025/07/30 11:44:47+00
12709371.5027599,2544987.38077736,507,Statutory Notices issued on prescribed inspection/repair for buildings,就樓宇訂明檢驗／訂明修葺所發出的法定通知,463325,DAVID HOUSE 15 FENWICK ST,463325,DAVID HOUSE 15 FENWICK ST,TOW,TOW,1,1,815507.5,835582.9,22.27843257,114.17022648,2025/07/30 11:44:47+00
12710106.2196559,2552777.33431155,508,Statutory Notices issued on prescribed inspection/repair for buildings,就樓宇訂明檢驗／訂明修葺所發出的法定通知,2092193,DRAGON COURT - STAGE I 6 EASTBOURNE RD,2092193,DRAGON COURT - STAGE I 6 EASTBOURNE RD,TOW,TOW,2,2,822676.4,836263.1,22.34317254,114.17682644,2025/07/30 11:44:47+00
12710168.0327235,2552799.50650695,509,Statutory Notices issued on prescribed inspection/repair for buildings,就樓宇訂明檢驗／訂明修葺所發出的法定通知,1199964,DRAGON HEIGHTS 12 EASTBOURNE RD,1199964,DRAGON HEIGHTS 12 EASTBOURNE RD,TOW,TOW,2,2,822696.8,836320.3,22.34335653,114.17738189,2025/07/30 11:44:47+00
12711852.3171324,2545348.31430112,510,Statutory Notices issued on prescribed inspection/repair for buildings,就樓宇訂明檢驗／訂明修葺所發出的法定通知,756403,DRAGON PEAK 9 DRAGON TERRACE,756403,DRAGON PEAK 9 DRAGON TERRACE,TOW,TOW,48,48,815839.8,837879.6,22.2814332,114.19251181,2025/07/30 11:44:47+00
12711853.5051191,2545346.35864847,511,Statutory Notices issued on prescribed inspection/repair for buildings,就樓宇訂明檢驗／訂明修葺所發出的法定通知,587906,DRAGON PEAK 9 DRAGON TERRACE,587906,DRAGON PEAK 9 DRAGON TERRACE,POD,POD,1,1,815838,837880.7,22.2814165,114.19252253,2025/07/30 11:44:47+00
12710094.9808889,2552837.54740661,512,Statutory Notices issued on prescribed inspection/repair for buildings,就樓宇訂明檢驗／訂明修葺所發出的法定通知,1198341,EASTBOURNE COURT 5 EASTBOURNE RD,1198341,EASTBOURNE COURT 5 EASTBOURNE RD,TOW,TOW,13,13,822731.8,836252.7,22.34367214,114.17672543,2025/07/30 11:44:47+00
12710116.918103,2552852.98112437,513,Statutory Notices issued on prescribed inspection/repair for buildings,就樓宇訂明檢驗／訂明修葺所發出的法定通知,1198387,EASTBOURNE COURT 7 EASTBOURNE RD,1198387,EASTBOURNE COURT 7 EASTBOURNE RD,TOW,TOW,12,12,822746,836273,22.34380072,114.1769226,2025/07/30 11:44:47+00
12710673.6675615,2552788.08476571,514,Statutory Notices issued on prescribed inspection/repair for buildings,就樓宇訂明檢驗／訂明修葺所發出的法定通知,1060219,EASTLAND HEIGHTS 49 BROADCAST DRIVE,1060219,EASTLAND HEIGHTS 49 BROADCAST DRIVE,TOW,TOW,1,1,822686.3,836788.2,22.34326111,114.18192423,2025/07/30 11:44:47+00
12716075.7148124,2545142.44546282,515,Statutory Notices issued on prescribed inspection/repair for buildings,就樓宇訂明檢驗／訂明修葺所發出的法定通知,728791,EASTWAY TOWERS BLK 1 59/99 SHAU KEI WAN MAIN ST E,728791,EASTWAY TOWERS BLK 1 59/99 SHAU KEI WAN MAIN ST E,TOW,TOW,11,11,815651.2,841789.6,22.27972156,114.23045189,2025/07/30 11:44:47+00
12716069.0079167,2545114.31033929,516,Statutory Notices issued on prescribed inspection/repair for buildings,就樓宇訂明檢驗／訂明修葺所發出的法定通知,728485,EASTWAY TOWERS BLK 2 59/99 SHAU KEI WAN MAIN ST E,728485,EASTWAY TOWERS BLK 2 59/99 SHAU KEI WAN MAIN ST E,TOW,TOW,10,10,815625.3,841783.4,22.2794875,114.23039187,2025/07/30 11:44:47+00
12716062.408944,2545085.84930448,517,Statutory Notices issued on prescribed inspection/repair for buildings,就樓宇訂明檢驗／訂明修葺所發出的法定通知,728160,EASTWAY TOWERS BLK 3 59/99 SHAU KEI WAN MAIN ST E,728160,EASTWAY TOWERS BLK 3 59/99 SHAU KEI WAN MAIN ST E,TOW,TOW,10,10,815599.1,841777.3,22.27925136,114.2303323,2025/07/30 11:44:47+00
12706847.3558506,2551999.80781764,518,Statutory Notices issued on prescribed inspection/repair for buildings,就樓宇訂明檢驗／訂明修葺所發出的法定通知,1249524,ELITE INDUSTRIAL CENTRE 883 CHEUNG SHA WAN RD,1249524,ELITE INDUSTRIAL CENTRE 883 CHEUNG SHA WAN RD,TOW,TOW,2,2,821961.3,833247.3,22.33671162,114.14755158,2025/07/30 11:44:47+00
12715278.2597157,2549464.0533204,519,Statutory Notices issued on prescribed inspection/repair for buildings,就樓宇訂明檢驗／訂明修葺所發出的法定通知,865418,ELLY HOUSE 32/38A TUNG MING ST,865418,ELLY HOUSE 32/38A TUNG MING ST,POD,POD,1,1,819628.4,841050.1,22.31564015,114.22328773,2025/07/30 11:44:47+00
12710744.7832128,2550169.01622093,520,Statutory Notices issued on prescribed inspection/repair for buildings,就樓宇訂明檢驗／訂明修葺所發出的法定通知,1221749,ENGLISH SCHOOLS FOUNDATION KING GEORGE V SCHOOL ACTIVITY CENTRE 2 TIN KWONG RD,1221749,ENGLISH SCHOOLS FOUNDATION KING GEORGE V SCHOOL ACTIVITY CENTRE 2 TIN KWONG RD,TOW,TOW,1,1,820276.4,836854.1,22.32149849,114.18256266,2025/07/30 11:44:47+00
12710759.3678949,2550122.61315414,521,Statutory Notices issued on prescribed inspection/repair for buildings,就樓宇訂明檢驗／訂明修葺所發出的法定通知,1221729,ENGLISH SHOOLS FOUNDATION KING GEORGE V SCHOOL SCHOOL BUILDING 2 TIN KWONG RD,1221729,ENGLISH SHOOLS FOUNDATION KING GEORGE V SCHOOL SCHOOL BUILDING 2 TIN KWONG RD,TOW,TOW,1,1,820233.7,836867.6,22.32111299,114.18269409,2025/07/30 11:44:47+00
12707306.5684514,2545727.33055988,522,Statutory Notices issued on prescribed inspection/repair for buildings,就樓宇訂明檢驗／訂明修葺所發出的法定通知,346049,ENTERPRISE BUILDING 228/238 QUEEN'S RD C,346049,ENTERPRISE BUILDING 228/238 QUEEN'S RD C,TOW,TOW,1,1,816188.8,833671.3,22.28458343,114.15167662,2025/07/30 11:44:47+00
12707134.38368,2545736.31820654,523,Statutory Notices issued on prescribed inspection/repair for buildings,就樓宇訂明檢驗／訂明修葺所發出的法定通知,391484,EVORA BUILDING 3 UPPER LASCAR ROW,391484,EVORA BUILDING 3 UPPER LASCAR ROW,TOW,TOW,1,1,816197.1,833511.9,22.28465759,114.15013061,2025/07/30 11:44:47+00
12710653.7554626,2545246.3833704,524,Statutory Notices issued on prescribed inspection/repair for buildings,就樓宇訂明檢驗／訂明修葺所發出的法定通知,572426,EXCELLENTE COMMERCIAL HOUSE 456/458 JAFFE RD,572426,EXCELLENTE COMMERCIAL HOUSE 456/458 JAFFE RD,TOW,TOW,1,1,815745.9,836770,22.28058587,114.1817457,2025/07/30 11:44:47+00
12709531.6785228,2548467.96555736,525,Statutory Notices issued on prescribed inspection/repair for buildings,就樓宇訂明檢驗／訂明修葺所發出的法定通知,153731,EXCELSION BUILDING 358/366 NATHAN RD,153731,EXCELSION BUILDING 358/366 NATHAN RD,TOW,TOW,2,2,818711,835731.3,22.3073624,114.17166558,2025/07/30 11:44:47+00
12711781.7029636,2545641.65334204,526,Statutory Notices issued on prescribed inspection/repair for buildings,就樓宇訂明檢驗／訂明修葺所發出的法定通知,536996,FAIR VIEW MANSION 60/62 ELECTRIC RD,536996,FAIR VIEW MANSION 60/62 ELECTRIC RD,TOW,TOW,15,15,816109.8,837814.2,22.28387155,114.1918775,2025/07/30 11:44:47+00
12709668.2731455,2547089.12609477,527,Statutory Notices issued on prescribed inspection/repair for buildings,就樓宇訂明檢驗／訂明修葺所發出的法定通知,120680,FAR EAST MANSION 5/6 MIDDLE RD,120680,FAR EAST MANSION 5/6 MIDDLE RD,TOW,TOW,2,2,817442,835857.7,22.29590196,114.17289255,2025/07/30 11:44:47+00
12717544.5134903,2543667.47004299,528,Statutory Notices issued on prescribed inspection/repair for buildings,就樓宇訂明檢驗／訂明修葺所發出的法定通知,482975,FEDERAL CENTRE 77 SHEUNG ON ST,482975,FEDERAL CENTRE 77 SHEUNG ON ST,TOW,TOW,1,1,814294,843150,22.26746049,114.24364583,2025/07/30 11:44:47+00
12717548.6178752,2543667.79410743,529,Statutory Notices issued on prescribed inspection/repair for buildings,就樓宇訂明檢驗／訂明修葺所發出的法定通知,482901,FEDERAL CENTRE 77 SHEUNG ON ST,482901,FEDERAL CENTRE 77 SHEUNG ON ST,POD,POD,4,4,814294.3,843153.8,22.26746284,114.24368314,2025/07/30 11:44:47+00
12707452.9719665,2552370.96209145,530,Statutory Notices issued on prescribed inspection/repair for buildings,就樓宇訂明檢驗／訂明修葺所發出的法定通知,1453624,FEDERAL MANSION A BLK 467 CASTLE PEAK RD,1453624,FEDERAL MANSION A BLK 467 CASTLE PEAK RD,TOW,TOW,1,1,822302.7,833807.8,22.33979614,114.15299193,2025/07/30 11:44:47+00
12707339.073091,2545123.50948151,531,Statutory Notices issued on prescribed inspection/repair for buildings,就樓宇訂明檢驗／訂明修葺所發出的法定通知,411061,FLORAL TOWER 1/9 MOSQUE ST,411061,FLORAL TOWER 1/9 MOSQUE ST,TOW,TOW,1,1,815633,833701.3,22.27956432,114.15196868,2025/07/30 11:44:47+00
12710839.248884,2548409.82621554,532,Statutory Notices issued on prescribed inspection/repair for buildings,就樓宇訂明檢驗／訂明修葺所發出的法定通知,1663778,FOK LIN BUILDING 7/21 BAKER COURT,1663778,FOK LIN BUILDING 7/21 BAKER COURT,POD,POD,1,1,818657.5,836941.6,22.30687895,114.18341212,2025/07/30 11:44:47+00
12710828.336484,2548393.6363687,533,Statutory Notices issued on prescribed inspection/repair for buildings,就樓宇訂明檢驗／訂明修葺所發出的法定通知,1664550,FOK LIN BUILDING BLK A 21 BAKER COURT,1664550,FOK LIN BUILDING BLK A 21 BAKER COURT,TOW,TOW,1,1,818642.6,836931.5,22.30674456,114.18331375,2025/07/30 11:44:47+00
12710850.7014698,2548425.5814064,534,Statutory Notices issued on prescribed inspection/repair for buildings,就樓宇訂明檢驗／訂明修葺所發出的法定通知,1664172,FOK LIN BUILDING BLK B 7 BAKER COURT,1664172,FOK LIN BUILDING BLK B 7 BAKER COURT,TOW,TOW,1,1,818672,836952.2,22.30700995,114.18351505,2025/07/30 11:44:47+00
12711438.9083119,2550485.42847332,535,Statutory Notices issued on prescribed inspection/repair for buildings,就樓宇訂明檢驗／訂明修葺所發出的法定通知,1145860,FOK ON BUILDING BLK A 90/98D MA TAU CHUNG RD,1145860,FOK ON BUILDING BLK A 90/98D MA TAU CHUNG RD,TOW,TOW,2,2,820567.6,837496.5,22.32412814,114.18879817,2025/07/30 11:44:47+00
12716004.2179478,2544860.12001137,536,Statutory Notices issued on prescribed inspection/repair for buildings,就樓宇訂明檢驗／訂明修葺所發出的法定通知,597430,FONG MAN HOUSE 138/142 SHAU KEI WAN MAIN ST E,597430,FONG MAN HOUSE 138/142 SHAU KEI WAN MAIN ST E,TOW,TOW,26,26,815391.3,841723.5,22.27737486,114.22980988,2025/07/30 11:44:47+00
12714621.5940004,2549547.48259557,537,Statutory Notices issued on prescribed inspection/repair for buildings,就樓宇訂明檢驗／訂明修葺所發出的法定通知,996312,FOO ON BUILDING 3/19 TING ON ST,996312,FOO ON BUILDING 3/19 TING ON ST,TOW,TOW,8,8,819705,840442.3,22.31633395,114.21738954,2025/07/30 11:44:47+00
12710397.428867,2545047.36277028,538,Statutory Notices issued on prescribed inspection/repair for buildings,就樓宇訂明檢驗／訂明修葺所發出的法定通知,1856901,FOO TAK BUILDING 365/367 HENNESSY RD,1856901,FOO TAK BUILDING 365/367 HENNESSY RD,TOW,TOW,2,2,815562.7,836532.7,22.27893108,114.17944303,2025/07/30 11:44:47+00
12714535.0576485,2549573.69456994,539,Statutory Notices issued on prescribed inspection/repair for buildings,就樓宇訂明檢驗／訂明修葺所發出的法定通知,1132095,FOO YUE BUILDING 83/103 TING FU ST,1132095,FOO YUE BUILDING 83/103 TING FU ST,TOW,TOW,40,40,819729.1,840362.2,22.31655176,114.21661151,2025/07/30 11:44:47+00
12708991.7168609,2549988.59809818,540,Statutory Notices issued on prescribed inspection/repair for buildings,就樓宇訂明檢驗／訂明修葺所發出的法定通知,248137,FOOK HEI MANSION 1091/1093 CANTON RD,248137,FOOK HEI MANSION 1091/1093 CANTON RD,TOW,TOW,10,10,820110.4,835231.6,22.31999928,114.16681491,2025/07/30 11:44:47+00
12709066.9494531,2565225.50232352,541,Statutory Notices issued on prescribed inspection/repair for buildings,就樓宇訂明檢驗／訂明修葺所發出的法定通知,1527480,FOOK ON BUILDING 51/73 WAN TAU ST TAI PO,1527480,FOOK ON BUILDING 51/73 WAN TAU ST TAI PO,POD,POD,1,1,834125.4,835302.1,22.44656202,114.16749112,2025/07/30 11:44:47+00
